T_i,B_i
857,460
378,209
399,387
268,213
139,808
495,530
395,810
23,11
138,671
151,624
38,72
992,734
794,806
832,808
778,960
928,153
108,183
579,473
438,86
821,657
643,279
352,207
226,181
475,207
853,95
223,312
815,333
806,965
992,70
68,24
189,396
827,834
973,764
377,173
166,220
98,485
95,956
801,412
731,37
323,151
997,216
117,377
274,780
779,18
799,729
253,764
104,708
892,373
589,785
431,399
94,700
528,530
844,716
992,348
337,714
798,253
836,586
755,871
745,141
722,662
25,431
176,492
409,557
67,772
703,170
32,378
935,405
696,271
325,991
473,798
569,612
873,64
77,893
785,876
242,840
581,995
134,543
754,847
242,939
534,136
170,761
616,379
830,994
698,164
565,648
32,802
602,973
544,373
583,236
150,101
765,624
575,926
333,191
765,809
587,485
783,676
587,140
888,555
912,457
841,356
532,709
899,966
679,423
439,680
314,149
887,588
641,389
912,770
581,235
582,630
983,409
695,225
271,146
612,387
908,775
378,285
549,285
964,496
844,781
549,463
831,560
236,202
489,958
681,595
888,360
61,602
62,724
307,846
874,576
941,991
233,30
54,559
466,615
244,432
815,15
793,156
735,107
645,230
17,44
798,696
127,691
83,21
563,922
613,667
360,762
156,39
42,528
690,600
217,576
357,714
750,52
733,194
301,267
530,503
217,917
86,875
34,689
134,75
539,699
665,732
472,764
596,358
624,650
789,614
796,557
556,412
561,353
659,52
874,76
234,331
884,493
278,684
912,69
493,854
28,705
48,935
354,954
951,267
436,41
748,362
639,66
789,452
44,847
676,136
718,960
893,385
344,389
774,793
84,716
653,243
90,291
284,381
634,927
800,581
865,303
622,267
393,936
488,125
776,948
170,30
813,579
500,932
972,459
469,473
804,962
490,663
184,302
153,693
300,835
242,164
922,576
690,847
503,831
437,227
394,314
264,764
432,497
168,291
587,649
559,782
221,99
681,336
233,515
242,374
155,741
101,659
425,889
810,606
261,92
187,708
966,946
996,476
206,611
242,239
416,320
309,850
818,527
972,957
790,954
440,355
58,602
725,996
760,596
833,572
180,608
866,537
739,134
128,498
433,309
111,681
620,386
995,889
59,725
906,995
643,12
221,895
647,768
838,951
79,756
419,90
728,15
294,545
872,918
832,708
616,12
498,69
575,847
85,544
208,658
998,25
813,776
37,503
910,992
895,850
854,633
508,422
11,670
203,155
130,72
240,437
78,459
396,751
155,319
361,829
619,804
832,603
123,613
282,393
286,95
1000,199
58,636
579,939
931,547
703,802
702,212
14,935
988,470
965,499
19,310
253,982
200,81
783,24
601,147
977,908
760,389
993,621
472,573
236,331
703,123
452,991
569,30
403,91
805,965
68,669
240,552
709,345
978,840
244,27
967,846
554,50
948,414
562,170
270,525
409,646
128,556
932,597
987,282
615,728
21,593
678,141
794,370
501,925
775,865
11,499
162,205
316,314
417,675
292,760
709,349
925,629
535,332
116,776
815,859
291,770
896,322
871,613
984,289
445,206
683,258
987,995
678,104
351,385
379,895
966,712
159,645
689,875
86,120
784,187
61,601
794,669
747,376
565,333
668,305
827,733
10,790
285,882
198,191
847,942
652,337
597,788
