T_i,B_i
810,509
218,641
375,499
282,647
769,370
846,465
20,826
994,592
949,909
786,654
166,815
485,796
293,534
126,265
150,844
737,711
585,916
28,664
783,489
310,839
230,648
794,953
1,731
192,365
932,806
379,520
100,586
973,630
487,792
126,641
498,779
185,162
175,921
698,598
322,810
8,737
207,329
72,67
744,799
75,816
530,955
968,254
696,90
784,491
10,905
146,206
292,729
234,175
409,159
553,300
800,481
554,912
321,524
655,514
303,556
587,355
619,869
238,134
938,58
838,295
848,386
190,95
97,816
676,784
341,912
168,565
365,14
86,280
507,181
211,610
499,838
237,250
716,495
368,108
633,183
467,154
563,659
827,682
62,887
359,160
628,833
598,296
299,299
638,90
51,238
896,830
671,15
335,880
240,629
588,460
307,926
522,468
298,905
563,914
168,53
757,76
581,681
383,106
699,963
224,367
126,766
414,156
698,821
624,757
989,641
279,856
153,799
313,797
609,261
319,158
334,12
31,44
671,48
171,601
35,458
363,337
619,338
897,396
578,253
997,98
567,525
256,448
156,106
622,545
996,564
415,141
608,969
788,58
451,317
748,270
325,415
783,592
556,242
893,289
34,977
742,611
663,789
275,437
202,646
822,630
958,373
657,799
957,270
763,337
980,614
548,407
159,846
839,533
739,29
209,268
853,630
502,3
96,845
516,145
852,443
297,729
312,375
502,911
369,250
615,176
432,556
563,887
129,917
809,910
389,456
942,645
467,136
445,666
910,895
145,240
486,570
90,620
560,307
457,707
699,41
47,888
948,108
233,581
593,950
336,379
54,123
622,80
932,361
390,443
411,499
692,639
786,894
832,172
486,337
333,727
667,298
838,908
749,867
644,78
65,930
565,623
414,650
48,330
165,598
919,751
793,92
816,495
15,215
582,205
345,271
753,747
526,896
565,931
988,486
739,284
599,31
242,201
966,197
414,267
214,914
405,119
129,189
612,35
733,823
713,82
851,654
137,834
315,737
210,477
832,662
595,410
369,600
684,551
331,927
510,271
16,257
803,83
487,499
278,570
531,692
55,473
97,258
340,230
982,965
881,248
332,61
863,36
168,205
560,951
250,150
757,980
57,738
110,33
593,456
353,694
421,503
638,281
404,373
79,19
911,576
422,540
559,579
457,722
638,724
596,153
373,293
976,636
259,525
128,34
111,545
458,238
530,91
999,407
869,768
734,26
567,166
819,168
404,899
102,705
285,812
788,10
487,799
744,773
529,999
610,80
919,535
381,813
804,77
1,887
649,208
662,639
856,91
820,890
48,879
747,705
937,195
98,12
158,304
264,481
180,359
499,300
661,942
751,378
650,467
927,874
969,332
442,423
931,998
419,119
791,800
364,473
149,103
200,862
140,232
780,647
751,848
66,779
126,387
602,674
455,757
726,775
934,965
182,159
948,537
313,255
824,494
6,332
854,198
91,899
74,591
169,103
17,366
574,999
529,380
829,993
131,997
861,775
604,175
854,712
78,186
801,410
98,677
583,900
974,676
254,775
899,471
124,18
812,937
854,65
557,806
423,614
124,749
299,935
922,173
149,854
872,545
964,818
973,908
309,106
763,402
431,729
827,531
237,587
929,371
297,465
637,447
87,756
45,766
7,370
238,339
490,398
965,813
246,603
564,528
815,378
474,763
889,397
310,647
307,150
869,257
948,32
461,325
969,452
325,556
236,966
521,649
159,534
985,4
762,821
20,755
786,992
262,747
944,193
192,124
656,1000
497,53
114,311
464,803
244,859
26,698
674,275
626,605
102,665
922,85
908,116
397,731
664,103
899,150
742,869
643,324
534,367
738,982
388,841
706,705
687,71
599,452
970,612
412,936
904,676
937,116
183,444
559,671
38,216
274,502
850,466
422,515
604,362
23,956
332,526
638,306
992,784
61,66
26,27
758,882
733,930
388,320
970,771
198,371
155,869
333,960
633,479
948,72
99,34
714,877
930,126
102,477
730,509
594,739
20,354
129,525
160,240
464,847
602,764
937,801
482,326
273,405
10,561
106,266
41,561
560,613
946,14
852,370
896,305
777,573
796,446
655,141
195,352
10,420
259,382
682,39
913,695
341,965
808,286
529,955
298,4
16,547
857,646
539,801
881,60
855,881
454,756
864,102
900,360
730,701
998,306
797,783
649,510
858,352
357,8
588,360
890,37
959,992
255,764
897,297
568,285
175,978
336,830
59,200
883,27
612,861
767,481
919,627
75,686
927,510
294,822
484,305
676,539
1000,29
826,19
512,746
333,816
705,894
491,874
107,669
144,764
279,636
160,433
999,822
716,341
431,133
192,696
979,366
628,189
979,246
676,842
176,160
398,83
878,866
851,858
697,375
640,817
367,301
964,794
713,35
767,925
588,284
434,131
903,449
443,807
17,830
630,751
833,447
441,735
343,972
743,14
858,523
757,430
886,393
476,757
313,275
565,632
631,244
142,778
449,487
261,14
155,891
64,469
549,345
813,312
670,219
967,78
517,11
852,207
653,788
908,625
421,644
19,412
124,570
610,145
304,960
549,703
100,696
546,966
131,53
443,80
321,774
895,795
973,891
851,436
994,362
425,351
909,453
598,905
798,975
557,369
328,202
950,343
574,983
259,722
819,410
640,218
62,951
987,945
994,183
320,372
619,80
146,785
434,389
12,910
539,221
710,406
486,719
752,210
29,795
140,349
834,320
311,601
431,551
49,936
348,347
907,3
957,955
529,700
803,176
999,362
885,445
1,197
801,310
931,691
342,920
876,127
985,517
611,747
170,929
623,931
657,824
171,575
454,623
230,145
861,941
51,806
10,667
15,2
469,698
919,93
36,549
896,256
283,750
282,145
106,993
706,712
133,787
962,292
610,305
461,698
579,743
351,671
876,7
233,421
243,572
632,5
400,950
671,345
984,658
44,349
879,341
499,949
354,532
384,303
968,892
644,135
122,187
598,967
993,620
146,990
910,458
832,906
961,216
420,764
793,125
363,231
640,671
107,609
163,664
877,83
902,995
855,697
631,438
962,752
780,843
541,391
925,611
304,697
830,898
776,987
618,927
962,327
185,148
685,182
436,762
815,88
935,997
467,332
535,825
858,548
680,474
385,525
544,385
233,633
81,743
708,932
990,476
168,674
304,834
84,356
823,438
2,886
506,433
979,404
834,916
45,176
521,557
171,984
309,334
814,444
381,312
704,844
264,583
410,364
530,601
885,625
766,547
749,368
913,925
92,424
453,719
499,552
495,282
974,15
36,521
819,268
837,261
764,711
961,910
968,722
318,319
894,144
994,243
949,582
337,752
104,799
721,553
967,581
483,833
688,722
147,30
636,659
552,258
458,741
506,862
290,518
395,293
108,816
201,144
443,569
485,673
739,146
768,360
600,701
708,999
576,629
313,227
925,181
560,822
761,729
278,251
834,308
342,841
863,158
290,518
212,38
391,132
408,401
605,983
57,693
578,611
439,925
110,452
237,131
947,726
131,678
685,658
921,631
731,736
385,474
48,917
663,912
406,647
556,894
32,497
592,565
528,581
928,604
1,634
7,314
166,339
326,863
920,621
822,92
342,61
542,191
362,473
586,116
660,373
60,387
83,51
988,171
235,486
204,646
740,569
663,881
617,244
846,125
3,468
671,890
510,400
653,322
586,37
836,210
534,617
875,908
794,248
420,199
836,666
900,520
677,259
116,515
858,838
566,294
13,105
854,971
91,338
351,857
455,482
878,215
112,28
118,488
290,573
733,35
955,430
12,531
247,707
186,719
594,997
827,683
341,151
463,682
187,258
743,255
120,975
106,230
900,189
663,141
247,557
909,511
796,14
714,103
63,616
170,844
897,26
368,138
364,596
727,586
728,633
793,338
174,500
577,87
491,457
934,822
11,527
619,282
606,636
578,146
514,33
938,153
480,687
681,610
402,505
835,307
371,842
255,204
112,210
822,945
233,617
498,877
621,203
3,948
188,129
135,597
156,197
250,117
62,527
824,445
859,609
770,201
656,46
399,99
422,590
666,612
18,428
541,95
777,526
679,803
578,362
515,446
361,570
340,616
738,374
797,8
999,549
591,999
441,824
131,503
747,73
883,710
143,679
574,196
187,399
281,550
276,970
766,993
50,703
775,804
938,310
623,877
91,755
995,665
433,378
801,279
628,341
534,605
533,704
705,583
183,62
48,902
597,998
485,30
381,168
185,702
853,572
65,41
603,123
725,765
969,890
530,550
577,807
989,200
594,863
966,651
571,224
348,189
35,366
965,607
897,202
958,753
892,828
497,431
480,796
318,806
946,505
331,974
464,582
338,710
605,181
434,487
803,496
204,177
533,964
961,646
438,737
175,551
562,652
134,792
158,50
878,314
101,508
176,515
580,488
370,698
417,223
447,822
927,220
481,694
598,871
396,532
22,813
187,984
693,700
624,220
577,994
969,340
699,930
368,803
986,115
635,489
199,694
209,783
185,375
24,275
257,115
126,488
237,681
828,818
5,193
406,345
933,270
855,923
586,419
64,641
315,300
355,111
812,806
39,331
591,644
345,841
675,347
255,133
60,667
513,160
611,90
125,699
500,352
815,734
204,948
809,441
754,515
222,637
869,413
251,953
372,454
805,787
189,534
489,147
634,746
465,960
6,714
356,97
615,262
746,534
615,411
279,141
953,813
106,164
266,530
14,900
684,784
955,446
2,457
207,689
968,629
264,217
486,255
266,697
252,479
274,167
812,92
501,266
773,153
682,567
60,111
838,670
590,321
212,229
926,811
720,964
835,707
453,739
530,383
39,234
194,463
488,128
470,106
630,911
681,163
125,125
761,694
862,791
345,22
54,383
232,311
442,40
135,109
850,78
5,642
87,881
618,312
458,440
703,607
363,939
759,457
635,790
991,245
758,747
289,548
65,749
427,952
982,705
94,32
173,474
727,125
566,783
967,753
316,889
520,407
810,915
50,791
759,518
422,74
444,137
591,406
244,276
840,798
8,640
685,88
389,220
291,67
170,415
13,27
169,522
321,520
889,797
299,237
438,263
179,8
251,881
374,496
848,269
755,271
690,649
454,1000
69,874
580,68
452,228
283,775
510,983
922,680
802,259
795,267
476,847
189,125
823,244
383,769
825,749
480,455
733,941
773,429
840,33
944,4
125,850
694,456
314,934
568,880
684,459
206,738
885,538
973,634
328,735
726,244
313,338
294,602
851,310
852,897
826,37
487,406
637,871
892,33
504,671
500,681
21,517
413,442
50,357
498,371
542,24
829,228
831,734
218,386
268,300
302,375
404,995
962,359
509,534
149,607
590,301
92,236
237,657
525,243
549,855
758,543
575,868
347,362
543,517
805,95
33,535
513,616
340,380
907,454
728,107
322,897
889,754
460,395
285,894
948,66
100,563
