T_i,B_i
672,457
444,684
724,469
300,464
171,534
419,510
668,36
436,219
562,169
591,502
145,546
367,944
17,286
973,818
886,945
342,310
373,348
169,394
585,723
297,614
146,940
379,7
340,2
150,391
342,34
907,689
187,676
61,541
895,617
298,693
686,704
617,908
881,394
906,732
11,284
62,616
877,549
503,820
545,312
939,493
759,609
756,995
280,74
713,914
555,512
684,228
768,865
332,985
690,543
907,798
393,220
418,488
151,572
920,359
221,80
882,693
916,482
568,34
316,42
597,725
475,636
658,213
272,672
717,194
334,464
244,874
328,527
140,522
317,646
82,829
905,990
189,53
395,337
500,276
677,701
898,139
788,438
497,493
812,789
220,248
285,332
558,145
555,141
96,672
108,883
271,618
563,835
882,227
810,309
992,531
502,328
726,848
87,574
221,876
958,723
680,917
406,829
230,238
769,604
886,943
824,159
3,440
359,841
831,520
675,675
365,368
106,199
739,323
953,444
583,11
406,410
475,459
82,657
504,375
621,557
399,736
3,126
814,191
453,683
961,238
105,240
420,306
704,421
550,897
716,657
691,150
673,20
538,483
355,789
439,260
637,641
470,120
767,907
766,776
961,988
891,711
416,348
193,106
604,21
237,875
756,208
160,533
921,686
404,745
638,611
820,414
35,276
512,797
922,59
339,629
996,819
162,732
982,785
839,368
308,164
33,80
664,137
696,184
368,743
462,259
779,514
482,624
868,315
310,619
635,212
964,445
724,541
429,139
31,658
220,680
534,888
862,87
478,110
504,43
456,366
27,654
978,962
872,273
988,577
291,57
45,506
591,149
73,535
858,685
866,415
872,741
995,207
725,214
28,924
487,923
749,206
208,427
519,754
706,370
401,190
837,517
517,534
992,452
135,968
966,210
439,20
291,7
999,901
21,535
504,257
238,572
556,554
484,141
694,771
984,688
579,814
83,603
427,271
216,4
75,457
503,816
483,585
881,202
306,648
177,403
235,495
212,995
34,170
163,585
358,160
27,515
242,452
740,835
926,511
617,696
926,483
660,138
602,471
832,709
884,66
711,245
224,262
379,738
827,203
462,499
935,791
877,354
19,10
274,244
390,8
910,97
72,365
225,919
389,409
665,913
546,802
650,822
299,779
374,231
765,335
594,702
170,153
503,941
236,643
284,133
461,879
585,220
877,166
414,322
538,976
292,72
676,551
383,83
423,922
366,806
742,693
149,186
250,367
716,55
898,328
324,256
867,372
852,322
361,216
820,526
595,458
172,921
20,176
732,905
538,10
52,793
581,141
696,335
894,304
916,435
112,122
7,387
403,130
525,243
404,76
187,292
46,200
574,610
392,678
564,378
149,761
905,358
18,373
462,774
105,211
531,92
435,234
718,595
989,129
450,441
728,494
571,113
729,622
705,200
378,48
449,641
860,802
179,292
729,783
902,900
625,69
421,469
527,984
977,341
775,950
332,284
54,668
499,474
995,894
281,705
783,195
460,27
818,451
240,235
376,19
618,614
66,453
669,319
682,75
382,746
206,598
421,953
180,315
235,390
972,634
854,309
735,666
225,687
29,903
435,155
773,653
234,766
569,417
243,588
881,910
938,760
403,606
121,38
757,895
916,336
152,161
232,836
717,873
857,493
980,981
302,200
579,814
763,622
406,142
703,700
445,536
631,138
477,776
597,88
548,266
157,582
635,164
272,57
783,135
142,868
281,308
612,47
262,441
807,135
701,935
13,378
435,428
871,11
129,502
15,920
