T_i,B_i
865,977
780,702
136,677
673,891
41,821
750,787
793,145
951,509
829,817
301,471
448,876
952,532
556,86
900,418
914,424
531,557
8,698
755,279
704,698
794,239
406,351
496,530
21,307
321,973
946,849
917,835
431,166
518,776
745,717
596,261
501,138
763,971
799,511
877,648
435,956
216,773
5,418
738,201
998,853
822,704
13,696
38,359
431,771
485,552
897,960
461,757
101,298
107,882
277,230
552,514
123,407
330,980
947,648
464,175
665,40
430,67
965,124
335,472
813,398
423,426
180,991
455,926
198,690
990,82
454,123
626,603
720,758
242,497
973,672
31,422
345,387
919,66
857,574
115,812
410,110
928,220
941,766
443,899
545,473
654,505
885,605
93,421
130,400
347,254
608,162
601,273
980,548
327,873
50,683
639,69
209,3
589,581
524,593
822,82
329,433
208,931
663,952
904,421
489,595
804,697
307,129
653,843
621,80
399,48
715,793
388,366
798,643
629,433
792,998
763,87
933,571
85,159
228,165
531,26
72,275
631,183
49,416
156,996
223,293
70,889
729,771
157,938
172,561
128,277
408,675
16,128
491,616
292,467
728,438
729,562
395,233
899,562
395,626
817,326
461,41
598,763
102,548
509,536
466,870
262,788
218,325
182,994
685,381
824,480
854,152
889,35
558,396
271,63
111,457
850,563
821,82
264,356
635,647
378,598
695,813
778,116
482,834
286,656
437,542
638,593
664,35
120,744
744,809
543,342
186,984
529,953
962,587
626,385
463,320
181,183
421,968
496,745
178,115
239,680
177,420
508,328
427,519
541,412
356,382
548,518
365,47
814,391
657,595
57,507
21,48
575,108
829,708
726,601
140,392
317,664
519,237
875,344
768,188
65,345
895,644
274,262
124,311
148,709
164,830
15,914
238,460
728,309
225,799
879,969
124,425
974,106
195,547
302,354
417,230
664,663
795,253
902,646
867,635
389,831
307,639
831,383
200,517
599,60
676,447
902,318
604,788
249,787
135,298
81,348
143,655
163,310
850,872
975,929
921,387
351,645
156,306
96,606
437,186
22,383
976,741
519,934
942,451
91,157
60,794
683,65
247,878
258,167
388,692
108,62
738,363
634,200
365,635
912,253
54,122
927,963
438,851
832,200
137,227
516,301
344,859
6,741
794,814
598,455
122,623
781,720
424,593
907,696
131,547
394,595
534,558
125,652
496,980
317,943
564,868
948,209
425,196
823,429
152,804
607,482
452,79
813,477
468,482
340,502
815,662
403,258
924,787
244,946
48,493
330,764
317,950
90,416
570,352
737,396
338,91
385,912
633,544
523,868
208,3
780,345
560,203
349,523
146,250
987,479
869,3
755,800
314,601
844,749
656,973
190,69
774,605
697,418
67,918
120,432
904,451
609,727
132,460
713,429
885,639
35,880
877,110
723,569
1,696
864,44
343,37
420,501
418,857
121,859
157,332
188,975
829,549
368,610
908,677
79,376
33,189
139,538
745,811
435,821
761,115
350,89
914,772
163,992
561,453
506,819
232,986
99,178
785,950
396,75
838,729
648,266
58,267
683,850
560,418
369,972
439,482
736,877
300,633
791,408
944,505
132,866
420,532
387,970
606,639
968,913
487,840
474,260
273,141
661,558
896,500
951,656
945,998
575,730
671,892
758,521
976,598
5,237
759,321
84,87
353,773
427,425
386,875
289,612
691,707
277,141
45,871
143,382
154,412
241,126
602,813
259,799
17,931
60,324
730,784
511,133
725,86
326,135
87,513
28,688
530,387
646,115
315,526
571,672
96,457
47,338
109,568
880,179
951,157
851,500
794,619
325,729
805,1000
435,938
355,378
11,904
13,524
238,723
741,1000
693,366
596,551
714,683
277,863
360,183
709,888
702,691
330,61
575,120
334,24
59,36
686,661
671,177
205,543
43,164
797,789
907,633
364,174
355,319
30,732
741,134
195,764
323,886
186,785
754,483
199,673
419,594
802,897
477,439
973,606
448,34
680,339
516,974
612,384
196,395
197,967
767,218
264,280
162,481
667,342
448,215
686,723
866,253
879,546
320,377
887,714
911,652
809,19
669,257
486,42
94,292
863,806
37,4
416,286
231,94
502,277
504,142
63,62
141,487
160,916
469,820
110,744
797,875
353,985
165,767
298,226
724,826
26,420
428,665
9,662
20,254
611,753
812,353
467,72
412,133
701,743
676,133
377,863
979,706
961,28
824,389
775,128
737,549
42,435
177,501
868,411
589,423
372,85
965,348
565,190
594,616
210,359
255,201
546,533
283,944
627,780
185,882
244,574
415,950
298,592
466,982
884,682
6,286
380,971
66,7
239,444
243,109
46,966
793,429
190,262
903,424
905,945
999,366
144,120
247,620
998,448
805,736
398,479
590,568
29,784
988,116
536,664
595,644
994,997
882,845
190,464
91,968
14,577
489,893
729,819
220,462
356,437
49,329
771,519
28,719
372,998
427,179
455,680
840,778
133,832
644,75
796,571
439,855
805,521
696,172
767,695
326,414
916,896
491,142
906,392
181,473
817,520
959,118
946,93
901,139
744,914
179,231
748,435
448,960
104,999
263,740
314,614
667,971
164,852
970,285
965,994
744,527
278,377
304,308
299,667
216,143
108,10
341,571
128,513
70,286
955,727
420,257
69,863
192,838
368,355
57,41
458,128
423,152
645,690
990,626
556,898
138,110
887,107
690,874
444,890
654,145
971,103
33,24
416,603
879,151
914,253
518,6
229,455
888,570
91,266
103,411
707,295
818,485
238,215
34,196
918,983
729,516
334,474
300,812
827,322
259,435
831,810
695,852
996,493
888,434
709,242
658,223
614,769
247,759
370,248
171,66
353,706
336,683
67,66
788,858
593,885
255,901
324,103
350,506
334,712
46,976
576,443
947,748
24,145
453,67
318,552
940,223
405,945
97,1
561,755
836,857
86,382
863,192
514,911
904,801
716,429
903,848
853,632
836,968
336,876
972,454
883,808
963,150
701,705
99,179
951,908
147,276
305,407
824,963
289,91
404,263
404,300
570,385
622,568
671,336
960,584
677,174
224,251
750,469
897,648
410,92
490,215
186,984
637,749
803,629
187,113
6,732
618,296
702,50
952,226
34,380
209,669
536,707
545,509
637,156
951,530
984,626
576,680
415,409
379,16
166,145
724,523
638,8
826,443
966,591
739,376
138,16
874,169
369,651
963,602
713,692
167,252
206,706
7,845
630,579
494,63
563,263
170,286
865,155
204,18
67,270
869,456
445,309
10,458
783,690
148,926
279,833
778,741
934,81
487,552
88,12
580,538
88,940
633,574
98,21
711,739
81,47
348,93
712,75
143,531
482,775
371,234
4,497
457,588
170,129
175,585
948,338
801,612
415,593
299,791
252,661
359,602
550,727
538,888
275,563
915,114
934,219
525,694
441,793
837,276
644,569
734,725
690,211
989,345
113,602
672,313
610,182
611,693
40,326
116,468
636,50
639,901
812,89
97,192
154,138
129,695
436,232
566,773
930,315
913,461
416,434
808,913
693,192
687,129
662,103
514,652
439,233
341,785
392,721
192,629
775,362
863,244
445,256
524,186
754,809
647,321
597,736
577,168
985,153
97,192
297,87
537,67
223,5
250,128
194,56
205,573
686,132
170,116
658,32
850,366
129,232
530,122
331,352
101,170
841,849
478,987
673,104
282,941
840,322
891,494
861,345
535,838
552,739
209,760
428,224
320,571
732,196
182,365
948,644
783,558
506,892
682,54
883,364
583,999
938,542
712,608
351,675
265,88
171,844
419,451
414,248
693,906
856,930
848,809
761,281
554,483
137,29
911,902
820,171
771,516
83,701
735,611
883,390
111,336
282,622
860,229
167,772
565,559
853,202
684,298
198,408
905,410
213,653
872,922
687,790
263,68
67,588
447,744
607,439
972,533
268,152
861,1000
439,113
41,87
816,947
696,761
50,186
725,129
262,490
543,748
692,248
145,695
277,878
411,514
628,187
742,987
646,839
500,473
780,981
946,229
513,866
382,319
184,922
238,48
313,909
165,802
28,105
493,98
519,138
195,409
59,468
966,208
956,200
990,163
717,955
606,835
811,426
868,26
349,615
278,345
38,993
207,981
137,243
179,619
683,959
208,720
777,794
884,13
438,318
719,381
452,166
753,246
654,54
136,241
1000,157
968,703
207,226
83,191
644,792
783,24
679,628
75,311
556,304
663,728
460,807
492,158
454,7
905,87
68,106
881,72
244,917
168,930
202,1000
54,36
208,666
381,738
855,231
595,407
484,291
99,366
563,890
429,604
568,676
754,885
162,608
406,789
4,641
214,710
647,833
154,329
749,736
626,947
200,211
236,816
323,248
391,46
638,820
659,899
121,706
640,236
380,418
419,94
286,157
132,940
970,501
373,324
592,824
67,61
149,895
816,330
134,468
735,622
819,712
280,571
244,352
881,69
492,851
415,289
299,194
736,13
728,683
298,580
144,77
684,828
877,876
332,968
150,602
996,265
162,470
815,702
309,250
357,584
772,48
446,935
827,187
908,516
393,105
493,899
615,963
180,79
612,32
866,104
838,436
778,590
2,965
49,367
781,456
332,398
944,724
594,882
355,295
686,156
640,166
7,875
7,369
342,710
157,458
525,26
709,251
3,734
594,96
202,336
83,405
980,158
671,607
715,670
961,258
528,730
429,544
508,788
100,497
69,588
412,220
418,691
931,17
715,630
252,314
282,119
420,430
994,787
717,427
516,37
747,993
500,726
341,148
948,867
40,824
387,708
748,967
387,270
790,537
641,887
614,935
712,634
540,59
839,31
287,652
491,160
668,861
891,441
783,533
325,231
101,157
612,144
174,700
456,856
84,922
802,907
412,278
419,424
653,335
14,197
282,938
242,908
741,411
559,49
291,563
118,649
832,566
537,966
759,754
657,888
74,777
913,334
291,239
489,214
533,776
83,169
580,385
907,605
842,348
948,991
791,49
273,431
282,542
596,414
960,279
787,314
153,735
139,623
965,842
372,947
870,700
766,319
802,48
332,238
388,212
55,462
942,728
285,867
903,286
170,187
460,51
441,18
247,986
408,563
210,740
617,844
774,821
619,159
990,415
23,501
345,38
416,244
23,400
200,326
811,244
300,356
283,559
20,569
398,677
810,327
231,674
882,918
313,82
868,533
260,555
653,771
609,146
795,122
307,137
702,378
655,745
720,375
822,509
984,743
484,84
701,719
167,198
480,794
817,235
880,83
64,498
692,81
740,691
912,169
413,310
132,61
662,268
843,959
517,932
317,270
129,518
712,841
550,957
205,915
483,126
952,158
934,978
408,915
304,651
907,737
276,571
50,965
578,579
677,878
146,723
269,468
920,858
319,981
70,567
838,291
973,925
525,905
957,529
424,288
465,992
698,783
538,770
806,599
356,95
417,865
106,966
370,121
283,261
55,333
701,706
356,849
354,111
902,797
359,50
785,233
623,855
200,373
499,292
387,107
227,164
203,699
895,761
183,785
514,972
19,640
812,54
893,889
336,210
661,499
102,184
759,1000
882,230
845,259
840,470
642,616
278,183
300,414
976,22
399,746
983,924
334,170
180,523
925,539
720,115
978,89
999,434
587,445
703,709
581,258
805,454
53,25
779,64
838,223
550,860
274,34
971,521
212,244
655,42
640,567
180,148
361,560
733,242
462,114
889,800
588,80
373,844
278,543
338,77
642,441
188,284
198,113
419,770
920,320
726,803
87,213
143,555
250,613
898,249
762,218
200,800
80,364
773,580
72,571
883,758
36,690
412,367
660,2
491,585
516,50
289,368
65,87
53,692
134,104
913,473
393,168
6,904
649,659
690,649
855,618
61,376
175,537
698,112
112,541
612,33
400,306
937,826
150,222
700,308
415,104
56,340
186,219
60,93
258,623
351,755
188,187
117,571
244,388
927,964
674,711
883,391
149,255
749,895
894,96
953,433
705,667
310,553
109,101
567,700
186,470
307,789
967,339
778,922
591,697
706,737
568,417
655,487
722,847
164,980
755,139
596,782
221,255
410,529
545,104
556,477
559,461
796,255
369,798
866,876
299,994
261,399
121,852
188,455
731,825
306,41
593,2
816,266
632,309
43,388
949,824
95,905
737,771
724,700
101,819
932,713
910,61
970,615
829,228
603,749
768,208
21,843
671,765
49,627
174,178
244,134
440,843
930,456
940,662
562,167
416,155
819,752
822,228
872,91
475,294
412,561
260,557
845,608
656,141
376,707
727,283
159,759
749,944
39,600
740,99
246,824
192,681
399,82
335,214
131,558
332,574
413,242
621,836
645,955
847,139
580,383
12,456
20,332
706,10
926,482
599,759
599,653
647,191
474,386
894,864
441,743
201,971
200,570
247,314
17,475
77,618
939,243
971,447
582,875
964,796
482,934
305,491
120,45
231,679
34,263
30,307
890,236
990,774
258,487
907,300
614,489
238,367
545,659
722,432
890,371
490,382
451,256
113,294
835,908
572,933
181,793
817,220
640,383
133,910
542,411
55,282
558,633
254,92
336,259
115,607
631,360
172,570
502,290
345,133
446,38
479,858
851,695
225,172
563,101
972,548
714,624
60,856
184,137
803,395
662,522
46,605
28,262
864,697
955,409
519,602
534,150
626,459
922,864
307,933
471,615
128,78
839,369
191,208
510,188
62,63
228,614
818,784
44,972
886,934
136,219
249,928
267,321
688,798
692,989
193,6
914,886
878,845
232,541
66,631
981,433
26,37
333,9
929,13
278,376
647,804
725,476
641,830
535,63
261,119
130,992
93,29
587,549
650,838
321,367
129,858
263,345
647,652
522,777
402,734
972,762
965,908
54,178
178,378
660,90
348,425
656,582
944,416
762,770
664,713
376,113
210,708
97,202
875,392
370,653
425,454
393,131
787,981
197,794
975,143
827,344
23,423
249,682
907,572
973,957
475,371
933,688
62,812
923,935
100,974
86,892
935,713
458,976
282,887
497,873
100,283
657,979
403,849
784,131
355,153
362,589
594,484
622,516
237,601
359,356
997,983
425,922
729,414
564,700
318,902
219,153
670,118
867,95
365,365
80,32
141,309
314,53
378,162
350,195
86,299
482,938
902,105
723,642
303,817
805,714
860,779
753,494
250,317
891,405
183,637
23,938
1,494
290,937
286,261
119,524
464,443
844,826
423,505
31,140
635,418
554,978
6,518
92,456
326,70
892,32
402,107
879,666
542,6
211,134
428,399
463,207
302,895
123,375
534,963
156,799
495,463
984,236
519,255
2,23
303,119
618,97
94,571
126,801
238,502
76,393
944,886
215,897
906,75
900,898
773,30
271,68
19,726
808,103
428,188
446,291
50,312
770,939
64,948
961,501
980,919
964,116
900,934
668,125
307,729
319,871
151,209
891,507
395,948
22,193
613,378
531,441
464,439
184,983
927,691
737,674
381,814
488,622
368,841
305,650
310,669
733,643
407,216
681,173
332,139
613,169
194,170
609,867
296,823
169,793
440,86
234,944
135,7
378,947
895,594
899,387
174,81
369,265
134,466
477,236
150,571
659,379
906,776
31,338
411,33
429,89
427,718
741,691
537,994
573,352
90,465
80,11
829,334
340,91
90,703
912,458
780,702
139,892
943,207
459,717
734,812
442,15
610,558
971,562
103,870
682,86
450,688
455,284
605,420
435,191
131,78
868,54
667,146
574,131
714,383
918,512
476,881
889,810
716,419
416,328
780,450
572,116
123,364
350,697
156,794
61,531
293,970
188,507
578,237
861,682
335,141
606,437
465,992
493,970
644,754
887,511
490,107
287,682
712,214
531,735
304,82
788,275
819,763
527,449
955,786
833,217
118,232
336,152
833,472
979,581
533,859
285,850
36,499
744,769
945,360
525,924
617,925
139,825
398,262
598,555
971,564
451,886
290,778
768,988
550,597
53,311
189,17
466,163
440,789
129,981
315,155
703,314
239,930
503,430
192,707
739,277
67,815
9,380
4,841
578,571
954,517
418,100
371,236
366,794
233,302
116,163
673,397
915,23
528,61
377,183
592,70
96,387
626,245
360,912
917,318
614,577
440,482
28,677
120,708
149,301
837,728
510,290
25,217
766,887
707,32
984,195
712,765
59,784
232,902
82,486
901,94
608,873
886,356
313,596
528,281
736,528
922,757
193,668
206,288
763,392
314,135
775,515
499,48
541,917
976,345
375,331
211,893
276,874
782,752
56,215
756,675
284,954
600,85
570,787
388,234
453,16
518,161
974,432
298,303
396,12
227,312
993,485
282,46
634,529
879,612
271,490
550,844
580,872
130,926
349,465
523,172
348,733
715,380
307,946
892,683
347,633
787,229
846,918
730,18
524,167
918,121
57,892
439,901
731,349
240,350
578,269
942,655
349,439
220,647
320,739
236,746
611,628
544,741
34,907
827,133
785,178
806,637
82,248
434,485
515,381
661,265
233,845
968,182
837,88
922,544
249,844
501,488
550,271
148,555
86,127
566,525
592,820
154,215
711,394
113,439
868,59
566,460
464,37
737,138
768,60
164,439
311,899
965,842
888,79
740,933
962,424
316,378
446,161
292,474
506,7
489,194
587,970
504,693
374,295
94,106
573,880
380,541
245,994
449,506
265,366
435,729
737,844
171,939
330,514
280,763
304,21
800,817
684,203
215,612
424,674
590,586
609,725
872,511
488,605
896,113
959,855
181,548
172,40
781,368
143,776
656,909
489,745
804,605
95,260
746,279
388,890
267,967
498,648
888,2
509,641
862,306
611,73
587,906
247,760
591,379
660,920
384,354
96,337
11,476
433,874
57,543
877,638
696,718
615,812
351,549
944,181
864,524
564,739
602,195
922,993
166,583
711,378
18,561
940,32
291,514
134,813
810,238
27,11
457,235
980,728
743,265
243,65
798,262
717,730
181,738
336,902
434,376
714,48
972,255
30,684
410,773
361,764
693,679
755,367
277,674
972,369
479,813
116,298
484,106
789,444
546,273
973,720
624,450
123,501
719,366
904,846
282,723
353,329
254,594
211,972
771,219
253,299
880,501
162,339
990,93
207,745
169,484
146,279
734,507
18,788
837,511
874,292
695,5
955,616
296,263
317,819
546,379
755,7
354,920
217,696
181,105
837,479
534,761
702,325
686,838
889,992
189,36
505,278
318,761
340,923
27,996
105,509
717,204
684,864
384,991
532,635
371,146
895,386
16,290
107,178
675,63
368,340
121,576
339,24
881,688
634,418
299,940
827,511
989,643
179,851
224,147
823,789
588,851
525,528
910,853
139,17
516,412
166,985
380,893
697,240
347,497
200,732
999,40
646,837
795,661
17,458
341,857
87,630
237,350
137,985
25,430
539,940
770,75
779,951
413,415
541,109
488,11
324,909
710,974
723,895
600,687
340,30
347,812
609,674
281,34
276,959
486,155
756,406
965,287
708,294
600,762
576,265
326,43
627,158
754,366
310,900
734,612
155,523
542,365
372,487
368,194
812,295
576,293
332,356
964,853
132,102
811,768
161,153
130,849
935,48
419,102
258,594
13,397
344,410
161,480
756,631
131,149
375,306
863,621
979,39
150,982
33,659
56,546
213,340
384,46
201,822
556,821
295,581
694,588
857,276
173,478
943,891
870,19
500,383
333,452
710,667
994,399
212,742
894,690
618,215
993,592
390,988
261,218
226,991
853,72
599,269
716,757
793,826
405,365
838,293
602,257
47,632
368,49
198,221
275,115
442,488
490,9
438,478
470,971
953,202
697,209
424,659
731,670
824,906
505,980
217,296
280,336
458,508
621,932
337,365
346,160
112,354
299,766
80,825
948,72
115,253
594,398
362,905
745,99
339,365
382,571
704,581
194,941
718,647
935,289
868,846
856,982
753,704
654,659
68,907
877,309
524,203
681,333
379,943
481,684
332,134
995,489
143,606
586,926
929,355
112,441
547,550
604,629
465,572
792,349
260,613
827,480
146,552
239,85
552,830
580,977
634,228
561,442
810,337
205,309
489,595
448,242
676,384
305,511
675,962
474,370
808,654
985,546
34,314
917,793
982,9
306,244
966,968
764,468
862,263
448,182
247,490
50,829
383,242
57,621
343,660
166,146
991,545
754,134
927,488
263,61
875,800
489,307
758,229
801,698
746,384
508,574
55,862
412,624
305,886
473,758
455,940
56,29
412,208
857,483
656,373
28,847
532,840
958,577
428,812
622,557
44,687
215,528
418,135
880,89
514,602
698,626
196,49
132,513
202,506
131,217
434,647
214,368
292,848
696,905
102,337
175,57
779,849
423,150
451,726
325,145
10,820
532,432
58,64
202,452
863,589
472,457
539,610
587,7
314,769
6,282
959,426
31,887
531,541
92,56
272,187
134,651
424,320
378,110
429,876
846,690
7,929
967,295
442,70
155,722
328,276
144,209
371,480
34,918
32,344
698,574
734,372
953,845
891,205
132,456
997,630
415,227
958,578
574,607
98,360
921,313
342,582
599,131
339,921
553,506
326,611
274,534
454,394
985,562
881,598
58,463
238,772
156,326
251,195
307,315
546,225
865,880
718,903
373,477
858,365
81,39
622,410
51,740
676,216
816,515
461,173
162,358
829,41
889,532
29,708
818,926
616,443
113,547
680,672
995,805
54,186
883,405
598,161
934,385
621,429
79,89
413,7
112,585
148,771
48,401
995,754
144,420
114,463
969,895
104,419
726,398
295,226
73,247
150,605
96,184
590,97
536,234
510,855
65,671
603,619
867,226
822,202
822,21
419,629
540,215
796,397
459,905
853,142
368,89
648,982
59,537
840,454
182,57
637,542
68,258
14,40
168,633
175,473
121,305
742,438
593,291
846,530
680,600
94,29
645,947
339,765
610,453
941,674
829,846
351,670
888,178
952,505
497,425
842,657
319,3
165,602
952,882
114,322
861,738
693,2
931,623
189,556
120,593
850,872
701,538
137,88
511,479
136,8
1,370
304,762
808,415
790,601
754,467
903,265
676,644
201,537
331,718
477,895
150,634
775,152
347,708
825,908
103,872
144,693
270,769
502,864
288,514
136,351
178,326
661,828
518,794
