T_i,B_i
11,416
60,984
364,310
130,788
285,361
232,913
61,192
600,434
299,390
864,890
184,531
752,121
558,704
757,801
829,970
276,165
683,674
901,540
801,325
175,836
990,835
145,967
313,887
993,282
229,307
810,679
998,603
346,495
939,662
143,599
64,590
873,85
660,704
46,934
258,37
364,752
523,920
785,964
468,846
171,488
237,561
105,895
88,335
231,455
254,769
87,757
184,569
32,587
854,990
286,678
796,339
255,914
489,983
452,575
645,305
716,232
158,992
875,306
50,248
158,513
715,44
958,23
359,589
53,467
848,52
50,49
397,839
857,53
642,750
790,682
110,493
264,775
245,488
423,681
118,423
31,748
538,283
698,984
620,606
506,602
372,226
124,67
370,504
211,699
624,393
7,129
177,381
219,425
300,139
919,383
712,899
487,620
933,676
595,237
318,308
409,487
356,588
2,974
482,320
859,554
992,906
994,809
243,753
839,623
507,489
389,529
822,513
279,570
291,682
777,585
216,431
499,353
779,701
586,715
837,439
412,975
216,828
141,492
211,756
515,47
530,251
433,137
648,808
926,30
376,358
306,48
628,838
928,93
698,497
98,667
244,764
844,433
779,465
133,245
631,454
566,963
120,729
66,610
231,925
364,53
208,35
375,79
808,474
672,589
739,623
443,201
876,875
684,13
958,915
5,836
889,572
622,454
368,371
367,893
665,995
946,844
23,328
246,812
518,780
611,475
915,358
504,670
788,536
177,277
315,822
94,422
288,853
98,64
336,62
780,549
339,415
720,510
931,712
997,856
521,472
26,939
298,853
780,852
501,424
486,855
764,687
850,603
186,382
695,11
818,551
928,974
654,277
98,876
806,887
47,643
976,806
235,482
808,400
404,860
133,598
504,831
921,678
376,592
584,503
51,527
752,993
827,561
63,263
364,230
998,298
896,652
753,630
247,487
960,289
115,387
864,544
936,62
107,7
806,286
8,623
438,234
987,273
804,301
190,729
623,950
974,646
100,712
354,440
963,445
751,583
507,523
914,197
520,203
570,528
219,616
337,46
78,535
688,235
400,793
893,205
424,745
533,612
709,462
765,305
507,391
295,294
147,164
190,226
317,19
296,812
412,980
746,351
639,238
338,911
770,631
833,900
187,921
84,870
530,575
579,255
494,65
713,865
8,626
494,196
639,608
434,890
144,506
484,677
936,805
204,88
496,892
459,147
800,309
507,718
69,396
490,632
115,686
78,332
805,440
789,525
328,240
650,351
799,434
924,981
883,884
314,817
708,285
696,389
502,242
509,560
492,68
495,765
127,53
55,712
791,16
294,230
565,860
150,142
364,360
815,798
165,500
782,845
492,842
648,876
366,30
550,923
234,755
428,816
517,410
452,370
607,886
508,301
493,579
19,280
885,831
495,735
185,145
986,435
555,938
892,990
198,648
95,233
581,484
994,220
699,292
792,701
546,897
259,976
490,243
803,800
426,115
419,384
882,22
118,121
322,779
495,857
354,527
381,139
707,319
65,281
146,955
981,509
791,175
871,354
112,708
650,814
491,615
939,890
724,596
54,903
58,299
114,326
109,871
92,761
870,506
873,731
766,70
833,178
743,360
63,387
105,179
186,682
38,724
980,304
559,126
728,723
180,292
350,779
569,610
755,715
571,76
476,974
879,661
11,795
370,115
941,461
101,106
905,820
411,241
553,656
775,401
401,26
355,951
2,72
500,131
334,633
990,193
429,714
441,759
355,20
56,789
572,870
751,280
451,238
931,446
645,986
759,530
824,522
891,605
718,697
915,604
591,861
348,300
119,641
125,819
930,295
963,533
914,581
677,229
494,672
823,18
105,884
367,722
326,267
48,823
479,317
834,312
712,674
557,832
993,257
632,43
266,864
833,710
729,267
370,105
601,839
922,38
209,992
825,343
489,540
585,184
290,917
164,15
118,173
430,427
937,889
329,996
33,795
672,466
473,594
969,712
996,140
400,819
413,842
360,305
485,744
593,227
430,761
265,825
727,451
805,937
820,519
677,85
867,979
664,543
888,538
681,566
137,72
829,672
965,66
441,61
580,94
985,888
424,53
819,62
978,967
393,431
199,693
352,566
741,528
423,716
419,306
242,101
327,292
746,465
801,251
397,287
20,926
905,470
146,94
82,751
687,326
904,579
153,326
121,125
238,454
384,662
825,253
389,373
5,261
171,309
358,197
765,245
127,475
191,138
83,963
669,850
202,482
835,369
558,983
170,584
44,13
314,887
9,816
911,85
296,981
786,990
945,542
960,180
295,567
616,930
779,647
810,551
432,815
484,691
489,623
633,163
809,884
203,841
47,711
930,37
474,906
857,603
953,930
29,344
329,756
70,915
456,631
371,691
367,105
620,205
363,160
975,351
44,132
384,991
514,575
450,232
463,640
295,680
853,888
455,424
956,391
175,364
637,768
591,851
124,186
994,210
107,699
222,516
884,44
228,209
998,162
79,192
951,119
959,643
296,28
629,641
843,63
48,88
133,103
474,478
684,26
300,892
945,729
988,485
690,811
374,711
952,333
548,190
821,331
451,135
319,483
152,643
101,638
507,659
360,654
387,821
304,676
786,146
636,155
563,485
709,676
120,38
357,577
911,623
17,30
720,235
241,401
878,258
696,408
653,334
598,639
727,405
35,305
463,504
115,613
73,995
959,55
741,919
790,158
221,55
806,710
459,998
998,835
263,478
923,11
508,493
275,72
800,739
399,31
464,846
479,618
478,806
839,553
366,400
362,475
684,11
441,552
235,634
173,600
254,585
229,162
741,433
517,15
361,378
584,309
530,473
800,815
399,365
982,290
997,933
656,215
941,717
996,189
603,910
467,122
985,212
257,835
350,70
18,674
245,693
609,733
994,913
428,701
192,428
825,311
715,434
463,24
543,234
618,2
218,487
614,25
199,776
525,725
940,426
610,953
151,541
320,824
41,628
823,854
780,675
506,445
357,633
350,505
506,256
786,597
347,757
70,646
952,816
58,228
548,323
511,739
295,806
440,578
858,505
268,535
119,520
588,240
181,419
172,459
709,281
927,626
272,757
349,526
28,970
971,16
527,438
923,897
280,531
850,84
840,206
625,765
79,205
788,790
480,516
253,453
451,223
652,185
369,696
493,432
319,286
372,490
584,41
982,877
298,138
224,547
252,576
677,335
960,402
867,18
349,309
369,271
269,937
513,903
157,792
370,498
780,232
975,118
214,692
495,676
1,952
365,133
729,46
546,284
725,123
924,206
963,93
877,631
554,63
424,305
972,500
111,279
153,155
619,394
578,48
735,515
62,237
8,739
772,177
914,868
881,384
178,884
959,372
874,433
378,295
749,436
992,400
323,490
395,141
949,916
734,238
412,267
623,64
359,883
168,754
631,725
80,158
303,532
113,99
176,100
580,355
940,160
628,974
547,14
907,590
462,314
579,862
795,116
810,493
101,889
473,431
41,806
79,346
890,941
468,802
846,952
353,989
105,225
866,64
488,26
613,383
264,861
59,312
47,478
34,54
492,668
340,736
312,100
843,297
585,771
397,738
360,935
998,905
607,214
351,461
668,854
533,857
97,572
759,933
498,494
274,93
325,26
701,42
692,424
681,200
249,6
738,181
673,303
98,858
308,48
455,74
798,973
197,254
969,421
63,827
263,797
514,185
586,132
399,101
440,344
268,68
170,998
244,813
956,788
379,564
407,992
250,215
369,835
36,572
64,802
616,690
7,454
437,253
75,465
150,525
178,315
561,150
786,930
38,803
867,52
33,648
967,260
446,795
334,399
129,170
677,178
312,279
472,200
311,737
249,774
5,518
95,248
254,511
237,635
348,753
847,707
635,929
67,721
482,321
267,570
790,772
628,437
983,662
737,125
78,989
987,13
241,859
392,40
808,139
991,38
278,280
88,180
119,438
190,577
431,318
485,186
965,913
739,223
349,44
333,811
876,311
276,736
69,217
49,185
902,191
513,98
352,746
271,684
341,327
176,493
472,817
906,809
118,226
253,337
891,951
586,231
169,120
21,26
885,630
436,543
743,187
601,938
770,256
866,330
617,795
32,416
610,49
935,855
82,327
193,395
379,833
945,221
771,116
525,440
859,321
474,883
959,265
538,959
900,315
495,336
790,15
42,308
650,667
479,127
555,395
169,761
665,2
658,542
437,220
659,964
401,592
415,913
374,459
666,910
498,306
257,452
27,33
47,859
68,811
971,158
799,556
818,3
396,396
214,603
951,187
584,886
464,243
87,839
371,114
27,347
161,222
376,807
197,196
730,327
972,952
881,464
150,569
734,606
834,599
827,655
659,760
945,679
774,194
357,781
421,866
70,243
447,90
868,173
215,508
956,439
259,744
703,38
84,931
452,969
327,194
969,302
784,235
901,908
321,512
715,375
19,411
34,673
996,934
706,498
48,683
395,142
597,255
698,180
827,6
374,187
803,90
147,945
445,478
798,693
594,579
405,886
180,428
981,537
828,527
715,516
328,113
430,272
504,41
824,1000
708,206
774,458
970,10
5,287
370,2
740,224
119,953
71,481
420,616
566,503
228,683
888,541
474,685
481,395
265,232
232,359
185,852
964,579
48,971
75,922
834,464
457,14
568,102
56,872
20,622
244,853
233,770
905,889
343,539
540,304
267,995
440,700
258,287
472,410
918,129
613,671
308,429
289,103
482,110
818,672
780,797
133,726
49,206
529,330
394,294
615,87
353,777
692,697
817,953
589,87
329,450
822,895
100,939
444,743
734,388
909,751
962,138
344,896
874,838
948,38
739,685
425,245
510,186
660,82
243,353
292,360
184,245
967,415
903,61
357,564
388,115
459,420
655,31
343,113
551,563
787,97
868,8
437,879
918,804
791,487
991,769
123,756
784,78
508,875
167,667
175,243
594,336
951,901
352,321
173,646
267,939
44,401
438,673
733,10
406,417
651,661
900,578
276,190
815,444
144,811
321,30
121,705
739,730
935,977
177,435
892,744
793,633
271,328
676,180
497,958
471,565
530,841
663,178
135,66
421,929
559,701
53,56
604,64
985,66
608,632
461,261
438,65
374,270
946,350
911,292
583,159
432,62
836,720
257,94
803,743
51,792
66,849
964,621
157,938
590,219
207,269
380,259
452,412
650,418
770,927
370,511
844,573
803,973
36,745
759,976
954,927
638,689
83,718
713,746
592,455
454,649
227,72
590,422
47,413
937,86
216,787
684,774
868,199
131,81
102,770
769,861
504,78
833,117
739,5
250,64
520,242
172,79
642,701
817,655
920,618
749,878
460,768
503,900
942,425
193,731
704,7
959,846
598,679
144,327
830,895
579,960
464,402
234,19
955,566
857,339
891,129
335,490
871,307
122,914
149,410
88,272
493,555
130,939
47,995
292,617
458,725
345,906
714,167
357,219
735,95
491,272
247,547
693,353
664,851
474,899
572,408
781,873
656,700
374,956
4,485
443,367
780,811
768,957
768,270
236,440
858,14
923,656
196,532
642,873
947,367
336,69
860,825
722,334
920,911
271,393
202,664
913,952
124,650
772,16
673,458
301,911
388,617
382,509
753,609
850,146
548,883
823,682
628,759
912,681
130,17
315,250
923,203
834,743
128,768
475,740
766,261
843,588
750,852
161,664
11,109
354,645
768,750
70,586
89,357
850,687
156,63
147,904
749,156
561,113
52,995
919,831
404,511
479,967
787,86
288,798
408,343
698,53
295,824
925,432
468,194
855,250
485,809
211,922
767,254
7,689
900,151
557,496
621,797
229,841
162,126
119,633
349,809
102,736
395,207
428,577
463,166
546,385
432,293
293,483
896,950
79,489
1,520
815,144
775,767
678,748
882,951
561,125
671,891
772,834
77,728
825,556
132,898
836,487
740,297
814,129
265,167
282,130
173,118
637,56
925,968
24,385
52,147
89,273
750,524
57,632
326,49
729,776
572,96
673,658
959,15
231,54
945,725
611,619
576,821
170,606
524,613
573,484
675,270
473,965
84,938
823,484
499,940
703,644
855,47
35,463
178,688
889,282
402,595
915,197
862,99
409,86
276,215
40,283
218,158
403,107
114,946
145,565
998,99
721,326
720,77
335,676
746,710
65,731
232,88
196,131
952,334
750,114
87,819
248,315
648,788
340,290
637,104
930,313
198,999
236,420
445,534
310,473
92,667
670,637
867,630
490,13
223,311
918,945
678,813
163,109
255,844
373,215
516,109
363,676
163,711
601,360
123,335
784,62
899,933
19,321
980,901
638,36
707,317
428,655
791,185
393,971
992,281
781,439
477,481
823,332
5,218
17,790
842,733
891,214
354,559
69,534
530,562
130,919
805,815
623,106
169,632
860,317
738,722
164,377
938,190
990,595
254,719
727,583
640,606
798,11
213,856
521,28
697,884
653,87
615,360
337,464
493,515
197,94
575,820
93,40
658,100
316,169
191,860
394,109
444,888
866,872
33,311
800,342
597,77
647,972
128,129
288,139
610,917
181,738
447,227
449,918
920,938
375,98
420,470
225,950
491,627
966,35
804,370
180,827
752,291
353,484
474,619
93,474
833,550
555,240
854,872
422,927
918,876
160,716
743,744
345,298
177,441
394,791
286,8
94,170
16,951
648,43
638,59
733,65
565,86
121,395
670,881
290,996
760,77
928,989
739,166
36,995
419,995
521,481
545,361
374,541
489,347
22,62
58,745
792,956
799,642
233,858
421,516
745,51
646,851
562,615
298,156
122,540
598,333
205,765
764,180
558,980
692,708
767,677
641,887
708,295
81,573
820,945
575,403
585,101
629,806
271,763
168,887
400,357
560,293
860,349
830,645
240,446
727,945
610,151
878,274
6,47
616,276
190,796
759,576
276,260
793,725
924,297
905,724
