T_i,B_i
781,359
690,741
692,258
883,385
458,811
330,134
951,771
349,153
985,191
727,854
318,923
463,912
15,240
271,577
18,576
888,361
288,725
825,264
461,984
338,761
940,440
317,83
848,912
614,504
97,175
843,355
3,620
965,35
765,17
369,101
815,216
853,348
749,269
789,815
334,907
624,296
320,700
173,930
271,907
803,211
901,727
484,617
903,167
544,471
935,710
85,263
305,505
121,20
693,282
105,607
878,58
912,248
687,731
488,360
102,915
538,50
617,368
26,225
735,899
824,902
484,622
514,310
548,642
355,359
829,351
461,672
156,808
604,290
285,228
555,831
655,621
454,650
755,609
649,276
223,478
383,946
420,64
274,9
892,111
482,972
588,962
775,48
744,358
933,126
607,249
363,872
797,530
830,561
874,911
710,78
127,68
192,910
767,794
162,566
835,177
10,528
705,487
554,223
976,717
400,786
323,934
439,882
930,191
927,878
579,728
687,191
176,703
65,616
216,126
333,275
848,523
998,582
320,522
364,612
956,443
704,752
950,719
309,768
554,792
703,545
40,512
358,127
34,804
870,384
215,330
531,795
519,157
673,972
990,853
600,250
121,158
388,14
633,731
186,346
581,638
935,747
466,412
458,108
540,353
359,97
509,837
505,576
160,193
310,466
178,797
713,11
803,209
102,794
838,608
588,110
184,275
171,900
388,826
34,156
585,831
10,842
471,956
657,897
584,649
387,835
215,417
139,976
1000,210
74,458
634,325
869,673
593,696
624,584
4,902
178,283
797,700
770,308
521,357
878,847
718,990
940,678
847,603
507,719
690,873
592,991
761,698
719,641
941,488
798,246
525,663
891,256
984,801
989,284
350,586
451,973
3,973
238,296
584,316
891,370
504,832
952,869
343,615
396,860
513,539
420,439
549,111
112,951
414,407
679,960
729,57
658,938
974,539
497,889
463,5
53,159
645,481
874,265
903,46
721,484
166,798
786,599
679,827
409,795
876,837
362,40
931,363
325,139
926,722
265,154
340,506
655,494
739,5
80,794
32,419
94,630
967,499
257,983
212,359
207,49
69,144
745,608
75,95
529,504
783,164
12,449
381,928
283,644
207,311
622,785
431,204
642,643
201,386
894,45
189,461
161,364
833,638
829,462
855,591
806,565
491,423
431,674
248,221
254,343
192,232
3,564
683,449
441,817
341,339
685,856
497,433
869,431
5,53
476,835
2,515
26,285
936,909
202,523
97,436
542,171
304,658
233,952
550,539
471,962
8,431
721,903
553,540
450,25
632,674
345,695
733,266
698,665
844,267
244,7
626,889
735,370
803,43
402,854
940,789
641,433
152,885
304,133
781,183
431,19
289,196
192,21
71,265
704,788
7,506
802,772
908,45
641,148
90,792
518,324
189,789
779,78
166,892
565,908
642,836
116,251
364,390
24,351
675,929
480,682
956,501
153,876
751,831
21,881
108,710
398,959
453,575
504,480
572,682
554,401
772,46
959,49
579,258
847,64
832,680
652,161
575,539
53,565
402,83
835,684
645,284
691,748
700,461
493,601
771,434
995,622
291,254
776,686
898,342
634,557
57,642
360,288
107,664
371,288
357,559
555,382
634,826
448,428
877,2
918,843
467,295
878,834
131,92
939,337
489,217
416,200
400,379
380,103
15,644
474,167
218,612
414,562
636,946
227,48
446,603
697,394
142,385
514,102
612,218
877,426
93,324
427,543
387,442
731,42
284,60
122,324
358,845
854,265
907,800
112,943
844,148
810,978
417,947
437,495
499,774
893,742
435,120
168,525
143,961
872,704
865,622
419,697
456,735
336,435
180,547
194,106
669,455
602,818
763,929
33,830
824,53
68,477
798,670
452,350
199,397
374,622
865,26
319,468
595,41
921,177
65,304
126,286
541,669
817,712
432,278
376,208
836,595
302,997
977,536
289,871
797,221
904,99
927,944
104,294
869,636
500,548
42,569
934,5
449,363
971,236
559,783
500,715
886,182
179,704
421,425
46,504
768,536
402,134
800,778
410,847
509,336
605,118
696,823
537,127
218,102
333,605
452,257
276,819
896,732
459,873
712,570
630,726
889,253
289,932
4,94
156,381
783,555
477,511
13,953
659,467
674,207
617,128
922,498
214,128
191,574
561,824
55,302
413,34
338,306
608,669
889,583
746,328
116,163
561,725
982,130
801,219
386,135
556,74
120,559
692,596
713,419
977,619
699,309
822,75
881,315
29,826
635,124
258,488
922,660
952,566
45,884
55,477
744,359
115,490
948,125
507,742
332,96
484,522
409,560
480,825
754,303
993,811
722,655
370,680
334,757
98,734
350,453
242,673
177,841
522,89
162,991
593,393
143,220
601,859
468,605
718,170
117,777
117,617
164,190
473,135
278,217
190,744
3,664
949,62
667,625
993,173
564,936
230,115
863,232
860,270
879,826
154,810
196,497
424,113
619,365
465,797
322,433
556,669
294,327
146,110
701,661
260,859
389,164
441,804
259,977
886,395
682,641
318,878
931,462
89,74
197,967
967,111
694,543
769,694
829,145
964,97
379,331
554,456
548,516
485,227
57,712
862,152
180,652
184,870
33,86
999,542
114,590
496,245
351,742
98,722
6,717
543,491
991,457
497,191
593,344
283,897
884,285
831,212
415,239
918,387
544,525
796,623
843,811
913,746
992,78
730,221
230,809
586,621
922,190
686,233
463,756
797,623
151,143
606,417
9,438
320,997
521,473
121,74
113,678
939,94
522,302
483,869
497,790
686,161
593,932
522,459
71,888
202,85
115,479
712,554
871,393
942,553
796,636
43,32
294,778
829,313
30,474
973,76
823,855
954,678
29,652
1,277
869,688
64,846
110,596
121,508
809,498
406,623
19,217
584,436
597,759
192,942
795,966
542,735
741,967
519,675
658,403
512,129
228,558
526,438
57,176
249,323
503,255
945,164
271,222
681,629
383,743
355,769
555,972
649,808
670,546
187,753
94,142
93,847
857,637
896,197
589,149
290,390
53,660
229,553
526,275
82,292
848,939
265,510
968,388
497,100
483,413
704,728
181,372
264,509
264,799
841,235
825,283
993,237
692,209
690,899
841,774
846,384
56,227
991,899
849,131
428,995
471,335
919,164
818,2
8,865
652,382
306,335
890,701
123,343
544,696
609,564
159,677
562,271
887,111
112,777
81,142
387,212
13,24
10,144
973,620
83,969
520,449
17,507
614,737
23,580
860,575
999,382
835,769
451,392
165,996
453,52
404,965
351,567
48,528
526,293
870,909
558,918
927,41
683,56
60,770
983,76
763,241
389,155
347,299
632,424
571,676
148,7
387,164
568,962
443,44
809,676
406,263
161,448
470,28
135,921
955,244
366,388
543,206
907,50
260,94
521,221
333,385
790,557
706,127
746,186
86,617
765,714
770,299
468,765
730,588
104,5
963,693
981,834
886,79
160,494
540,11
508,665
657,47
489,893
44,834
820,519
606,127
735,208
34,375
612,295
379,774
687,435
359,727
874,45
279,960
965,609
613,173
592,193
555,21
516,237
416,793
400,373
703,848
971,921
624,802
552,939
140,166
134,594
538,445
565,851
181,689
62,624
936,94
531,375
957,971
572,702
560,279
790,433
459,410
62,442
464,572
87,928
426,928
930,272
455,258
367,679
272,73
883,629
144,947
146,522
327,443
565,354
289,221
639,576
772,936
291,608
714,436
225,696
135,562
237,297
124,561
388,47
870,34
311,284
200,937
398,168
870,687
268,260
603,582
505,446
520,853
408,642
83,601
541,155
171,266
870,431
965,939
465,525
