T_i,B_i
235,485
152,419
430,56
914,898
514,281
783,80
122,676
278,741
737,756
639,623
285,130
911,537
357,980
283,362
508,539
404,473
906,459
969,935
941,761
261,925
515,355
51,478
911,707
829,77
219,566
997,851
246,316
329,42
306,266
566,568
77,655
515,528
764,645
256,316
898,650
44,464
42,357
562,212
643,571
424,405
296,674
334,304
74,797
533,313
918,206
391,601
819,889
225,628
261,620
368,110
377,816
758,16
856,566
70,615
405,692
787,386
325,817
550,499
821,440
459,471
785,805
518,235
804,944
398,41
219,363
385,92
860,230
930,263
269,890
417,524
147,571
214,498
467,380
390,935
802,616
61,348
814,713
52,120
790,564
800,244
573,996
179,573
902,856
453,83
763,802
375,927
609,195
435,271
826,61
6,26
197,256
127,419
139,527
853,11
463,288
22,289
211,220
16,619
460,490
111,818
26,446
524,111
216,839
73,766
811,673
16,412
186,740
445,376
251,874
532,421
160,900
577,822
986,349
74,849
123,29
749,781
341,484
519,666
685,335
692,284
523,486
48,154
406,693
843,273
908,167
252,913
670,476
453,526
391,786
296,676
951,844
821,517
243,422
845,920
1000,757
368,460
468,594
365,539
186,921
771,474
623,66
462,889
843,314
887,753
728,100
684,100
685,857
97,422
524,831
828,567
923,206
721,219
57,678
145,911
593,381
130,584
620,695
488,596
763,674
96,503
878,882
872,223
646,525
810,954
478,837
951,960
282,319
998,491
688,30
132,112
465,610
531,621
150,886
36,561
620,867
756,21
166,718
201,27
761,509
333,950
106,516
169,144
163,891
942,404
99,461
831,304
733,344
357,535
98,214
844,379
41,62
427,866
162,682
781,704
644,620
7,528
486,65
104,514
5,399
234,241
102,867
786,65
827,653
984,930
70,207
299,774
344,552
818,258
704,709
782,908
316,494
594,492
823,151
338,988
699,829
181,123
413,749
598,350
829,2
681,556
773,157
333,445
3,665
186,88
870,760
275,869
365,184
573,832
710,315
679,665
274,91
735,249
603,566
846,617
199,259
950,10
355,896
24,788
861,953
490,856
676,971
532,108
610,324
283,801
804,155
387,198
260,604
404,174
311,289
28,938
761,407
597,635
274,182
264,435
501,519
386,112
671,11
855,271
170,560
701,781
895,841
355,65
48,1000
977,479
501,666
437,858
753,407
678,9
604,693
154,620
963,133
955,258
990,711
14,819
932,147
550,524
755,959
589,501
191,915
973,748
939,625
929,434
683,936
119,120
448,983
473,672
530,448
919,686
471,632
603,71
827,868
440,103
711,119
633,807
670,858
101,956
398,872
49,874
170,37
282,828
897,276
766,437
60,498
140,592
19,92
305,557
729,19
861,157
807,750
485,774
403,401
3,901
933,749
283,371
407,589
374,544
829,991
309,450
976,801
135,222
572,929
424,758
63,47
171,582
358,667
165,756
467,794
288,540
254,215
113,769
630,436
13,915
944,417
653,967
727,339
853,419
2,170
699,181
623,894
57,632
355,770
635,750
396,900
631,187
839,165
482,260
545,711
593,663
858,758
111,890
639,358
385,414
723,564
928,306
843,653
81,206
898,133
596,779
547,444
540,898
92,550
567,191
226,902
803,760
990,339
35,175
290,834
225,653
991,462
702,877
441,719
219,488
946,488
898,248
499,336
349,601
660,947
214,781
403,28
263,758
124,364
690,548
822,735
175,592
569,209
154,989
828,249
229,534
870,765
124,363
538,928
165,866
69,148
59,486
463,737
36,570
640,306
482,123
944,377
15,676
910,481
389,254
868,174
566,256
382,348
513,950
2,5
689,574
479,683
148,290
713,854
368,333
96,373
618,7
111,296
407,222
376,870
816,337
753,287
365,505
283,862
672,732
950,897
535,280
100,474
646,117
415,856
344,556
181,169
399,424
639,644
11,45
970,138
159,366
8,61
657,591
451,922
937,367
113,311
794,625
966,943
795,285
600,644
409,929
271,350
598,741
754,397
943,610
944,730
715,558
679,662
698,181
407,537
229,277
412,544
457,696
363,554
159,62
747,147
511,676
584,928
626,336
892,444
425,822
677,399
871,723
122,998
52,551
479,119
791,249
977,913
903,866
930,242
424,173
12,238
491,652
599,167
769,176
733,792
490,408
77,812
977,161
85,543
462,630
169,220
590,309
553,741
615,79
558,918
247,308
236,710
82,672
602,878
566,149
843,255
702,4
553,807
76,429
919,731
13,496
484,643
512,990
821,156
390,902
622,789
289,817
624,439
433,123
756,471
371,619
58,560
885,776
299,8
762,460
776,112
334,506
72,830
774,369
667,119
770,571
971,911
90,424
72,470
891,394
182,220
613,527
546,150
987,878
736,680
819,975
979,632
522,486
758,252
746,608
927,721
753,272
204,624
456,754
534,528
524,555
251,605
470,44
657,216
796,340
618,639
670,293
361,407
480,192
967,535
469,105
191,448
991,445
929,228
720,149
907,452
885,257
397,845
332,582
336,160
25,321
349,284
516,285
556,947
958,364
363,172
229,628
219,628
744,933
660,580
428,93
744,80
836,69
575,147
690,589
65,231
11,701
950,572
699,361
607,101
878,513
922,565
224,565
666,962
875,43
708,834
206,338
176,525
175,387
643,464
639,362
152,46
409,914
291,214
147,691
238,983
249,632
588,783
5,856
15,563
59,827
801,435
328,10
587,802
149,778
892,959
369,228
147,497
162,612
684,417
925,652
141,314
342,885
682,843
730,730
670,324
691,877
240,786
166,608
470,919
798,69
674,774
845,426
302,318
785,403
866,99
397,392
851,248
988,934
799,760
222,332
442,421
714,614
144,313
191,796
534,471
988,485
49,307
715,986
631,827
447,328
661,713
265,303
492,537
932,718
753,462
872,991
640,317
728,314
638,813
555,381
267,662
634,481
314,974
499,134
625,1000
287,575
789,922
136,530
963,506
747,909
848,327
219,938
351,137
445,265
427,923
86,122
568,572
908,396
190,976
286,983
993,139
791,240
388,444
39,74
759,494
763,559
821,782
177,443
293,431
822,636
559,362
441,977
772,25
242,280
90,447
181,429
819,358
417,523
87,639
278,702
901,392
403,403
7,958
14,277
100,445
262,296
591,105
684,625
48,42
65,983
992,295
901,571
594,532
170,552
66,886
859,325
417,923
178,578
839,815
437,106
835,211
724,936
510,730
233,150
279,719
518,757
633,940
599,980
110,711
490,783
342,483
986,293
653,195
264,295
295,196
169,32
39,682
350,565
146,754
952,395
662,63
657,146
38,824
96,767
400,552
788,983
103,588
360,64
724,704
442,720
