T_i,B_i
681,970
1000,403
209,458
780,462
578,767
197,786
325,226
979,355
413,891
50,428
932,357
44,177
582,59
486,224
748,342
205,285
714,15
646,783
828,376
564,161
751,455
752,246
542,22
300,541
664,413
64,984
270,893
452,283
689,264
809,912
457,115
936,878
733,749
72,826
996,214
866,23
301,241
949,134
899,636
890,962
141,702
898,472
11,227
239,47
565,711
610,202
480,155
408,708
575,308
215,597
480,606
104,918
549,656
594,791
737,920
32,499
340,916
299,962
532,363
277,772
710,537
434,113
68,626
382,574
913,442
614,574
362,96
404,541
101,224
262,718
497,718
731,988
815,964
602,45
836,350
57,448
525,639
327,117
278,251
772,991
77,401
995,48
943,481
733,901
620,782
588,546
685,887
574,1
935,202
867,991
676,602
681,286
891,137
487,536
139,239
937,861
213,82
94,691
944,41
731,766
528,121
107,2
759,393
283,743
719,683
219,954
403,322
543,217
679,340
721,429
558,287
492,249
570,904
963,603
588,89
382,96
649,228
18,817
360,937
391,964
186,743
936,796
324,535
139,4
915,300
146,992
108,275
63,654
62,952
289,529
794,433
727,350
352,239
127,347
386,262
993,515
107,774
40,861
480,460
118,517
133,155
458,855
549,533
77,171
933,622
493,513
590,281
934,705
117,497
822,875
414,189
429,209
713,566
65,364
180,467
952,423
468,131
231,986
610,661
525,223
103,685
198,196
696,848
100,655
145,971
175,266
730,239
291,534
524,484
163,928
656,693
549,229
113,10
291,454
224,151
982,781
72,128
302,57
867,846
186,527
508,986
346,747
555,439
145,218
646,864
956,268
668,400
6,254
391,144
849,844
351,568
669,400
768,529
460,80
966,60
57,952
11,459
436,930
832,318
678,291
31,210
885,563
10,23
3,669
103,675
101,296
711,285
828,868
828,253
943,463
368,103
999,788
470,976
943,282
57,112
329,654
497,897
875,494
157,165
333,100
956,265
129,314
273,549
885,847
146,267
361,711
589,941
616,432
155,449
441,184
26,742
399,796
17,379
375,547
824,480
935,55
970,729
973,761
729,607
100,523
774,432
308,257
525,668
679,263
879,446
269,661
302,807
308,827
366,32
653,886
664,696
574,578
308,351
595,365
868,54
351,415
670,424
18,435
907,112
775,35
424,155
484,475
725,464
8,932
515,907
87,362
557,124
493,509
353,647
230,583
311,959
79,79
378,314
88,868
224,173
354,265
284,941
143,580
785,964
567,108
113,449
33,400
442,251
122,968
975,133
480,346
2,166
924,403
143,148
476,483
491,92
326,366
345,483
810,476
100,312
321,518
663,571
844,864
803,601
651,595
84,261
779,151
38,896
15,421
891,270
475,849
955,539
879,508
964,831
975,998
372,474
108,754
355,663
2,649
605,516
620,47
724,20
516,773
341,676
745,448
351,207
668,22
957,307
379,781
888,829
67,148
557,328
467,629
201,369
318,786
548,809
18,813
129,890
290,738
79,667
399,480
195,386
402,741
356,63
555,87
318,516
276,382
141,822
970,801
651,789
773,35
385,944
342,454
397,270
694,576
88,784
504,973
412,57
454,318
616,995
154,397
293,724
716,568
665,197
439,577
659,342
676,897
592,56
255,133
164,182
564,96
1,170
731,266
858,928
279,270
610,494
815,745
616,843
980,787
824,345
397,592
929,528
140,724
745,484
319,295
786,96
353,258
388,406
907,582
579,344
857,772
83,862
765,357
473,15
166,146
676,896
423,588
2,40
429,603
981,352
448,53
442,521
830,538
355,855
332,851
907,318
155,219
188,77
508,646
216,497
410,538
756,65
787,380
258,196
983,688
481,758
696,137
477,500
495,722
65,186
958,454
113,150
851,191
77,963
40,791
814,610
993,540
922,37
425,399
259,500
174,107
796,301
325,381
424,622
655,770
638,454
851,733
779,379
482,290
528,18
895,608
278,54
965,141
318,937
997,651
962,108
651,480
966,401
34,50
880,719
620,940
796,449
381,591
633,870
119,814
251,105
11,438
328,305
101,185
500,525
