T_i,B_i
371,686
832,463
315,879
79,364
933,471
299,274
516,160
433,126
330,565
35,839
412,307
983,154
459,727
329,960
297,737
600,744
437,371
315,868
170,809
797,151
907,182
45,61
968,564
217,211
611,477
189,931
402,689
266,100
226,473
282,232
856,443
990,228
320,206
245,660
170,316
525,764
498,539
278,492
42,862
963,557
615,218
134,745
654,635
58,154
664,412
143,931
361,169
215,486
915,970
469,981
303,503
655,699
822,165
855,162
462,279
154,35
880,648
632,567
446,473
404,166
106,799
545,521
917,954
393,57
823,200
428,593
199,354
812,83
918,546
741,95
799,875
738,795
294,922
770,510
634,325
227,100
5,634
216,244
981,398
549,117
569,445
629,465
245,112
272,943
566,580
296,772
333,671
416,162
306,225
928,226
106,311
632,639
814,14
967,1000
788,572
615,597
849,453
231,230
655,769
135,452
547,363
950,431
734,646
653,362
818,594
450,770
229,779
390,102
602,15
402,290
948,159
297,461
628,878
426,149
690,808
83,617
637,905
902,858
72,209
959,870
591,859
820,124
858,363
862,781
750,159
968,602
146,887
730,289
295,775
704,882
236,877
62,808
795,293
77,25
396,892
920,586
379,378
520,987
270,197
725,585
482,341
612,742
365,664
847,373
163,597
959,150
562,970
692,130
957,518
413,139
551,202
41,188
832,960
610,213
373,945
385,767
218,596
260,593
388,626
928,655
21,727
764,807
684,436
105,124
121,850
87,397
560,670
672,456
391,160
848,789
549,972
369,283
209,155
243,846
320,501
354,605
118,750
940,130
936,395
1000,587
113,911
437,311
690,672
340,583
12,635
338,382
505,734
809,941
678,897
257,269
643,876
949,561
848,86
166,59
684,655
198,650
366,159
824,889
800,543
180,829
982,74
432,564
550,29
434,734
870,736
540,587
323,295
182,874
807,677
246,38
459,878
316,341
532,931
612,458
839,307
48,235
19,956
70,864
922,700
342,473
381,894
910,634
486,736
392,943
152,176
820,793
439,943
176,24
801,929
797,649
454,124
273,986
649,934
258,418
186,820
747,735
862,726
740,965
206,23
597,983
225,735
55,315
449,36
267,538
725,408
776,363
960,875
429,871
973,114
413,665
494,119
54,785
345,140
708,475
529,578
965,658
970,340
748,958
637,330
443,393
169,96
575,469
722,980
923,146
872,23
176,149
372,201
321,546
235,370
593,257
739,783
957,364
738,408
774,866
361,278
899,725
359,412
85,578
365,512
542,148
458,206
682,809
912,149
671,689
869,208
564,12
223,542
394,271
836,910
628,371
935,655
858,63
952,824
791,609
794,241
386,19
945,372
894,243
77,338
586,128
450,256
348,828
512,498
48,845
974,391
310,341
753,776
779,882
17,270
553,615
897,341
821,259
211,80
629,89
828,919
386,215
520,998
103,783
8,186
377,368
643,832
562,125
256,586
877,546
79,864
991,391
947,751
714,754
666,403
932,274
294,919
14,84
762,463
60,427
389,428
532,144
555,806
175,229
86,336
473,357
719,669
198,195
596,397
504,290
766,978
971,698
326,914
338,521
742,537
728,588
467,167
101,818
529,419
226,574
713,299
962,599
758,548
115,441
476,842
877,206
343,828
869,782
356,44
815,653
315,157
961,818
362,994
801,950
391,452
450,531
489,573
354,62
115,790
557,88
948,812
906,432
939,91
245,644
768,713
572,559
725,353
537,100
845,672
772,235
110,414
990,874
808,65
354,848
894,41
301,848
426,570
481,348
833,483
554,888
969,627
963,303
386,224
585,813
553,494
922,140
263,350
556,878
947,452
533,2
455,227
266,461
859,217
488,829
109,33
997,79
737,957
285,108
349,993
795,882
244,810
721,426
369,670
296,681
336,666
887,499
198,653
671,541
982,242
131,154
178,334
895,160
389,97
940,558
24,244
290,930
622,275
914,519
945,646
245,588
720,462
517,505
301,120
445,843
671,468
972,990
523,644
187,766
486,597
204,203
812,968
940,227
38,881
998,940
796,235
963,114
877,459
375,707
41,331
24,812
118,830
373,722
644,330
695,700
564,711
535,441
157,110
327,901
514,347
932,684
412,769
404,23
343,99
86,501
227,645
634,754
315,468
767,248
926,843
256,412
465,211
890,948
321,388
820,176
676,230
707,60
684,555
249,266
477,677
875,832
413,890
48,398
154,419
25,635
316,148
227,937
836,478
441,227
242,268
274,200
965,355
271,614
605,234
319,344
922,624
790,977
447,92
618,428
798,661
885,575
189,520
64,320
623,378
128,687
622,607
796,409
652,567
814,560
829,396
592,595
932,842
568,599
574,197
64,336
368,921
723,645
892,179
579,514
767,355
791,965
832,806
449,232
45,141
65,203
238,362
274,852
640,793
931,369
994,769
744,916
658,72
38,578
428,98
547,204
49,197
385,932
756,87
955,182
154,252
757,618
811,32
143,48
18,509
744,707
141,348
954,471
224,754
675,584
784,113
281,728
558,688
224,633
288,110
850,754
516,453
551,200
170,806
866,80
60,677
478,40
101,384
41,668
261,368
484,997
358,662
547,927
228,771
385,750
131,994
812,417
595,215
238,671
952,62
749,980
172,531
79,354
178,306
681,481
783,313
380,873
452,42
899,380
473,589
131,859
993,702
927,391
685,199
857,657
478,562
802,86
848,29
806,443
610,68
200,184
334,133
336,802
706,446
27,873
810,179
168,476
489,209
24,661
500,336
951,108
547,207
628,20
955,495
654,1
553,732
263,400
624,540
696,92
696,445
372,25
466,667
80,637
10,208
683,445
590,969
499,210
313,526
632,932
713,259
824,852
396,469
74,648
902,508
784,77
663,625
559,21
354,867
795,857
323,290
682,503
479,906
811,44
138,729
270,390
318,267
64,14
766,81
592,995
537,400
205,234
620,855
718,873
314,243
250,434
481,441
821,415
936,672
18,168
230,880
346,283
412,542
892,183
707,356
494,356
673,313
263,444
628,673
512,426
886,357
812,270
126,701
369,752
487,264
597,43
455,640
987,933
696,789
399,110
125,282
36,146
582,887
939,288
973,564
294,885
98,766
530,340
831,616
521,542
667,889
514,774
914,680
270,918
30,736
369,828
252,476
502,154
684,27
496,221
79,3
10,181
660,172
867,336
697,522
631,828
731,386
224,655
42,225
797,741
41,45
352,668
510,213
524,580
732,53
201,822
31,316
312,288
364,245
844,753
327,181
196,854
678,759
477,855
975,253
393,885
382,263
765,743
889,144
36,393
831,217
592,87
591,576
404,272
884,492
414,720
671,200
209,870
893,128
531,913
73,697
261,296
306,532
422,239
327,156
490,993
652,145
75,388
258,942
319,516
225,629
146,840
754,363
943,416
901,711
113,960
81,281
417,110
735,397
139,253
553,981
2,306
854,778
537,240
492,940
303,163
796,994
677,587
900,490
53,836
874,258
697,210
787,29
366,874
363,267
210,336
783,370
89,485
73,926
273,544
246,48
634,320
533,6
42,780
984,198
604,222
657,592
250,99
325,317
795,519
696,565
148,856
140,87
779,225
946,551
633,851
801,175
789,769
160,164
19,883
707,540
471,231
935,296
737,222
664,618
711,162
205,606
809,299
904,980
435,466
579,88
257,181
332,381
638,806
930,20
753,186
312,478
500,699
627,608
753,740
853,483
894,827
963,265
90,131
195,613
482,179
413,684
401,599
694,370
885,744
515,99
461,943
339,768
465,475
720,470
118,31
616,798
811,982
944,294
232,637
317,144
666,691
315,704
144,390
779,398
138,269
23,568
243,88
260,36
687,521
384,502
968,106
997,890
933,547
893,411
714,203
54,244
860,282
861,587
752,371
914,833
967,999
754,626
231,481
272,555
289,90
713,391
114,410
370,303
680,350
43,18
488,960
391,201
419,243
652,266
130,726
456,480
222,653
734,850
984,310
599,455
599,779
320,670
607,548
234,675
850,832
255,843
420,998
881,709
216,649
320,172
589,515
792,9
104,635
35,223
193,419
988,523
955,40
959,640
479,432
902,430
326,234
611,482
218,199
895,317
657,562
130,280
962,868
35,199
880,284
262,531
944,121
404,352
924,303
970,224
438,32
133,822
869,764
998,19
695,744
428,86
538,456
670,865
460,361
770,816
244,769
346,437
734,803
431,717
838,116
484,323
848,879
834,325
371,130
242,738
751,277
429,678
380,617
621,327
987,891
700,913
992,997
546,865
101,401
460,843
34,516
514,794
591,242
157,698
417,903
695,652
926,666
151,708
512,94
590,478
945,118
491,397
989,913
769,624
762,911
552,355
466,625
802,575
561,661
46,608
859,770
682,122
518,599
585,800
179,510
817,704
952,970
122,214
893,496
599,374
484,847
504,823
306,382
420,94
329,905
851,712
752,893
463,216
813,468
180,716
138,112
988,615
759,479
740,544
397,569
828,17
143,152
689,477
735,538
48,771
550,363
456,232
903,954
73,763
926,567
765,834
398,764
737,140
57,16
976,361
888,142
968,973
873,980
648,165
737,770
991,45
208,906
883,597
645,638
634,641
100,703
136,641
622,460
217,956
849,617
683,238
680,548
538,306
324,888
586,923
795,209
912,875
353,659
832,164
112,913
868,104
573,137
977,486
637,221
528,285
951,535
222,1
10,618
256,702
748,263
360,532
944,438
638,543
575,401
988,989
603,893
757,625
30,79
627,798
279,9
849,118
622,906
895,394
836,32
382,790
850,251
787,611
