T_i,B_i
415,80
3,879
121,299
539,506
622,116
719,339
781,956
48,317
470,609
970,168
838,682
926,307
491,674
927,373
197,889
209,743
640,868
139,244
817,924
596,117
411,544
115,329
279,397
88,571
991,579
36,798
166,125
335,18
726,834
870,95
284,85
394,346
728,133
227,591
679,494
83,733
395,834
891,914
1,93
986,936
306,597
170,570
796,654
966,463
904,303
369,925
359,618
461,550
319,576
283,31
593,618
208,686
563,968
406,965
677,553
768,339
553,131
703,535
986,173
988,790
305,106
945,304
250,803
618,418
190,205
555,498
968,509
646,125
182,860
742,173
747,82
127,253
406,129
889,196
167,273
780,825
442,241
468,315
666,875
548,460
283,60
738,478
122,982
72,646
188,216
925,31
746,250
645,765
397,164
672,790
389,245
53,645
295,242
369,337
707,382
524,609
134,100
716,967
95,999
507,639
170,891
87,519
662,43
600,960
491,951
116,557
11,151
561,19
268,685
308,589
279,143
791,101
253,340
856,626
661,244
530,456
663,541
88,9
61,53
469,995
824,305
207,201
597,554
716,140
288,1000
973,168
696,439
703,414
542,535
691,97
639,927
941,84
895,268
294,975
799,129
531,737
517,828
759,34
382,822
3,657
830,57
437,471
594,301
738,675
644,27
253,985
767,369
12,742
105,714
893,920
684,998
396,719
514,369
748,684
217,105
512,226
592,790
694,972
6,664
882,537
481,53
46,797
244,334
270,165
376,942
866,675
141,363
255,131
787,365
454,777
314,618
437,832
977,41
32,480
661,361
574,664
970,967
788,958
710,22
514,541
451,851
698,970
956,335
567,771
565,116
34,609
48,656
506,99
828,984
709,865
127,276
302,543
761,157
947,28
358,181
345,468
949,643
966,39
369,297
268,31
854,111
896,423
469,888
372,476
180,824
371,25
97,836
958,116
104,558
504,943
788,231
139,478
538,346
128,498
658,359
820,831
175,502
675,346
731,921
962,35
278,886
826,485
651,966
509,741
91,719
565,211
171,148
817,255
733,268
767,474
653,375
859,296
721,273
649,104
344,626
509,721
6,617
657,962
590,383
735,645
258,135
998,29
766,649
6,200
719,532
194,765
993,546
991,124
283,441
224,498
959,66
611,802
491,552
299,158
696,675
21,288
502,592
688,171
353,904
89,428
659,835
448,761
646,30
799,731
81,434
58,347
444,528
722,313
869,383
247,292
688,419
958,240
991,76
782,807
922,738
731,148
264,249
910,496
211,721
610,464
125,646
744,521
876,148
537,156
977,290
980,796
457,143
258,871
455,226
199,441
600,760
342,937
812,481
307,324
769,92
766,703
482,1000
860,737
605,974
122,965
331,876
662,406
452,518
566,530
966,83
659,657
506,537
964,838
76,828
298,993
515,727
724,523
770,22
613,299
703,743
192,445
13,953
700,867
269,771
555,332
299,777
164,24
676,789
415,125
803,903
877,407
646,558
860,413
781,320
298,303
595,659
570,564
355,365
186,132
185,799
650,659
412,780
152,594
876,630
208,165
697,211
479,951
661,386
492,561
924,194
961,795
463,998
75,918
933,927
917,128
42,142
780,870
126,361
32,355
672,801
449,81
381,160
95,354
339,841
553,872
823,757
14,772
599,728
641,637
874,717
449,830
68,227
784,127
363,413
743,809
253,235
760,551
100,678
136,950
961,488
581,525
700,518
410,82
982,638
315,880
121,285
1000,522
8,661
530,218
617,438
680,694
516,401
290,444
742,150
294,527
876,462
524,247
766,914
616,435
153,549
604,504
853,958
596,928
628,684
470,896
292,456
713,729
693,261
570,935
148,478
249,217
590,43
899,334
669,927
750,401
289,227
863,848
614,277
807,830
127,389
257,176
12,889
140,454
722,508
465,520
578,760
523,974
784,949
31,200
585,840
571,927
911,723
201,252
851,708
956,321
109,209
613,437
389,759
261,855
4,402
274,57
917,298
171,674
88,631
42,328
371,949
686,527
97,255
823,129
732,158
689,120
980,616
69,849
34,382
576,660
465,457
399,653
581,457
181,288
301,854
636,972
89,973
220,503
192,767
159,208
490,35
393,765
68,743
598,754
933,778
890,975
836,532
974,209
337,107
835,263
566,428
843,526
358,344
200,483
54,444
409,336
48,204
227,919
841,757
190,943
536,270
497,690
461,543
141,769
533,66
251,101
401,911
839,269
866,837
469,381
872,581
448,579
731,551
381,935
627,481
584,964
606,12
302,615
138,402
247,229
270,782
44,82
922,84
453,645
212,645
330,915
426,393
556,984
443,879
357,965
526,250
174,481
372,202
71,872
2,166
777,4
675,921
723,857
950,720
216,414
374,901
136,685
123,790
536,44
331,742
999,826
262,134
558,594
87,769
824,996
98,608
299,316
29,101
594,243
452,28
675,637
48,37
234,873
569,862
598,584
195,217
424,110
542,164
610,119
685,655
818,783
763,157
530,558
278,646
954,860
901,1000
464,670
136,409
303,589
549,104
251,190
715,231
143,85
122,194
336,244
846,431
452,347
111,757
957,181
456,589
482,773
841,373
101,606
322,513
977,429
776,232
254,674
267,926
959,918
228,473
646,644
361,427
307,426
138,427
697,426
492,903
990,234
575,601
641,911
210,324
297,356
96,209
490,583
221,995
954,414
437,170
960,660
785,799
480,486
850,148
415,118
265,598
769,30
710,115
603,957
886,104
246,71
934,512
80,706
47,244
782,546
550,227
329,527
702,683
374,749
143,230
102,907
876,221
709,250
879,404
93,619
242,127
726,260
722,329
603,566
937,433
482,921
191,696
333,283
791,242
270,139
687,129
981,481
304,935
78,191
533,601
926,25
268,274
179,598
79,653
738,921
348,454
242,6
261,469
135,93
191,904
946,573
419,582
507,993
369,208
102,211
548,796
788,879
904,136
487,225
270,749
495,44
557,911
620,923
373,634
869,136
529,184
43,358
774,737
612,810
189,883
283,13
102,15
61,316
824,339
275,93
881,712
710,545
271,168
588,972
306,82
208,348
73,868
691,565
269,819
438,495
6,681
64,867
967,179
180,975
500,303
440,821
99,901
396,320
675,372
160,531
133,422
442,307
723,18
369,314
183,212
796,733
368,359
912,995
688,977
900,43
35,891
670,539
104,650
105,724
357,760
635,505
684,370
124,396
710,697
773,199
868,546
257,187
643,992
347,287
651,643
653,352
814,538
249,722
522,817
669,592
311,423
752,298
51,123
432,865
782,885
461,575
744,808
955,571
501,668
178,94
805,233
936,746
982,594
56,962
475,25
883,110
451,27
282,617
212,268
409,998
756,81
514,614
667,136
629,520
949,779
839,996
352,686
498,851
390,7
244,371
237,524
781,396
728,458
426,311
755,236
556,995
717,974
474,236
152,630
47,65
65,960
417,959
610,873
337,844
357,974
863,994
438,733
817,125
848,45
852,125
126,162
784,798
863,623
375,865
212,641
401,764
620,789
545,504
778,232
651,30
476,825
154,813
804,848
525,609
201,766
582,739
114,854
196,978
45,509
344,758
778,1
276,763
49,997
94,204
78,439
71,446
83,509
248,357
246,368
318,315
703,71
370,168
534,923
349,808
423,358
290,351
355,769
459,384
807,423
609,104
587,496
572,424
898,315
221,518
981,377
59,305
620,526
702,906
732,656
379,259
133,729
25,121
786,476
625,373
56,586
804,416
595,639
697,89
401,914
730,50
843,151
623,954
540,511
120,760
710,144
761,671
503,721
639,49
889,303
405,996
136,668
859,127
799,261
558,936
922,326
373,564
164,340
331,321
417,452
416,347
932,861
314,424
916,338
52,138
628,513
73,122
287,800
786,959
331,680
402,76
37,837
664,244
861,610
138,635
776,733
445,677
