T_i,B_i
651,777
48,263
358,120
645,662
6,586
808,302
955,109
658,451
764,117
938,615
550,963
575,98
91,340
372,365
794,141
70,390
375,880
623,746
561,694
562,455
7,906
604,153
94,78
613,399
90,417
141,541
493,535
884,526
210,445
408,664
71,609
131,230
562,697
749,824
761,356
672,252
192,728
743,95
271,616
772,324
854,38
995,519
152,209
906,270
735,39
368,960
250,172
784,114
849,98
738,302
531,644
129,372
60,305
746,994
496,442
479,107
270,656
914,795
356,40
323,200
699,323
384,312
167,7
56,618
546,902
793,105
637,267
335,620
385,438
574,610
124,369
512,118
922,527
442,781
198,605
31,624
920,233
84,158
923,284
722,600
504,872
91,389
31,652
452,985
53,693
809,376
345,869
482,259
278,871
675,758
884,898
933,340
588,431
639,556
371,974
225,248
195,426
363,745
52,130
449,142
550,469
382,617
187,213
858,389
910,508
627,141
522,279
216,398
661,603
894,9
915,71
257,778
214,991
830,751
199,177
709,311
942,784
669,358
719,684
67,693
72,525
716,394
603,9
706,519
780,642
635,248
741,796
843,361
893,535
378,449
218,689
381,35
539,640
284,776
214,874
17,642
996,557
644,558
442,627
634,385
982,927
966,429
462,471
141,737
481,847
768,187
492,652
342,655
514,478
854,505
197,458
123,613
697,675
10,604
855,591
861,116
668,407
35,713
800,611
356,477
606,613
49,564
416,188
2,672
768,58
31,62
952,929
981,116
259,492
641,67
460,942
523,919
747,33
991,7
263,255
495,847
325,916
528,876
259,292
210,401
891,269
799,114
744,50
883,516
164,596
939,113
582,196
285,716
997,166
189,830
491,40
888,793
328,763
446,164
101,685
810,240
710,674
429,367
691,824
592,874
383,118
983,591
371,119
704,627
982,827
97,293
467,829
298,223
487,373
593,555
96,364
50,300
812,243
473,454
965,19
636,303
910,104
117,713
201,152
72,40
970,731
156,405
128,319
38,442
292,426
187,644
393,812
444,502
330,133
522,371
626,761
169,113
442,636
915,186
974,302
574,220
87,430
266,359
635,106
188,819
170,143
11,491
341,308
394,765
122,894
977,54
793,402
6,143
371,216
895,555
637,301
78,452
861,738
859,992
969,601
334,865
344,894
842,244
268,364
307,634
926,495
1,582
254,79
933,448
498,48
113,958
365,517
5,401
671,222
437,908
475,531
978,906
954,71
413,722
469,657
895,27
429,310
770,361
868,965
104,808
304,496
869,85
696,18
210,741
947,93
729,605
522,886
208,812
333,155
289,965
711,947
767,420
906,181
154,205
937,996
162,379
626,604
548,474
418,297
809,76
868,243
484,332
836,385
304,40
599,478
487,906
887,849
673,903
259,319
66,748
225,886
113,474
297,232
402,184
612,291
54,245
462,388
118,878
390,794
438,912
884,932
409,522
910,79
478,641
629,330
138,633
709,918
95,674
456,812
281,608
29,754
315,795
534,471
370,316
153,624
352,34
509,103
593,912
22,511
413,955
932,213
916,554
378,449
340,920
322,393
762,195
350,978
896,575
852,979
882,406
680,330
488,416
779,140
286,914
410,375
675,398
521,395
375,474
65,39
93,248
205,653
162,197
738,88
464,611
80,282
495,350
653,841
430,559
478,255
156,1000
749,288
435,451
633,732
595,924
857,495
918,900
906,103
366,223
906,273
416,571
280,276
386,144
296,631
350,239
783,465
75,252
133,538
305,904
561,246
722,753
871,715
482,849
551,991
80,891
359,65
250,354
553,181
660,648
819,430
638,601
449,837
993,344
160,955
270,148
697,154
691,3
359,133
857,904
265,295
552,550
336,459
463,411
793,494
811,913
982,303
556,506
479,28
872,254
854,306
459,330
523,516
976,505
848,691
268,423
647,448
64,719
315,791
407,107
335,232
61,416
775,528
510,517
771,385
18,23
879,7
389,479
279,926
407,520
799,143
900,679
626,528
636,362
296,753
808,394
714,353
415,599
246,161
377,627
929,897
742,183
102,659
478,373
85,163
317,183
77,214
953,901
231,238
685,567
394,108
413,987
888,174
979,2
916,200
697,138
855,918
834,318
80,391
734,657
682,89
7,537
861,440
123,183
368,429
259,128
954,644
860,341
314,100
382,178
497,127
89,52
609,770
354,937
141,582
787,955
627,333
606,661
167,480
588,714
467,462
429,743
906,100
936,618
795,587
227,486
597,403
136,963
884,790
383,604
237,946
942,754
576,218
554,729
375,632
152,919
64,656
496,532
96,611
110,609
45,866
711,990
324,246
99,377
481,202
221,610
577,531
87,843
424,443
884,675
850,916
569,784
894,420
897,441
454,368
958,227
634,455
881,557
449,791
284,451
143,99
366,286
100,32
12,174
920,740
364,238
688,693
55,453
148,321
167,402
856,778
570,950
568,100
69,822
472,872
410,727
486,123
318,598
619,938
389,784
505,959
489,712
213,836
886,726
911,41
781,92
416,311
552,425
978,875
68,800
338,920
624,109
579,397
243,386
215,242
334,784
3,229
445,634
400,213
604,36
273,87
335,545
999,664
498,900
646,860
805,388
179,441
56,111
949,841
875,862
412,360
50,318
8,410
236,663
368,126
665,902
514,61
426,337
269,642
424,245
79,362
468,9
547,400
225,430
76,538
351,55
394,579
733,865
965,776
