T_i,B_i
298,126
818,670
191,700
124,823
999,164
466,500
108,755
330,78
820,318
370,257
195,435
126,921
88,801
210,648
353,476
186,543
840,189
375,419
16,148
576,21
891,947
419,761
406,566
616,593
202,109
500,350
156,904
253,85
592,703
749,819
328,243
290,457
91,435
903,291
618,867
865,436
233,335
530,490
909,984
444,89
321,969
948,499
933,508
80,765
777,458
973,951
754,376
871,477
79,762
607,706
62,371
569,197
823,982
549,200
455,750
812,761
978,816
537,984
423,810
123,918
697,777
433,60
148,118
21,680
972,841
571,458
255,119
667,602
881,564
98,489
827,368
909,136
53,566
250,723
570,843
661,427
167,394
673,640
54,365
462,568
11,887
745,767
873,211
566,120
634,89
516,49
102,732
502,150
371,745
228,569
2,919
229,164
313,946
141,175
283,516
755,536
433,602
362,798
384,516
118,282
377,895
643,760
860,471
268,633
415,302
393,105
67,495
921,121
948,594
109,19
824,106
948,414
539,399
288,944
175,338
622,504
755,165
322,275
144,175
449,714
308,409
277,147
266,16
195,7
48,876
864,704
366,359
760,330
574,103
662,886
322,604
297,874
97,638
140,799
797,590
844,359
485,646
758,876
309,180
450,651
351,672
188,869
656,395
8,450
35,203
524,114
449,152
625,222
448,856
781,72
112,791
932,450
154,363
505,158
81,532
813,190
959,780
778,337
101,993
26,46
154,714
544,34
72,58
323,426
444,195
243,100
625,894
36,140
267,564
706,982
833,588
366,504
242,626
52,122
60,468
552,940
691,818
212,378
731,331
114,276
421,80
649,929
972,340
340,747
443,880
695,654
181,851
398,24
229,800
620,637
735,938
543,121
640,63
670,886
100,729
886,571
12,515
166,988
762,843
548,399
986,260
732,703
569,841
334,14
3,198
171,673
743,687
978,100
744,49
848,217
857,308
879,261
602,327
760,389
635,346
502,269
697,767
380,44
526,643
24,515
635,510
297,245
755,33
762,554
165,113
753,354
537,797
605,686
727,391
57,347
586,559
72,542
815,394
871,663
308,470
904,938
593,859
121,842
504,985
217,959
536,706
694,752
968,222
998,458
829,757
464,553
876,190
595,260
263,945
7,993
254,673
179,144
778,232
609,840
754,498
396,594
89,143
649,748
808,38
153,314
84,852
260,917
424,870
258,63
255,511
464,613
381,263
453,694
370,213
817,317
866,498
607,164
402,848
510,887
811,657
721,849
591,557
104,520
450,162
738,527
641,855
389,955
392,38
11,388
334,648
817,322
8,845
27,123
662,967
745,895
747,89
843,334
192,403
603,350
284,605
90,451
901,562
314,963
809,875
336,825
45,477
89,707
582,524
828,361
656,792
326,327
258,240
226,782
905,229
44,811
551,595
298,718
692,286
797,264
611,949
906,862
32,728
83,609
385,734
18,965
200,663
131,470
929,225
923,977
148,947
321,837
778,257
1,799
390,172
995,914
566,438
632,963
313,438
164,261
784,65
995,973
312,70
503,858
283,270
600,988
885,65
867,452
305,120
232,781
882,215
662,657
504,978
316,598
443,796
456,867
500,726
475,175
949,909
969,753
352,185
561,507
581,526
266,821
852,491
50,493
162,578
680,319
493,308
322,601
151,201
173,611
554,498
817,784
522,660
279,620
658,500
866,511
284,927
871,41
810,11
842,33
868,835
949,429
132,498
927,26
19,890
366,894
533,264
89,948
11,322
636,935
162,368
717,314
538,562
540,169
732,510
824,163
265,127
552,881
772,787
158,210
923,592
531,550
250,716
418,35
393,644
503,662
883,920
214,31
904,720
467,267
697,51
148,267
874,768
789,242
902,579
319,871
643,261
12,302
640,136
643,764
861,543
828,449
710,965
838,96
554,365
178,273
29,246
815,818
681,212
741,905
413,870
422,245
21,38
198,985
236,495
658,799
268,429
782,661
711,616
246,268
696,164
845,855
702,777
545,967
141,39
10,590
921,543
271,366
206,174
417,504
392,699
242,74
147,671
926,663
477,272
982,137
496,834
391,591
529,87
798,247
203,466
670,240
857,824
513,148
328,968
214,555
130,505
317,722
244,603
181,385
701,504
298,443
18,68
676,369
15,936
395,354
862,887
379,742
876,721
752,516
939,906
85,33
827,471
143,811
932,543
714,88
891,518
151,450
156,707
62,655
350,188
543,987
676,502
497,353
627,381
699,391
505,379
154,396
100,550
984,433
452,225
645,784
695,952
706,322
632,524
245,690
971,925
778,848
679,279
598,795
418,192
172,259
338,25
110,228
354,337
541,833
157,251
809,824
402,898
371,130
820,448
226,436
993,678
919,863
264,653
102,617
334,948
143,460
600,734
674,87
935,98
854,381
269,240
662,797
604,870
837,227
19,700
927,884
97,358
237,172
974,561
236,143
88,188
461,919
342,366
201,439
643,46
285,77
835,316
25,307
150,665
924,499
700,91
967,459
148,798
21,908
834,528
138,284
693,778
779,840
14,560
163,486
817,978
451,452
608,561
985,462
805,447
476,57
994,526
819,418
45,639
227,451
352,634
154,99
350,159
90,260
728,263
604,837
68,185
761,218
41,52
976,635
572,379
275,644
576,96
984,494
967,297
74,48
303,931
824,359
745,751
511,128
806,552
890,489
157,194
649,5
106,804
238,46
361,265
239,900
890,89
10,454
564,531
862,130
169,782
295,99
812,724
497,3
595,232
924,602
452,949
96,495
797,287
286,378
816,153
696,831
830,226
960,246
2,823
495,14
616,149
407,211
988,636
763,656
311,503
611,994
834,552
795,621
519,1
325,227
164,175
460,327
64,143
993,611
774,143
525,269
493,261
528,320
744,819
711,518
726,448
227,348
327,724
29,55
801,301
782,615
230,899
68,456
751,491
605,947
503,88
847,866
80,405
378,767
119,164
2,786
701,939
708,158
458,641
377,427
781,545
179,368
822,554
388,653
504,793
589,236
713,132
134,342
32,106
761,836
383,428
593,876
128,349
421,184
739,588
570,273
112,669
534,219
702,578
91,428
737,302
303,405
555,211
691,595
777,665
764,715
418,112
807,854
442,575
821,749
443,975
871,158
862,711
18,351
96,550
186,201
122,512
262,956
785,259
481,444
625,542
352,254
194,678
700,38
728,690
198,694
488,931
151,100
270,479
458,525
9,732
756,856
23,788
980,470
181,508
777,242
874,859
201,86
820,377
783,953
837,963
588,856
675,368
399,401
783,56
295,8
232,122
515,722
484,153
941,50
81,769
286,641
336,742
309,123
192,9
560,29
126,840
908,175
76,651
335,551
693,131
808,688
438,109
455,779
719,924
766,566
209,832
409,160
354,92
249,125
355,662
905,273
91,158
966,571
294,149
129,330
89,542
545,471
48,373
985,16
529,718
132,685
10,536
437,657
957,523
17,32
481,407
907,519
5,10
270,249
614,23
946,673
514,399
964,996
88,747
14,960
266,252
517,682
424,887
870,144
97,99
589,481
677,116
871,729
76,86
759,104
278,617
310,570
173,381
606,963
837,190
520,555
953,394
689,50
673,285
349,802
965,596
569,695
446,717
617,536
860,635
626,3
16,900
951,716
151,30
795,73
24,189
687,220
541,992
656,530
305,627
816,863
91,544
976,812
412,916
347,445
325,886
911,903
174,676
508,172
808,460
880,603
488,748
418,272
674,997
419,333
633,335
268,925
604,265
997,101
671,751
555,438
298,373
806,730
743,537
61,74
118,986
576,151
448,721
742,864
431,643
626,389
83,306
459,68
755,995
967,683
852,885
539,793
996,702
693,498
303,179
819,15
736,463
525,762
815,216
417,797
735,272
114,353
382,37
159,599
616,932
98,631
320,699
65,322
939,304
304,776
424,124
808,35
930,741
524,718
472,411
785,321
205,375
241,396
562,777
756,545
826,591
644,231
732,518
497,569
535,441
751,586
79,692
715,349
399,992
824,52
51,378
874,941
76,480
810,935
41,302
941,155
808,421
434,690
941,125
602,496
43,42
495,136
105,983
55,532
557,550
245,647
720,717
425,172
618,59
291,266
637,15
168,672
674,531
801,682
431,323
510,362
3,846
997,140
783,244
26,912
833,121
415,656
775,521
413,40
736,831
711,191
221,214
234,917
651,717
873,79
460,51
396,360
17,185
790,614
132,761
703,362
194,327
707,247
229,663
829,157
975,261
983,918
636,629
164,291
896,342
493,916
855,609
669,592
872,766
233,48
784,792
890,703
781,179
983,139
104,442
539,302
764,576
758,315
580,189
626,812
77,675
972,232
265,588
470,381
298,781
325,318
667,677
845,881
935,327
923,859
934,186
827,584
644,275
877,285
914,486
235,957
783,757
423,212
545,692
190,196
324,778
703,159
870,215
325,12
344,395
719,371
264,230
590,530
819,113
249,710
261,523
48,9
593,286
989,554
609,900
908,390
315,645
257,994
543,230
