T_i,B_i
266,533
116,515
827,109
23,903
615,21
161,547
160,246
758,566
315,25
942,615
827,578
871,57
334,203
35,795
230,336
723,408
869,734
548,549
784,941
534,412
44,915
163,839
397,909
297,239
44,201
818,475
52,35
77,403
866,954
219,204
356,131
663,798
652,352
875,19
620,675
110,246
526,740
936,237
195,429
536,773
242,959
551,941
892,593
482,260
870,211
799,705
826,818
804,11
660,425
474,671
811,861
70,74
760,857
932,814
818,568
442,213
912,730
884,909
446,773
7,772
619,78
801,511
711,974
262,515
231,912
783,319
200,929
221,397
690,107
703,822
641,427
988,677
883,387
606,107
540,986
811,609
439,359
656,872
332,553
479,772
602,638
742,689
381,755
988,558
94,5
100,87
15,664
625,216
933,678
91,216
159,256
662,737
565,157
26,824
802,223
713,627
902,281
712,386
411,230
249,250
995,903
925,69
143,949
399,893
762,812
939,531
33,315
616,52
698,905
117,896
499,146
286,811
394,602
658,616
370,598
230,172
156,713
805,311
253,96
40,941
145,302
626,325
639,731
394,436
150,703
651,229
696,588
322,349
328,720
9,994
796,868
442,273
640,289
469,441
412,667
956,323
912,791
450,973
486,76
210,622
147,452
726,658
751,46
178,680
221,586
125,658
416,914
81,437
157,139
115,843
637,778
730,374
662,121
628,748
582,895
379,604
383,141
237,584
588,483
787,101
693,275
631,282
107,575
397,60
99,466
363,907
613,736
944,29
63,732
612,260
792,530
834,51
319,523
596,586
513,373
477,337
604,156
761,944
345,680
751,570
630,740
79,443
423,80
869,912
832,46
569,396
393,393
714,896
340,147
701,344
285,931
709,138
862,700
895,269
909,780
375,530
746,417
641,520
986,820
911,581
480,906
391,569
480,414
527,543
250,290
626,408
698,822
319,258
999,763
87,872
330,752
233,331
171,806
8,809
932,145
500,521
766,923
941,4
117,661
232,86
337,119
81,654
225,242
12,519
940,331
14,906
903,638
836,266
993,823
645,785
219,154
744,637
323,879
400,949
193,205
71,820
892,808
886,658
191,743
268,422
719,668
21,972
152,604
90,677
960,989
348,594
722,464
685,644
185,846
638,478
885,462
577,514
493,318
69,196
386,551
707,928
713,140
451,5
107,743
506,849
139,906
32,907
156,232
637,67
396,754
304,210
996,352
640,627
496,49
192,951
389,423
982,248
337,271
959,330
320,44
467,534
297,232
788,215
267,287
111,157
475,331
785,237
509,538
563,658
960,745
184,653
270,631
787,62
474,961
820,618
566,856
286,958
85,792
277,159
946,430
92,521
460,994
181,1
999,589
787,86
184,212
461,182
216,48
247,77
505,203
848,324
140,501
707,662
414,98
425,661
610,479
268,890
797,593
385,904
322,909
391,891
205,237
642,486
731,262
471,796
966,704
464,549
730,932
548,228
394,264
849,160
107,399
764,710
473,791
30,621
322,716
435,332
235,94
603,434
345,777
979,982
871,960
803,548
53,569
517,40
145,829
393,598
544,636
995,35
522,412
309,758
223,497
33,367
566,450
625,73
579,983
619,8
216,749
32,192
897,14
611,719
540,412
205,12
946,231
655,763
703,711
352,738
277,258
990,238
210,519
611,224
961,941
194,980
472,824
448,743
184,320
857,563
813,59
90,677
745,956
668,490
249,28
62,543
967,814
157,181
742,897
7,731
413,931
687,219
538,456
591,358
367,717
15,548
960,859
84,428
758,191
524,835
898,372
412,203
15,379
703,60
273,139
986,48
947,143
993,644
56,132
375,232
133,471
826,776
452,258
308,541
584,508
991,545
66,231
732,944
731,345
737,688
49,258
519,568
302,118
390,572
368,997
178,198
410,571
914,610
276,571
360,37
933,283
895,551
697,353
416,85
451,573
86,241
622,510
209,120
579,990
23,379
432,847
82,460
385,858
874,579
298,412
34,460
142,501
353,52
748,162
457,656
132,156
770,289
387,100
885,494
274,383
332,687
336,618
995,915
905,267
264,222
400,954
63,195
79,620
455,617
97,883
352,597
575,678
253,696
449,45
444,43
827,126
226,6
786,59
921,78
252,860
35,157
360,690
814,111
957,64
764,806
21,690
891,337
306,434
487,827
123,464
54,291
985,213
757,313
203,75
191,774
709,143
3,485
477,632
711,413
627,994
687,501
27,90
219,310
959,128
597,512
851,976
37,399
219,411
695,870
278,465
171,494
901,256
280,473
703,865
32,567
231,581
234,103
937,99
316,96
586,792
597,906
881,790
393,224
318,818
419,460
602,227
297,846
803,539
287,444
784,106
466,971
530,861
500,297
645,189
178,433
603,372
873,910
309,979
597,110
915,990
429,991
77,677
925,27
921,221
547,97
528,685
983,317
742,940
568,9
60,658
463,551
