T_i,B_i
991,482
238,629
873,618
730,373
351,178
400,121
620,932
969,613
679,529
575,229
670,194
449,98
483,43
711,966
558,378
544,573
163,833
353,715
655,465
40,355
769,255
590,786
283,482
413,281
372,782
51,115
544,908
458,814
354,213
432,165
631,950
156,104
979,135
751,53
826,424
441,67
460,303
277,148
967,512
690,131
969,432
767,486
258,310
239,394
950,976
760,639
573,556
250,279
424,940
477,733
798,247
781,887
587,12
92,808
865,664
828,758
865,831
729,801
272,78
252,803
772,489
369,131
129,51
731,487
550,223
763,620
722,115
496,34
411,512
631,644
994,917
592,836
436,339
18,493
1,251
642,760
166,398
541,124
684,88
752,399
188,878
648,915
914,275
434,42
254,642
120,560
344,171
821,124
899,282
292,119
505,567
343,276
68,160
196,435
315,959
226,983
672,275
657,159
179,552
677,659
579,665
86,241
123,404
947,175
133,343
758,568
366,716
879,383
162,829
423,874
275,747
505,631
109,902
4,63
70,717
430,683
358,287
18,661
529,341
539,322
594,987
336,202
511,571
593,758
559,449
918,98
708,824
661,873
460,952
357,385
541,864
929,737
59,985
947,708
519,265
83,103
497,548
152,183
687,963
886,585
41,475
330,82
167,807
617,839
845,30
146,943
823,732
915,362
928,836
114,869
367,161
123,797
239,38
626,942
356,89
964,449
18,672
420,42
350,958
476,181
190,972
68,883
142,81
125,325
37,804
216,204
495,592
281,712
165,808
394,582
149,627
247,66
823,968
701,716
590,212
739,340
926,442
920,634
752,256
575,493
850,313
618,947
591,906
454,351
523,365
18,380
284,213
806,568
851,665
977,394
796,107
33,164
500,98
617,88
781,787
201,851
368,902
1,764
929,796
690,624
324,858
1,444
749,76
812,773
303,445
163,777
824,333
127,545
71,255
883,875
891,508
799,769
283,246
455,312
149,717
174,951
343,7
104,966
375,229
732,338
829,788
323,161
577,238
504,452
817,797
592,559
949,655
37,960
436,14
941,256
749,5
732,869
156,878
642,869
794,197
881,249
204,14
919,180
359,776
356,386
619,575
805,663
700,87
971,972
176,809
60,92
930,820
229,303
418,124
265,311
660,103
497,955
307,16
471,77
143,494
45,973
403,294
66,819
426,303
591,402
419,291
391,163
764,522
473,436
252,317
448,799
478,718
934,236
618,477
201,524
244,875
894,818
688,456
685,38
726,883
163,441
77,752
825,858
190,639
35,468
597,194
446,23
77,395
51,271
260,202
442,728
437,768
790,915
685,235
82,833
167,715
960,392
851,440
61,97
479,481
708,187
14,410
344,47
18,148
438,815
831,924
357,688
458,258
268,469
43,632
697,632
996,444
46,697
652,413
351,623
930,441
915,231
729,600
966,228
395,900
519,828
553,128
93,503
338,553
326,751
11,299
959,178
344,13
445,885
440,367
718,974
192,710
615,256
363,202
231,473
893,489
264,713
790,44
572,795
249,851
723,32
771,679
920,318
118,60
721,57
317,844
918,774
520,468
426,669
602,779
11,378
603,249
198,145
320,212
336,201
55,291
209,640
692,273
203,230
425,336
847,185
862,815
242,109
15,666
59,391
91,719
315,262
7,844
153,168
724,607
748,527
31,896
407,941
329,195
123,151
315,670
465,195
46,729
88,644
710,452
372,465
218,374
646,771
433,915
894,77
364,254
284,99
855,103
950,289
525,790
484,684
114,20
412,777
834,87
353,713
610,615
644,43
767,583
295,148
344,763
90,659
76,809
197,762
477,218
804,1
268,971
18,501
522,156
213,234
888,49
121,289
898,905
725,456
863,357
946,583
532,15
467,763
486,941
456,426
945,100
705,59
184,754
547,667
269,150
753,538
985,442
160,371
838,446
796,796
536,946
923,609
100,695
596,555
