T_i,B_i
637,897
70,182
693,950
451,517
921,627
570,321
629,855
184,82
795,264
621,771
337,960
471,806
734,889
47,213
701,624
799,349
909,125
843,16
539,651
172,137
522,905
498,231
788,3
998,337
585,906
566,415
724,274
672,94
363,424
849,250
131,765
762,466
131,466
436,39
781,431
822,200
49,599
635,334
445,510
570,374
22,574
349,95
818,639
103,645
721,795
811,454
817,940
963,266
216,758
906,533
474,538
233,665
857,836
776,599
425,117
53,684
896,3
43,555
581,846
532,926
525,789
34,967
957,691
174,235
137,271
490,846
351,49
203,798
1000,685
577,735
331,660
603,571
924,374
985,183
68,818
459,864
892,330
710,465
445,149
625,261
517,723
119,948
445,187
794,98
533,413
656,540
132,749
824,468
577,780
729,299
1,61
948,767
522,230
991,946
73,4
7,22
564,113
812,445
515,397
233,751
737,835
580,199
367,376
837,309
972,527
319,597
76,847
660,748
704,503
59,117
169,467
225,662
166,898
885,615
225,784
270,544
152,425
76,80
27,409
15,613
603,848
490,913
229,247
160,515
696,661
565,155
280,85
381,132
770,104
470,217
47,535
823,260
290,391
384,911
451,327
155,689
182,840
456,990
270,661
414,70
465,949
89,985
48,812
987,809
791,527
965,240
968,364
28,386
537,628
295,435
933,754
802,96
412,662
642,134
3,117
393,943
968,303
716,947
578,297
660,544
772,784
889,689
828,652
55,721
800,170
212,214
623,161
244,483
52,235
443,971
899,4
896,225
732,134
731,471
136,779
623,959
432,305
969,97
667,386
581,346
15,9
851,217
885,231
700,788
853,180
29,477
180,716
786,146
854,337
162,346
29,225
12,538
205,757
406,293
612,267
584,838
201,122
194,987
380,952
528,994
630,414
282,23
681,625
125,792
170,93
548,186
874,796
24,609
151,928
102,629
958,826
834,381
82,27
276,315
88,972
200,817
732,728
613,582
714,516
216,745
5,14
404,177
484,867
239,265
630,75
216,287
758,125
434,708
639,323
193,281
717,430
760,677
426,661
56,363
192,56
981,526
186,500
21,294
598,983
836,261
769,623
532,545
428,986
440,785
943,691
359,369
445,554
581,31
758,370
917,694
605,397
858,812
844,540
604,387
24,591
805,301
706,593
44,694
959,625
515,570
146,630
331,55
112,859
257,823
463,588
39,122
572,872
235,322
805,363
4,785
43,26
292,511
887,415
194,588
84,229
248,500
856,456
681,917
408,897
245,522
247,506
819,922
342,620
464,171
915,555
305,66
460,869
278,950
763,110
993,168
35,932
951,785
171,494
670,598
162,716
846,379
606,1
297,577
911,596
877,218
171,645
744,322
992,72
653,736
59,408
339,601
133,208
271,983
624,860
465,339
813,57
262,65
925,31
469,240
868,297
947,545
470,471
498,496
253,218
930,451
9,768
848,697
996,955
909,679
128,493
893,962
980,738
46,420
63,755
66,693
55,344
838,733
233,736
965,695
630,904
720,160
655,945
806,244
537,502
436,634
466,949
265,690
708,192
433,106
879,199
596,563
813,746
611,361
893,80
155,511
84,366
583,527
46,315
214,128
985,765
786,765
693,665
527,3
204,875
947,710
284,707
858,858
839,196
571,69
341,191
92,799
462,711
732,47
176,632
557,194
707,956
411,565
544,687
33,210
195,988
161,767
99,786
528,569
804,545
82,862
701,827
973,884
787,368
547,278
517,928
561,522
113,612
112,91
502,175
946,570
205,386
63,776
876,666
837,526
97,364
82,596
914,44
116,12
570,360
993,27
109,928
768,97
341,568
212,949
566,433
427,259
601,628
326,36
240,614
290,482
908,981
389,860
68,629
728,590
861,26
82,995
721,115
736,150
356,366
347,760
564,409
729,359
478,355
931,738
492,149
55,14
755,204
381,774
870,959
649,476
696,146
857,620
999,104
298,10
854,254
928,775
608,99
193,240
867,479
289,510
228,719
865,370
980,494
1,383
466,405
112,775
809,806
753,188
294,321
478,72
597,974
136,337
522,886
956,182
291,120
439,225
209,309
14,930
321,829
828,769
933,605
754,559
158,688
658,497
365,902
698,765
919,657
508,555
36,763
74,326
531,210
466,931
570,686
700,507
753,928
585,765
542,408
697,746
204,843
671,614
726,798
850,77
855,972
325,593
830,475
903,631
467,774
420,381
42,333
816,681
578,759
171,931
725,314
262,701
350,997
199,268
687,323
601,934
907,17
287,363
596,473
622,982
382,800
754,695
762,273
981,634
154,365
437,940
105,187
239,393
136,180
966,963
113,811
377,483
867,219
278,191
114,638
360,868
