T_i,B_i
201,367
863,774
628,151
730,293
430,48
819,68
555,405
287,229
435,680
76,896
700,848
524,986
415,974
388,388
978,10
87,331
22,923
647,10
432,154
904,222
970,606
130,747
580,312
939,747
993,753
212,815
479,793
697,748
879,514
437,67
641,502
442,400
584,734
936,437
702,935
745,474
147,367
953,267
43,209
279,437
232,816
141,116
709,501
940,747
573,514
389,103
45,244
33,197
45,220
25,19
968,93
1000,34
576,213
923,266
5,994
302,925
336,838
185,51
733,696
879,347
13,329
492,615
120,238
598,419
420,729
849,790
882,609
975,274
98,554
558,137
642,765
811,512
166,717
11,832
964,994
427,17
508,299
541,759
796,107
170,918
660,482
553,163
301,758
520,785
638,567
791,469
346,583
637,945
770,834
828,796
444,171
950,556
390,401
227,218
349,163
133,663
604,430
250,887
789,485
263,276
520,941
952,437
89,508
454,867
680,683
906,22
43,610
875,195
867,330
516,409
346,301
813,30
47,346
779,958
65,144
151,943
867,351
670,563
291,824
850,634
70,936
796,401
940,231
824,352
438,936
934,752
840,410
386,85
966,259
289,608
194,528
666,69
987,838
644,398
577,272
169,328
983,837
119,656
251,728
458,984
711,880
562,612
246,94
887,701
613,210
237,635
677,475
832,65
987,862
214,840
234,480
207,610
320,807
347,20
403,195
559,3
253,140
905,150
72,877
18,180
640,648
934,28
286,805
635,584
918,903
262,990
985,877
753,581
925,15
218,365
93,833
499,878
321,168
811,613
9,902
668,123
268,429
482,55
972,23
168,674
902,664
368,73
779,177
489,994
692,56
863,152
314,519
540,525
268,615
815,91
600,229
280,740
191,18
525,407
375,677
587,746
641,818
525,860
917,963
817,432
589,185
799,650
963,879
544,725
118,892
852,104
936,272
697,799
616,519
99,256
425,637
511,230
778,397
385,359
765,612
658,141
243,200
873,652
391,794
473,662
851,452
202,425
647,542
85,967
541,281
304,177
583,589
177,527
658,364
128,47
841,193
644,93
35,46
84,29
838,130
34,835
475,714
926,968
844,161
573,821
662,309
524,36
623,874
599,380
434,458
301,222
816,688
586,245
133,950
990,116
193,818
977,84
456,754
576,845
521,610
27,381
36,383
987,228
401,715
855,131
432,183
987,137
586,688
530,526
987,794
879,404
879,668
527,964
890,412
241,112
172,850
379,766
250,628
59,411
769,577
753,922
454,360
828,883
398,145
913,276
5,704
821,173
22,353
397,69
507,396
130,705
84,430
191,957
90,432
179,889
439,771
526,172
466,429
993,970
598,817
933,324
589,501
171,137
91,502
957,496
755,900
685,694
357,525
947,495
965,990
567,171
379,641
223,386
816,307
461,961
624,261
757,30
952,79
141,424
884,756
222,166
86,317
107,663
898,338
66,48
929,255
7,665
147,285
120,754
210,222
842,434
988,296
836,395
933,592
36,339
159,708
423,143
325,84
114,757
923,628
31,690
676,726
30,919
