T_i,B_i
998,25
932,642
680,61
196,963
94,569
584,852
277,655
771,576
3,925
654,369
265,400
854,918
988,392
1000,626
311,950
814,309
657,148
464,872
55,998
779,806
387,594
96,402
298,841
511,932
564,287
198,179
887,827
987,564
677,468
709,995
393,176
82,609
648,34
973,247
463,470
874,501
177,538
324,101
785,389
526,485
853,951
242,548
906,32
733,231
351,603
948,80
442,737
945,595
22,945
668,277
108,624
739,952
339,245
162,120
548,930
937,78
246,488
732,228
560,209
68,191
922,398
218,855
299,814
777,798
183,641
629,401
52,111
421,363
901,239
86,884
617,7
71,474
659,79
915,57
687,114
581,445
134,667
83,89
388,915
465,474
95,622
604,438
83,525
504,844
951,119
401,436
543,868
685,687
101,578
942,2
351,734
91,753
378,239
789,676
884,536
169,308
781,523
696,634
1000,57
930,716
742,773
233,866
138,496
334,70
81,316
230,112
242,151
227,425
629,789
834,485
714,493
303,868
664,106
920,672
208,847
743,328
105,648
770,900
237,653
879,107
21,540
151,346
553,349
288,464
120,704
799,100
445,855
206,720
400,457
474,472
726,635
630,847
149,623
771,355
261,792
383,79
456,76
530,468
329,864
408,45
923,900
267,310
838,639
223,534
145,468
824,103
292,620
193,736
907,298
994,205
667,728
973,537
765,825
982,494
98,624
430,631
43,621
315,104
914,70
955,529
188,199
897,270
376,17
774,763
929,288
422,248
394,377
824,115
61,263
296,965
698,982
433,659
296,103
295,138
704,741
882,876
212,869
482,700
70,848
915,28
945,35
505,892
640,503
72,897
821,624
953,116
467,44
821,593
852,773
467,577
172,991
184,776
664,550
330,554
757,769
890,555
218,261
458,735
755,758
500,514
466,111
109,330
947,110
318,464
716,900
250,956
748,47
34,948
917,513
326,729
69,956
753,199
113,689
38,222
346,311
931,925
282,334
161,993
732,929
7,133
772,88
42,756
724,747
305,780
550,369
458,71
359,606
959,747
729,572
897,784
46,501
843,322
673,897
426,705
874,93
665,930
591,233
577,627
84,530
202,842
718,938
511,930
244,166
533,972
58,121
790,938
456,953
570,630
789,77
146,902
356,316
321,195
147,125
68,646
238,338
380,907
762,591
728,595
542,166
