T_i,B_i
760,466
417,828
415,684
287,923
326,941
221,648
196,62
515,674
303,682
258,248
57,268
680,496
852,389
180,69
583,840
947,8
102,406
412,420
930,190
710,467
41,642
554,530
368,696
926,160
646,977
822,942
638,732
183,207
28,993
892,593
123,820
566,928
431,954
819,574
338,288
55,831
369,496
636,626
451,861
54,810
253,986
482,79
282,862
442,452
460,997
148,28
380,207
343,720
459,284
833,499
634,228
137,430
672,455
473,141
424,986
126,991
688,429
367,14
241,476
518,821
821,261
308,305
41,809
676,360
769,209
521,331
190,934
684,132
644,442
651,688
619,785
987,466
804,738
583,965
135,792
2,126
718,172
720,830
716,661
148,377
755,275
493,872
78,238
367,25
128,513
347,695
460,24
259,511
768,251
47,363
494,253
797,620
63,80
617,799
151,759
912,463
10,471
497,760
912,145
368,200
87,603
985,423
657,819
109,945
995,728
899,150
55,960
549,235
210,545
470,372
139,56
619,349
600,770
110,257
753,357
414,237
37,608
238,250
913,312
962,302
712,265
382,225
871,79
538,158
843,994
774,810
251,743
466,73
25,144
268,692
600,93
394,999
797,752
440,782
872,707
965,662
276,947
554,569
595,939
539,487
324,944
483,247
632,701
283,7
37,171
17,199
318,787
287,783
35,659
305,129
286,944
159,866
440,25
927,419
937,727
882,661
372,542
544,385
330,539
263,46
686,252
137,444
457,744
624,577
892,313
753,881
334,129
574,721
288,795
335,699
789,19
742,741
301,920
375,678
688,509
966,58
752,114
435,161
517,196
647,779
56,433
440,194
502,944
812,873
169,864
21,364
182,312
408,596
564,938
517,334
72,508
820,540
320,588
985,397
953,464
932,608
122,937
611,228
570,912
311,41
370,173
61,483
182,96
765,159
613,917
989,828
882,836
215,502
188,942
593,474
974,955
265,951
837,590
985,272
106,657
15,276
378,95
651,550
593,734
759,105
123,224
415,945
524,826
35,668
995,895
745,3
782,608
351,960
67,68
564,696
763,579
635,872
62,428
167,596
721,92
470,507
41,583
545,894
918,493
327,236
575,53
622,927
708,129
402,597
108,38
122,833
1000,504
430,764
269,286
972,445
445,161
956,222
717,350
877,526
898,322
903,377
1,786
795,566
489,968
371,208
624,197
951,605
817,388
469,42
216,793
40,664
685,475
313,564
294,986
685,330
816,911
788,422
213,130
120,816
318,504
841,335
902,50
171,651
230,414
75,820
788,613
711,141
656,862
983,745
19,166
772,478
395,483
536,266
420,372
320,363
641,82
513,80
757,773
168,687
69,727
194,101
487,771
13,567
754,524
262,465
823,351
863,979
165,754
536,785
983,207
651,831
269,909
500,994
380,956
638,437
742,967
232,357
944,367
710,379
862,863
338,206
717,445
570,622
782,600
857,846
830,812
709,703
480,558
514,608
882,875
71,93
39,366
887,825
198,652
69,704
659,178
381,760
763,588
425,485
260,749
564,591
822,812
153,181
24,803
421,178
463,750
657,657
132,352
723,1
213,548
602,113
136,564
510,16
271,624
582,860
739,928
224,168
914,988
189,158
621,597
376,205
890,730
881,330
915,425
995,160
984,170
919,510
928,272
920,974
5,968
655,535
611,120
355,21
809,663
448,721
846,356
580,219
996,751
884,839
84,697
43,72
523,233
63,579
420,252
956,224
776,137
298,403
911,667
287,284
158,531
382,885
908,575
873,965
722,167
431,948
70,193
353,640
6,1
518,803
230,885
597,93
141,742
885,834
997,893
655,952
