T_i,B_i
891,307
659,167
610,445
409,981
60,60
918,198
22,725
67,888
598,980
119,408
874,766
282,33
187,522
174,632
641,268
274,46
829,290
363,203
700,179
940,980
683,868
417,62
225,71
283,146
42,762
843,910
226,151
818,258
923,853
639,271
235,183
733,191
620,128
191,547
588,513
793,607
833,595
587,979
826,26
111,116
635,632
215,573
721,856
846,126
815,547
710,838
535,742
320,645
886,973
533,207
563,309
233,125
830,114
959,105
756,119
948,981
111,89
775,897
533,453
993,562
389,458
876,785
220,79
446,301
141,404
35,262
574,898
154,456
149,676
528,348
93,595
743,402
954,993
196,599
150,693
955,948
857,497
208,863
840,832
813,968
413,814
913,628
238,740
892,431
807,614
754,640
458,279
519,845
419,640
332,553
686,153
814,602
405,385
215,890
260,2
1,524
756,644
396,643
697,687
538,364
949,543
84,965
191,727
178,890
550,889
240,955
763,576
469,840
957,949
66,572
417,179
657,284
506,897
272,225
271,602
44,721
212,516
472,632
735,299
544,855
579,536
513,308
293,439
874,769
291,461
549,954
846,944
261,996
637,503
768,953
936,221
875,777
757,301
185,344
295,59
142,263
205,230
313,608
135,242
959,540
652,591
225,991
840,496
311,706
616,419
777,280
500,437
925,721
822,470
764,457
789,5
641,389
423,602
35,948
306,881
751,40
162,580
785,99
59,325
553,32
614,688
294,939
974,583
350,794
225,934
194,663
788,978
964,913
434,878
993,317
566,324
14,242
267,487
984,486
806,591
237,526
328,120
467,111
667,225
182,53
290,371
977,514
262,657
598,542
654,275
886,215
606,170
240,313
259,832
386,223
325,117
884,73
655,723
678,942
696,966
26,345
368,514
969,957
598,848
965,454
837,384
782,797
461,553
913,183
168,45
961,761
337,45
614,578
688,199
813,48
707,489
323,774
572,23
760,660
358,3
143,17
336,193
406,45
720,410
275,649
633,958
681,960
828,874
775,339
784,468
161,272
762,724
270,713
63,534
186,14
612,30
657,796
245,828
444,641
266,83
478,389
487,659
992,948
257,998
618,764
456,657
593,447
700,184
135,906
307,309
899,275
402,874
912,625
920,19
689,441
663,715
1,687
332,449
922,278
49,912
57,475
611,887
311,82
19,936
725,750
319,332
707,14
41,950
402,748
697,188
464,835
910,554
680,829
920,506
420,643
220,160
571,194
551,633
680,947
85,566
713,418
640,816
133,467
665,316
878,204
979,756
973,62
507,650
22,262
938,980
66,951
780,84
408,41
242,133
859,585
978,693
275,770
596,635
842,811
593,164
943,197
157,989
622,525
148,652
985,841
37,65
370,917
801,923
215,166
167,176
684,576
708,413
106,504
45,221
100,385
638,729
573,524
5,633
599,738
168,549
441,976
805,866
824,779
156,645
189,555
227,496
370,898
391,366
735,258
920,937
86,705
184,553
378,132
573,591
769,688
882,763
181,786
340,467
277,85
10,363
960,672
508,913
958,610
537,951
97,41
750,305
963,915
336,100
205,437
773,838
218,339
984,768
567,455
543,803
385,472
576,217
402,706
549,957
139,197
723,478
180,440
864,148
11,69
914,949
89,460
574,616
286,521
959,820
924,541
827,856
715,591
886,822
196,540
688,809
440,574
813,848
466,140
622,661
248,917
910,352
512,105
639,655
769,904
35,702
831,883
704,763
867,261
11,261
732,958
944,653
652,140
486,486
408,387
845,1000
960,70
388,805
444,159
747,715
135,311
45,685
402,255
170,841
941,855
32,298
956,547
68,615
35,327
709,105
777,383
41,364
163,920
294,689
819,956
529,841
491,968
348,54
852,143
554,391
163,472
224,934
752,134
546,786
367,745
844,388
843,649
313,735
688,602
482,572
84,599
177,892
813,932
489,76
524,456
731,37
157,759
690,404
398,605
664,958
104,630
109,487
425,486
78,813
882,488
390,752
845,71
757,243
796,607
644,318
435,534
155,676
610,757
223,87
929,299
32,628
997,127
11,710
442,915
117,20
251,200
8,22
231,177
764,570
492,29
338,413
139,949
580,886
592,668
359,950
460,87
852,107
834,244
458,251
424,915
233,913
886,933
42,109
279,399
217,706
321,480
689,627
302,899
347,154
194,979
761,792
912,718
332,333
488,519
143,24
992,375
301,321
998,4
517,558
715,701
169,493
608,666
586,219
707,669
932,47
534,994
344,177
766,181
798,423
426,244
544,793
699,394
813,986
570,66
843,526
863,212
280,175
173,621
445,833
685,520
885,573
483,989
378,183
6,15
242,565
721,382
348,903
449,733
569,188
701,270
833,880
688,818
88,533
964,727
155,537
212,477
713,81
874,623
658,263
405,733
602,472
135,365
976,812
48,187
511,256
520,48
858,681
859,486
614,97
57,889
381,117
413,343
795,278
452,77
420,346
991,286
758,295
250,445
707,379
487,707
480,780
323,842
470,525
491,501
387,797
353,438
141,493
391,364
117,52
549,10
935,757
63,468
869,475
816,121
559,21
777,275
337,171
56,240
992,524
724,675
669,58
523,532
810,428
425,820
476,696
147,892
428,837
96,992
287,161
682,465
968,462
308,47
669,223
929,649
823,475
583,261
656,694
229,186
633,587
429,912
88,901
619,257
545,280
695,512
89,125
349,804
25,217
460,480
765,844
873,897
627,391
944,114
175,415
986,707
35,730
370,734
649,882
877,402
681,769
682,36
436,978
197,840
63,579
108,270
574,240
378,98
424,467
988,51
220,490
565,780
916,44
820,731
211,898
318,982
362,411
139,579
315,107
87,603
967,34
814,717
17,100
196,55
433,655
731,309
1,357
463,7
110,578
231,506
623,691
929,894
241,19
38,773
203,902
608,952
4,102
850,694
3,134
925,772
317,864
431,870
162,437
170,403
967,22
2,302
850,413
280,121
88,33
333,69
113,946
681,900
262,958
16,632
999,757
51,915
735,808
808,122
607,164
228,254
687,761
167,382
459,706
703,757
466,131
926,292
88,300
295,164
271,381
282,286
498,81
866,425
862,76
1000,250
109,411
341,515
95,78
269,351
96,180
7,715
860,927
323,675
154,834
680,473
972,47
42,704
181,44
333,924
229,454
574,643
558,142
677,736
414,100
169,862
569,24
448,109
479,764
251,14
480,247
346,802
232,808
695,998
755,235
57,660
291,104
317,184
502,266
899,315
467,995
984,560
142,253
962,39
326,158
749,639
796,666
282,642
585,321
691,38
333,2
511,29
500,239
697,612
359,165
224,666
391,670
688,60
720,179
273,320
596,963
962,917
523,333
960,96
102,245
88,995
548,253
478,837
195,564
707,798
20,626
993,107
766,957
765,662
612,809
307,126
311,788
734,326
760,837
588,728
192,966
81,395
674,109
231,650
702,690
193,166
613,968
334,77
549,445
745,726
517,143
811,142
991,890
880,237
892,841
958,619
133,232
631,872
224,829
188,833
393,750
846,973
28,353
346,775
630,454
344,750
752,27
105,690
61,158
742,906
528,452
284,515
722,947
406,41
479,337
609,960
442,251
981,598
243,750
211,768
737,354
903,309
934,407
734,57
879,353
973,407
354,547
929,501
852,329
956,362
95,675
257,175
709,607
504,148
51,460
974,767
163,337
815,651
874,230
416,976
437,897
974,693
815,849
662,195
939,578
983,215
69,232
302,402
517,175
539,955
37,488
134,457
899,849
835,73
748,444
283,829
171,656
533,919
593,7
670,578
91,466
702,493
694,583
893,307
960,176
429,555
257,826
135,849
758,721
343,147
928,237
939,938
595,877
996,476
289,520
780,566
101,40
384,587
927,223
52,335
725,903
663,484
470,218
107,488
682,793
288,316
296,573
261,656
745,238
900,525
78,864
970,911
594,224
13,610
351,2
400,520
312,357
20,932
153,865
257,386
762,530
943,698
788,49
431,13
856,18
1,331
271,807
579,473
817,32
998,997
185,99
215,115
728,296
282,667
732,82
654,116
252,377
859,992
928,563
69,502
226,5
364,76
236,217
101,140
468,139
390,482
273,256
773,704
693,902
108,171
828,872
80,826
310,921
929,597
424,238
30,598
190,149
194,14
36,152
357,831
349,397
788,893
422,288
937,57
771,763
209,258
307,858
207,313
337,524
342,438
588,623
587,223
527,456
906,604
688,357
28,75
704,807
917,627
970,146
161,40
570,569
903,740
718,376
285,909
699,574
485,654
190,810
447,203
572,427
381,652
426,480
539,892
953,342
103,81
367,395
824,727
310,9
958,921
289,69
403,960
377,105
407,301
623,868
458,669
757,521
767,654
124,973
431,292
115,61
840,803
18,708
582,81
38,317
403,240
149,957
820,971
432,460
623,266
478,374
676,706
633,592
60,893
360,28
802,577
211,418
485,795
861,303
730,885
884,831
770,129
143,730
286,998
509,876
56,56
899,769
781,917
600,517
335,63
518,404
285,520
40,771
754,159
749,332
282,592
755,24
309,722
40,488
603,345
259,277
601,460
471,518
777,278
526,623
756,334
894,573
98,192
131,392
776,168
505,33
448,326
523,360
453,433
83,173
849,827
55,339
963,400
614,519
228,391
676,205
386,833
852,279
215,391
266,421
348,654
368,655
398,29
162,978
295,235
10,352
826,642
477,702
358,506
432,614
504,831
442,321
239,424
56,626
448,754
480,551
901,905
371,593
871,341
32,970
468,221
