T_i,B_i
436,72
840,557
859,223
993,750
31,70
291,496
727,684
811,767
372,543
732,252
957,149
495,746
767,982
370,310
205,143
633,301
482,923
204,950
641,456
808,685
97,246
857,601
800,33
292,676
423,430
202,758
530,917
380,506
620,557
222,362
293,151
738,63
457,329
776,103
678,196
633,26
340,147
680,571
193,139
168,701
151,722
624,531
851,985
985,614
383,585
769,997
205,574
302,439
884,586
192,39
13,295
163,759
635,443
193,994
652,876
354,704
517,134
771,115
372,328
442,127
825,694
842,532
21,760
44,782
797,923
1,992
429,290
320,363
387,549
846,894
839,426
395,524
215,840
743,603
451,806
592,303
210,539
290,293
746,863
611,575
726,402
453,473
121,698
514,867
277,244
457,640
698,383
227,857
740,180
684,313
120,804
452,459
885,970
218,810
315,422
785,706
492,471
670,503
935,862
724,353
677,958
217,584
325,253
257,77
374,477
673,372
491,336
103,500
959,429
525,60
873,285
242,936
711,153
76,160
21,549
313,488
872,388
455,758
489,168
621,43
255,42
180,715
34,320
148,325
456,784
43,2
280,259
682,80
104,413
630,972
409,558
587,868
548,56
205,542
90,602
7,84
538,411
979,882
406,522
630,153
740,60
315,692
97,261
168,39
13,826
723,91
787,998
243,859
907,667
967,555
120,154
900,730
864,153
628,21
821,302
237,163
934,68
778,77
195,876
345,376
41,934
723,107
112,893
929,39
188,675
831,6
751,546
863,319
231,534
716,590
128,309
309,798
469,504
603,58
748,330
885,522
602,920
729,444
459,882
759,12
390,820
920,664
575,248
189,346
788,849
854,746
356,998
276,294
934,466
719,491
293,1
556,20
117,903
636,184
864,11
323,728
591,198
118,231
796,201
597,236
832,524
53,680
636,795
884,195
862,994
78,349
197,287
800,642
280,999
35,90
872,983
956,107
561,808
954,281
907,745
888,151
522,302
555,936
771,740
561,377
708,370
721,203
931,265
552,881
783,453
291,927
499,345
682,923
604,365
555,906
854,569
143,947
170,115
552,105
184,13
420,244
696,728
184,423
749,302
789,580
143,131
733,959
595,859
113,942
287,790
894,744
31,122
613,940
171,353
514,891
86,818
818,358
259,61
46,54
771,468
448,219
786,146
711,14
345,224
678,543
394,534
924,170
75,790
29,845
15,686
274,6
775,535
452,341
721,514
139,414
405,74
29,693
744,379
9,273
437,228
310,485
224,661
805,213
556,425
336,666
898,317
890,884
821,114
846,473
162,959
178,439
716,486
684,771
293,12
103,566
778,756
289,346
608,860
897,860
197,594
556,546
329,623
109,603
100,597
460,455
895,93
344,962
680,137
120,856
169,797
148,709
516,125
505,234
437,886
38,7
818,722
734,273
226,874
578,489
369,565
672,56
61,280
527,780
329,524
132,699
941,501
138,961
521,618
792,404
638,706
825,408
448,58
546,905
66,533
218,489
585,318
122,108
220,897
972,860
582,477
572,427
60,193
379,603
629,845
264,97
925,578
670,604
712,716
40,727
101,600
123,12
320,137
202,466
389,625
918,116
460,954
438,444
835,670
979,542
200,438
537,578
964,334
52,781
461,999
368,155
614,918
805,888
584,917
222,898
919,165
136,314
458,107
380,220
409,932
743,128
540,143
585,753
809,26
731,519
493,722
387,145
412,596
505,207
81,299
515,134
727,469
942,156
913,107
344,379
531,538
730,387
925,883
726,55
212,36
935,114
187,64
145,941
692,911
28,666
479,662
834,423
297,502
860,186
134,402
782,733
816,216
836,346
762,837
780,11
339,231
157,216
665,248
152,676
323,358
759,306
412,259
404,775
187,92
74,351
689,934
204,645
21,176
623,330
422,929
768,732
748,864
132,334
760,744
445,758
231,487
590,870
692,415
961,580
171,287
695,882
178,787
585,426
464,586
49,454
840,531
953,770
729,596
763,87
302,501
855,556
92,245
81,339
495,158
881,615
438,535
408,654
384,191
417,848
753,374
584,172
301,251
700,110
776,171
414,495
687,127
166,58
397,83
396,84
368,659
260,857
991,983
217,1000
139,117
641,17
206,906
212,214
341,27
891,248
13,719
358,251
471,758
655,367
548,918
904,576
386,429
95,340
177,890
974,539
537,737
862,953
524,467
81,990
60,918
863,396
191,423
804,310
871,859
811,523
401,563
855,969
777,182
270,789
738,349
991,71
985,164
419,543
912,9
902,518
818,608
905,916
569,882
210,796
572,96
171,983
715,913
301,414
793,727
420,561
366,325
668,69
868,367
141,49
641,224
383,884
510,504
670,574
820,186
493,195
907,931
941,804
73,588
682,273
650,594
294,52
392,729
643,711
719,859
469,249
447,285
147,281
721,882
206,371
881,872
190,796
115,580
399,218
948,51
180,956
834,885
388,461
735,729
668,707
73,915
345,443
848,130
25,434
588,471
239,227
377,167
178,280
770,945
948,797
77,916
597,877
358,140
732,130
244,250
700,826
796,997
299,986
288,964
725,615
309,725
19,187
950,644
388,438
309,240
810,745
93,197
368,311
247,366
781,977
795,726
823,372
221,479
698,316
154,839
589,818
292,504
755,956
122,98
670,501
75,562
498,744
155,932
401,555
48,388
180,967
870,340
439,213
720,970
353,31
447,777
499,799
443,363
514,787
982,229
152,774
932,350
267,342
216,738
502,166
250,179
91,468
700,389
957,762
767,860
381,466
807,569
722,167
422,637
783,386
577,882
323,50
67,738
941,486
152,72
752,108
678,943
657,839
41,800
380,185
985,508
749,281
330,866
852,585
473,313
598,589
411,624
501,376
688,487
128,688
300,902
968,551
322,216
740,918
746,233
584,474
551,830
134,35
88,677
660,391
819,86
744,313
750,749
459,53
832,884
791,678
863,326
362,647
377,903
82,473
951,817
722,471
813,95
734,524
173,944
607,39
64,252
937,728
330,516
98,915
351,628
497,330
647,225
797,88
855,182
276,755
2,986
824,459
571,766
279,243
711,671
79,867
757,661
737,30
178,632
418,901
497,958
132,99
727,234
790,702
571,726
65,667
960,533
914,877
833,501
347,320
166,275
224,954
383,907
671,701
702,985
37,272
352,790
712,149
911,934
285,528
632,326
696,660
558,184
727,207
958,158
829,99
753,723
81,956
717,606
792,726
450,387
771,750
361,816
914,275
489,716
14,198
950,3
653,734
93,999
184,342
779,853
366,307
805,554
659,113
315,703
131,911
37,500
855,920
995,19
760,640
521,95
5,137
866,705
367,874
601,396
592,874
557,952
531,375
497,630
16,684
480,12
257,923
131,271
501,982
573,921
206,425
532,143
600,813
643,930
31,417
233,865
577,769
11,824
81,680
399,913
662,17
248,916
954,498
241,229
514,724
772,619
711,227
205,550
66,964
270,921
231,689
597,404
369,737
386,627
639,704
435,56
252,595
492,350
952,171
332,704
32,211
682,684
932,41
556,628
409,100
28,786
301,582
748,329
429,651
806,781
681,816
738,504
582,491
363,502
993,152
311,582
651,445
165,857
700,380
478,251
995,82
597,321
864,290
623,193
461,696
934,29
626,716
5,275
16,20
310,458
421,388
561,723
362,150
829,611
742,135
707,898
13,612
20,366
969,561
497,642
801,679
97,943
153,289
219,333
313,205
712,308
103,812
188,570
716,680
794,687
97,274
860,355
519,115
170,886
632,184
414,782
155,698
