T_i,B_i
593,98
124,337
390,825
106,973
238,437
105,641
520,367
518,484
913,40
119,349
258,466
148,193
772,94
86,345
147,48
18,228
785,639
37,508
611,465
885,138
881,20
348,305
629,788
56,488
479,454
763,282
220,210
856,435
146,458
705,176
65,135
941,846
135,482
260,45
302,196
264,60
234,122
405,845
808,758
819,621
63,756
492,62
908,559
565,95
650,778
604,335
616,497
738,442
938,611
579,317
161,444
668,230
454,144
812,80
159,944
37,703
784,881
434,18
363,950
463,710
965,895
410,55
512,690
715,300
178,373
170,210
516,609
326,527
463,598
310,271
433,867
104,928
742,764
135,519
99,814
638,870
35,136
985,596
549,871
61,757
3,481
656,825
716,48
451,939
228,429
954,693
903,424
336,316
251,409
291,405
20,745
606,844
716,244
623,393
469,979
396,237
407,859
400,423
902,284
318,984
59,511
342,408
461,57
98,847
742,101
541,161
946,567
708,63
696,124
492,547
264,525
341,180
281,565
308,996
295,899
403,116
35,559
205,515
984,450
531,863
511,158
231,699
861,592
491,538
664,714
49,755
812,862
492,484
412,540
278,783
91,369
517,506
960,978
877,774
421,854
104,212
826,706
238,470
417,470
703,523
18,202
130,325
808,918
836,710
828,677
169,608
596,753
51,608
481,380
641,751
618,430
486,52
509,652
568,868
111,177
822,900
912,832
505,130
325,957
139,593
374,94
421,55
310,499
812,62
683,125
461,436
762,564
411,578
191,110
169,819
817,64
544,225
65,852
282,512
709,447
417,628
336,454
134,132
204,841
112,173
642,733
913,40
277,616
41,754
193,522
716,594
841,914
915,914
659,225
459,318
574,431
635,917
105,558
185,741
137,497
461,951
284,76
999,679
729,426
432,150
100,66
28,92
346,945
464,612
515,835
179,782
919,634
1000,470
28,784
833,162
746,999
634,912
943,979
973,200
163,130
367,761
548,239
42,908
796,766
676,937
843,43
856,329
663,297
663,677
666,525
394,419
499,271
569,686
235,290
607,298
304,866
820,421
74,90
78,431
780,482
839,431
833,489
357,177
901,208
566,71
400,593
455,179
723,618
611,498
240,404
309,668
550,376
732,60
908,462
488,892
694,413
977,98
467,323
13,590
914,349
205,417
475,51
269,970
987,101
374,678
834,331
192,292
510,904
351,337
618,252
191,957
451,81
295,152
245,868
47,555
32,574
92,496
754,547
521,880
60,221
676,620
417,957
27,836
542,764
419,603
315,442
901,499
702,326
961,672
707,842
989,677
486,833
364,683
338,622
261,763
465,396
515,141
862,621
687,8
460,39
307,595
148,430
594,597
122,136
474,1000
426,20
825,504
641,22
804,777
681,943
678,831
483,517
426,853
681,851
278,563
890,195
102,73
327,670
126,588
938,637
399,776
623,937
889,422
872,673
397,500
924,167
410,98
166,267
508,446
169,326
374,852
283,248
563,356
109,416
783,747
642,345
863,415
334,769
244,616
112,483
122,639
609,864
411,839
624,822
232,373
704,69
525,57
742,630
190,969
329,16
16,342
672,597
481,778
79,153
826,996
632,167
715,499
187,664
330,116
962,728
628,78
14,678
636,501
543,320
295,277
245,234
393,903
162,99
957,948
359,740
492,333
64,15
842,83
136,157
627,297
588,796
525,236
358,684
619,30
822,617
178,781
727,441
77,593
41,833
672,108
957,204
619,330
482,839
154,231
828,827
903,163
563,258
500,532
697,65
995,467
545,190
249,385
602,889
615,368
25,482
843,975
582,779
831,318
839,675
137,334
969,635
413,781
342,462
914,910
59,119
378,460
197,99
956,374
296,300
187,745
15,664
265,990
534,256
400,323
8,362
392,485
833,101
549,223
802,907
193,672
581,778
254,334
65,114
124,309
538,217
657,255
556,15
88,193
224,578
950,752
231,251
87,807
157,577
999,483
364,417
856,779
579,591
618,244
943,749
24,318
447,500
3,580
347,897
468,481
963,928
734,13
650,514
970,332
411,499
687,452
354,571
468,562
200,324
699,326
340,71
890,278
869,717
97,71
973,353
615,263
695,146
66,455
997,832
974,970
975,239
92,682
398,922
576,241
689,816
417,297
398,199
510,845
288,80
427,768
180,448
182,478
662,682
411,723
261,390
227,183
176,529
199,52
504,883
229,368
65,384
367,395
942,550
448,462
192,571
866,437
578,972
348,987
377,347
646,160
50,135
188,267
252,760
794,280
247,974
63,714
38,592
919,974
559,942
952,942
488,265
291,72
113,947
386,717
842,754
184,527
163,317
565,633
877,155
327,836
198,298
392,295
357,445
139,355
649,895
936,416
521,946
167,269
554,406
466,497
899,406
529,494
326,763
37,554
695,531
304,984
939,775
611,11
598,443
245,924
453,485
574,552
555,547
882,244
60,722
637,980
100,300
607,886
655,140
142,24
494,972
202,625
664,937
773,310
294,771
911,569
534,549
550,547
143,776
381,24
318,687
36,263
82,976
268,491
132,861
909,773
173,841
221,185
46,752
208,505
933,708
289,466
778,479
578,235
939,567
367,743
685,53
61,155
506,717
536,637
729,370
84,143
59,101
403,699
571,817
110,459
670,916
387,728
711,590
608,242
656,138
543,271
860,511
428,403
269,787
612,103
953,297
377,186
619,681
247,42
359,41
714,494
237,751
228,237
1000,702
500,5
931,452
473,518
950,613
828,706
543,665
192,856
91,528
843,625
170,180
433,739
629,847
616,612
665,724
771,828
295,969
715,398
877,211
964,396
68,917
844,383
666,128
72,856
517,269
978,642
309,769
179,562
52,336
856,174
389,914
344,174
445,534
522,829
627,589
577,574
29,704
629,112
424,934
72,901
959,672
480,956
43,523
731,811
821,290
728,240
878,820
848,539
761,419
473,840
644,630
600,436
381,96
841,416
374,372
730,281
371,283
274,229
439,763
986,409
581,738
870,336
808,678
807,444
96,170
226,799
51,592
733,275
163,232
732,297
815,226
35,388
315,19
103,453
848,633
433,262
95,530
994,415
434,293
41,357
864,521
117,717
837,796
95,297
908,267
346,152
201,931
39,145
488,880
993,482
62,649
477,465
968,840
283,760
475,645
505,301
581,504
156,965
850,653
872,154
956,441
822,559
664,973
391,880
994,455
202,463
217,75
202,91
482,314
784,40
213,66
876,646
288,83
827,991
305,137
567,964
595,112
184,190
284,915
962,816
884,874
505,429
790,423
262,645
527,441
578,89
105,529
330,188
816,173
682,79
552,612
776,521
725,739
592,702
320,773
784,357
513,717
406,973
569,917
480,237
612,671
6,435
502,191
667,949
843,116
201,118
332,730
946,732
171,819
288,427
230,246
865,650
859,716
854,50
108,159
952,681
265,969
907,720
465,452
740,785
125,580
783,673
397,570
401,383
438,162
914,983
84,75
303,761
135,171
768,87
129,441
454,581
785,589
702,383
113,463
595,290
805,221
393,909
634,860
538,88
84,350
118,223
42,745
240,481
889,732
393,965
355,727
926,550
563,213
648,19
663,892
334,881
160,303
231,507
569,159
28,538
488,120
753,49
729,289
989,334
198,498
223,570
444,939
111,95
805,570
62,365
30,643
551,1000
423,102
671,623
585,393
777,818
266,117
439,96
945,617
161,469
54,363
710,690
304,11
746,950
235,999
858,687
355,920
472,40
375,366
190,428
131,682
107,602
632,751
799,436
911,974
266,743
605,654
393,650
240,285
167,821
780,909
738,795
521,370
872,490
680,320
816,169
165,640
408,558
39,734
202,964
923,86
928,252
750,78
385,896
184,344
19,15
880,451
844,623
547,715
855,175
55,616
621,163
798,5
623,431
794,520
214,957
975,481
30,361
710,179
520,941
973,165
643,198
628,487
59,487
525,2
843,923
366,177
774,30
236,932
521,588
168,173
670,617
110,280
573,635
619,460
838,321
273,883
65,399
453,63
749,385
762,503
271,556
412,983
714,498
72,539
698,300
908,745
514,678
196,167
682,862
339,689
966,741
958,894
412,595
314,89
522,652
545,457
393,599
70,45
705,411
12,689
818,445
434,791
697,283
840,142
679,10
257,808
952,46
744,730
699,33
143,668
310,108
323,944
924,648
208,634
543,608
856,274
985,22
943,225
983,626
571,947
809,665
802,528
240,601
204,669
685,761
110,11
144,465
457,152
289,301
671,225
377,377
423,33
290,619
731,739
704,343
512,327
943,127
183,562
724,354
8,719
483,248
51,32
141,510
959,596
682,954
761,610
771,35
532,957
945,454
534,920
876,485
975,849
941,409
573,293
374,44
621,204
677,486
198,931
853,333
611,805
131,739
603,352
74,17
521,541
996,229
704,623
223,466
195,331
523,812
533,992
175,748
596,104
423,245
424,246
644,66
62,764
243,847
182,870
230,145
717,746
312,249
450,108
48,888
16,371
316,278
652,64
515,793
761,598
370,245
130,898
199,152
748,563
660,33
229,261
239,930
158,371
314,809
943,132
873,100
759,954
73,197
877,58
576,587
215,939
118,576
83,963
407,321
391,290
488,122
530,951
311,668
448,756
709,694
103,638
657,630
73,206
474,460
263,364
708,301
108,136
720,933
40,766
798,595
52,137
55,330
92,161
623,499
227,762
64,330
974,25
991,679
296,373
403,453
358,856
734,610
281,132
263,225
234,186
784,814
327,464
27,80
428,570
651,109
403,121
623,382
964,974
752,611
566,101
870,761
3,633
997,242
313,486
580,121
205,690
419,897
722,850
220,573
406,819
575,838
306,34
14,83
121,275
194,299
597,394
688,618
502,736
369,420
755,246
891,7
531,327
912,642
874,743
692,573
247,369
185,273
886,534
310,122
332,904
641,241
815,440
502,689
441,541
494,202
354,203
198,502
1,192
897,153
485,418
344,514
353,849
31,685
507,830
600,837
50,372
218,672
20,520
152,875
977,786
823,769
28,297
884,537
487,480
744,975
435,10
290,22
493,417
28,237
76,997
358,330
838,651
873,675
902,871
224,714
381,928
387,641
622,846
22,520
800,557
286,582
203,882
54,412
215,852
833,75
251,992
301,657
807,965
957,657
555,298
556,486
708,785
360,869
646,396
215,479
457,201
291,265
805,482
410,865
585,691
235,187
884,374
488,9
58,661
111,885
329,277
464,586
951,455
162,566
956,523
888,110
677,177
76,27
416,736
132,655
360,340
106,378
885,660
30,252
330,390
349,933
883,323
609,926
427,43
348,593
284,205
769,638
237,685
409,627
809,769
23,716
188,235
81,13
791,119
866,607
954,439
66,930
504,964
509,347
935,291
85,220
518,956
258,58
986,264
375,976
492,462
36,681
7,182
258,641
925,628
309,208
276,2
251,631
472,751
180,597
266,36
749,974
611,885
888,270
46,44
916,169
558,441
336,489
370,617
860,752
51,493
230,798
449,491
17,679
190,441
138,462
583,673
881,829
358,376
72,576
497,703
67,67
469,100
867,752
37,550
340,873
987,434
55,759
749,322
272,583
96,667
826,933
93,700
664,828
599,947
781,183
5,41
755,391
426,274
362,778
742,806
853,704
796,86
743,642
460,871
346,933
1,939
619,168
687,16
222,439
412,348
835,838
95,626
533,840
88,950
686,549
30,56
488,854
585,641
312,210
622,394
844,614
803,463
969,305
711,913
726,460
984,73
852,902
774,484
648,665
303,25
281,430
305,287
392,659
17,185
790,942
768,628
990,151
348,501
759,906
581,553
353,467
478,416
665,995
530,629
961,506
261,72
871,870
747,74
711,328
261,992
119,869
113,879
308,641
72,351
185,218
280,636
376,805
206,969
21,458
702,644
663,807
383,569
32,625
11,849
850,105
81,48
755,286
225,217
941,245
44,790
504,239
171,152
19,171
879,741
385,659
953,177
588,370
836,961
53,662
815,407
51,229
411,339
674,221
604,192
263,488
463,302
448,5
976,820
421,703
399,633
