T_i,B_i
736,546
499,826
290,811
943,52
189,587
664,967
555,394
67,223
704,45
130,787
199,812
695,454
982,420
616,271
545,886
362,618
497,154
113,84
396,558
57,328
523,831
257,468
80,149
59,628
916,860
919,790
961,265
544,467
95,647
741,774
692,430
101,801
198,226
694,137
788,547
928,573
598,292
353,286
43,133
994,886
473,827
866,330
260,460
633,549
998,508
821,537
641,778
863,693
965,159
802,907
224,966
904,579
717,18
629,858
993,966
971,509
354,657
113,279
452,57
534,809
70,162
947,968
475,255
393,391
32,382
5,37
768,628
805,471
310,614
911,14
610,563
48,844
559,106
443,40
643,939
16,645
821,278
960,229
702,361
8,573
510,234
140,111
250,455
947,430
478,338
462,509
447,726
367,52
480,959
60,198
156,943
568,147
424,360
164,792
656,486
558,166
495,183
680,908
709,528
400,395
800,624
298,111
690,499
156,244
240,608
175,951
685,985
918,114
65,794
445,147
651,894
279,496
477,97
361,616
994,64
232,955
859,250
336,417
508,463
551,931
468,435
780,207
131,38
802,131
447,145
943,211
22,101
335,321
109,608
80,631
934,86
52,758
408,18
302,500
859,338
159,762
547,218
634,693
507,874
290,684
785,303
672,229
661,254
321,983
379,942
495,813
732,670
792,505
55,80
481,511
645,386
518,143
157,242
418,20
920,867
583,989
570,3
810,151
874,190
984,879
156,233
614,757
193,968
88,992
114,370
386,236
187,896
562,753
629,309
928,678
915,734
680,61
689,731
644,270
73,345
885,520
444,101
765,16
523,80
677,1
633,556
834,910
895,582
691,174
748,330
988,391
992,705
499,569
495,321
710,63
604,769
2,63
28,23
111,947
504,173
79,661
382,839
179,608
69,561
376,784
752,576
773,558
394,999
212,261
784,172
27,926
83,465
851,325
395,538
863,436
962,520
901,424
72,591
666,938
26,855
783,316
826,514
503,540
923,37
575,498
422,293
440,298
501,293
972,19
266,158
377,119
805,533
962,828
860,896
611,186
31,967
338,200
627,157
299,223
111,74
503,635
951,519
75,188
279,429
447,474
634,204
812,410
594,757
495,731
638,904
524,971
743,834
383,569
864,459
628,555
275,835
581,4
439,236
698,389
977,485
761,372
947,630
594,545
700,806
925,503
341,94
773,851
732,709
119,45
844,165
527,583
486,274
303,64
453,873
110,802
5,992
962,34
60,982
514,727
644,369
102,575
761,825
26,267
770,914
990,23
704,481
749,206
582,860
150,690
587,849
827,117
655,311
218,64
372,409
108,944
571,587
366,173
609,198
109,896
100,890
370,398
388,67
707,882
909,113
663,131
243,108
550,444
866,865
586,359
187,75
554,437
299,389
976,615
622,438
848,333
114,389
727,803
638,819
306,135
424,424
917,570
76,462
742,590
550,373
540,670
785,763
161,63
411,862
431,504
318,216
269,356
364,983
318,940
678,141
646,314
343,839
54,300
449,249
292,375
335,165
242,223
83,65
849,236
833,291
953,470
496,402
723,321
428,251
459,835
141,574
434,891
939,759
370,365
599,988
822,772
796,161
193,923
589,633
455,456
687,49
187,503
84,764
589,545
446,531
510,759
638,894
654,582
464,403
785,891
800,570
384,286
909,172
148,327
158,405
367,160
389,559
343,840
291,47
984,443
172,824
490,266
325,322
54,345
912,767
208,607
255,603
702,55
72,35
734,256
780,330
122,480
317,701
649,696
428,493
573,559
691,629
217,119
244,45
178,636
512,103
798,753
750,536
942,34
201,59
822,257
773,678
567,526
212,572
160,131
457,457
717,594
976,87
680,328
641,514
626,827
306,648
435,283
333,747
486,60
795,318
474,469
320,818
389,741
113,293
885,542
303,227
973,345
980,562
569,935
505,30
921,748
2,142
226,100
781,537
288,45
667,99
420,670
431,784
9,414
838,156
638,105
591,758
581,593
799,153
130,731
733,793
703,495
253,467
122,879
723,642
574,349
438,753
529,513
790,353
916,816
23,110
392,754
823,812
364,387
309,484
702,520
747,863
605,420
633,699
561,820
803,427
295,796
172,295
512,109
50,243
134,847
424,28
240,559
600,339
649,902
920,540
220,703
264,806
655,62
179,421
298,266
527,566
216,189
557,289
232,105
580,622
389,236
2,366
943,780
42,946
993,81
362,419
513,97
829,732
722,164
442,481
896,581
74,721
886,895
470,247
745,478
749,65
556,987
771,847
525,846
690,838
885,192
54,706
395,251
713,858
436,499
222,315
269,453
458,162
356,882
709,465
108,607
65,78
626,404
445,900
428,653
727,382
678,856
233,311
755,390
937,853
388,65
289,879
912,738
882,805
17,764
3,56
260,367
264,23
467,258
869,37
649,206
733,878
898,184
295,101
533,319
113,989
573,582
689,567
360,806
429,651
135,795
447,836
989,966
94,159
995,656
988,942
665,795
610,861
588,744
598,111
22,938
712,49
45,461
775,958
638,944
998,787
228,5
49,872
530,286
509,559
614,215
689,75
401,662
506,717
556,86
848,939
358,189
421,280
687,212
986,244
850,694
880,407
829,946
875,44
6,555
850,314
572,507
476,803
697,691
883,835
273,269
793,317
984,595
420,177
895,377
711,477
650,47
313,36
555,195
77,442
966,922
409,824
195,622
695,927
625,627
132,973
448,326
569,674
917,775
441,77
103,727
581,782
287,24
962,944
993,380
828,563
947,175
82,953
996,803
102,874
858,695
445,146
52,536
227,116
924,241
741,578
727,247
869,200
659,450
