T_i,B_i
834,165
276,766
611,291
512,122
328,750
229,558
751,466
919,560
306,568
811,396
829,717
262,559
833,356
336,364
148,780
163,465
715,361
523,437
870,54
543,265
53,633
476,451
201,454
350,116
343,898
955,813
932,865
41,175
808,702
133,37
116,181
934,53
160,444
658,41
913,670
126,793
394,116
544,364
223,778
671,421
855,859
809,37
257,498
582,518
823,881
689,656
984,82
950,282
930,541
219,622
172,257
111,350
167,373
708,511
111,492
27,689
187,355
187,740
158,480
382,628
240,914
536,730
676,542
19,243
639,572
405,350
197,781
765,534
366,625
134,286
168,47
909,549
394,874
866,450
753,582
121,966
742,612
662,939
72,498
557,915
652,337
761,215
255,980
275,138
248,155
215,506
826,246
474,224
343,292
878,255
972,579
480,514
996,392
476,623
230,723
624,751
508,984
153,304
553,954
87,979
672,507
374,625
659,301
345,174
839,874
26,823
842,214
638,613
750,303
104,855
57,983
544,169
854,466
902,92
939,312
628,98
631,927
211,940
332,623
398,209
955,469
322,559
735,462
953,209
283,124
146,697
781,536
25,670
86,8
323,95
695,968
349,200
922,968
826,880
368,856
656,34
34,50
97,788
340,193
994,746
866,607
174,795
693,437
381,289
704,251
431,422
974,563
358,436
618,713
530,482
964,924
220,867
769,458
166,363
873,33
942,159
494,347
725,454
171,871
980,275
862,153
566,307
964,809
422,728
447,931
190,220
366,21
913,324
222,513
142,531
3,844
467,645
485,349
205,397
846,906
443,780
809,324
910,792
39,784
771,405
497,246
499,169
500,76
949,465
742,599
867,200
488,664
739,583
409,560
372,204
702,493
291,304
719,811
186,984
58,512
397,824
815,735
675,836
266,351
190,140
312,807
345,463
392,299
926,553
576,904
728,53
598,428
223,599
109,982
645,397
252,622
26,263
452,242
98,64
643,668
215,135
436,969
676,619
989,500
472,959
669,257
154,204
554,463
947,923
845,608
490,427
725,268
107,906
685,223
886,366
573,595
301,283
796,239
791,596
546,868
500,907
955,333
101,20
554,190
500,777
893,488
461,937
74,949
665,964
297,201
270,695
80,600
736,474
834,255
845,644
95,746
614,592
369,422
242,782
785,191
82,511
655,292
366,51
652,775
748,364
821,571
110,282
592,390
22,843
866,24
30,526
886,932
472,928
47,299
712,825
230,862
157,432
533,464
202,996
244,230
718,452
265,353
970,885
766,783
874,671
260,880
323,271
133,950
880,122
586,742
380,767
410,85
546,737
572,119
527,980
997,495
324,803
55,930
619,98
925,143
936,504
105,634
472,355
169,160
723,433
137,125
345,504
476,386
267,645
970,405
236,100
240,611
668,983
484,156
432,610
606,117
424,371
975,816
732,379
544,749
401,695
263,875
318,202
483,663
728,680
471,171
863,455
748,192
476,72
761,767
802,698
532,197
384,214
670,252
508,896
250,181
970,826
50,786
88,15
123,173
696,269
79,897
53,41
344,761
541,284
986,977
814,824
442,708
512,554
813,299
169,20
470,884
855,320
766,909
722,533
409,474
340,702
5,48
588,191
629,130
125,119
355,149
732,410
14,242
55,351
283,466
534,168
468,220
710,194
407,471
124,606
786,874
922,652
900,676
710,596
276,951
396,541
752,651
66,528
222,93
532,350
249,35
481,831
876,573
343,583
103,752
588,590
125,30
744,173
601,129
450,498
102,561
112,565
369,413
807,342
397,194
876,824
199,887
555,945
473,582
331,716
691,334
602,524
203,718
143,332
841,855
237,317
43,491
915,375
386,756
939,511
345,476
774,571
404,296
787,232
944,620
643,646
259,699
86,225
774,858
45,88
341,606
875,682
453,983
892,881
503,892
758,791
920,479
838,450
615,512
432,343
607,225
627,163
542,548
603,181
89,741
338,789
486,649
466,554
406,549
258,453
558,383
306,748
613,250
864,882
532,18
751,328
858,170
501,362
651,805
212,643
747,147
102,370
932,673
44,823
991,875
792,613
256,133
945,681
629,883
52,984
795,387
64,212
364,473
501,883
554,156
560,432
445,970
891,465
872,671
590,897
571,123
170,461
23,304
636,861
93,991
986,859
580,8
768,537
21,347
462,597
257,443
514,137
805,151
750,624
778,376
472,542
509,828
850,924
537,798
888,932
50,140
720,885
512,179
722,129
154,780
578,997
51,617
653,234
289,237
727,125
966,864
598,720
383,983
421,760
853,410
849,876
404,60
358,515
517,57
511,579
324,994
862,654
625,694
624,617
894,69
352,943
283,841
482,920
743,582
354,578
393,636
518,230
415,994
309,921
404,95
791,22
749,518
397,657
269,154
358,995
951,923
891,256
128,392
163,228
139,944
982,422
681,386
142,706
305,554
246,310
711,109
938,4
496,1
161,755
469,336
517,23
466,463
999,796
543,536
368,420
619,799
235,959
151,108
662,24
15,885
610,969
640,360
905,995
253,750
394,439
297,496
712,191
452,120
107,877
767,770
85,797
501,222
403,225
207,391
279,245
183,773
419,826
413,330
967,656
781,162
633,498
602,368
253,588
410,636
351,872
741,154
203,274
127,600
495,875
798,239
430,77
609,813
268,211
485,90
519,56
853,514
416,980
133,28
133,246
550,393
473,410
886,168
417,328
970,407
432,474
717,794
771,114
456,971
529,666
917,672
537,693
671,855
34,879
957,877
582,148
25,972
15,985
43,487
736,202
456,415
870,606
745,988
575,989
482,445
889,611
186,605
658,937
765,770
269,837
674,38
356,18
454,120
182,164
343,968
450,1
414,84
17,578
256,605
605,402
988,251
997,974
206,522
618,156
6,470
576,338
745,830
511,868
788,205
802,232
5,570
960,864
576,929
120,966
554,116
786,477
232,90
500,603
725,70
485,190
708,852
223,984
343,166
246,116
192,212
404,346
450,168
47,459
791,745
350,141
592,320
823,554
778,261
66,753
254,333
563,886
499,541
706,276
876,756
527,902
790,104
7,636
676,288
269,421
752,764
341,481
616,264
356,514
224,919
910,305
748,729
826,427
208,394
989,74
899,893
658,63
237,706
927,865
107,869
279,50
95,579
830,677
569,834
61,660
957,291
91,1
443,936
858,155
977,583
640,327
374,105
553,760
849,718
880,318
124,781
831,289
118,245
289,637
500,756
737,388
359,626
472,18
760,47
542,4
530,919
228,341
846,328
321,262
841,293
713,336
935,241
146,254
526,709
872,142
948,490
414,533
316,34
508,273
593,560
714,153
954,415
609,343
687,699
531,470
140,8
48,236
468,422
326,284
166,207
659,957
537,961
624,753
617,375
808,662
300,814
921,297
295,562
101,742
47,311
