T_i,B_i
977,227
580,388
907,541
654,493
537,702
481,733
549,370
698,726
397,13
843,686
949,440
817,726
615,686
858,616
237,931
338,820
990,804
794,206
429,769
498,479
335,653
937,607
372,386
280,416
765,652
803,627
704,343
558,967
669,313
431,193
269,320
62,190
180,797
584,814
119,899
21,353
671,224
219,669
360,38
168,131
62,449
929,87
909,899
327,59
357,993
736,719
474,280
111,159
953,539
154,560
468,524
115,298
816,646
72,116
80,840
329,716
781,856
248,946
803,642
744,750
194,130
333,698
748,73
341,628
636,310
894,59
421,556
931,125
790,24
576,160
55,695
38,81
139,496
938,53
919,210
267,844
913,933
526,229
265,275
722,96
177,386
441,796
620,174
944,363
760,468
954,30
937,439
612,344
636,791
850,671
731,179
750,359
16,548
892,2
829,61
241,193
718,684
999,512
440,642
947,286
369,46
897,790
988,940
975,968
996,206
588,302
126,406
804,39
827,452
428,313
70,624
625,828
273,611
318,9
918,508
129,860
839,571
760,515
678,253
669,797
68,54
247,368
92,391
130,374
829,618
202,605
109,603
59,938
601,787
84,569
424,230
817,121
327,677
723,55
200,853
630,598
91,340
877,898
114,965
416,510
179,974
406,689
989,182
831,182
183,365
435,491
768,877
619,776
853,572
782,766
128,350
656,390
451,122
369,71
551,526
546,325
757,752
528,565
339,507
187,419
61,435
286,772
876,468
972,526
363,756
656,795
525,880
314,206
749,790
192,344
103,483
615,601
271,921
311,236
381,379
818,344
285,582
462,211
353,664
624,410
167,744
882,244
391,36
209,226
317,534
567,300
70,915
652,748
617,588
277,676
102,24
560,996
860,719
51,702
324,851
794,639
813,713
902,568
967,962
75,467
239,121
459,27
912,344
583,845
159,352
220,294
411,308
340,313
548,766
673,528
821,67
571,578
122,725
93,470
594,624
564,768
759,944
810,78
745,943
388,102
334,687
957,828
858,216
327,338
191,170
223,248
825,930
381,760
687,788
776,643
663,417
342,870
218,257
769,597
537,823
846,566
860,284
134,421
644,977
716,829
703,789
741,864
668,460
142,282
869,371
737,556
914,528
544,643
649,461
68,207
446,9
1,97
417,566
168,505
640,65
325,720
394,630
670,34
863,514
964,182
582,189
442,1
257,855
435,764
658,445
83,328
603,997
450,336
991,760
23,259
727,950
360,504
998,954
788,335
940,52
534,426
101,281
908,533
569,527
684,418
158,935
208,281
754,946
691,206
767,193
684,653
290,922
940,41
658,543
151,813
990,864
561,222
121,621
993,466
38,363
679,121
579,747
809,28
356,246
623,485
628,296
144,233
331,899
652,420
345,200
260,241
676,173
598,228
165,472
959,963
275,935
908,50
391,217
192,926
810,445
844,882
222,49
691,996
765,148
173,660
301,608
609,12
469,389
593,626
810,914
22,508
262,93
261,651
594,647
32,72
968,129
451,265
854,249
660,666
834,344
524,933
814,409
61,803
531,105
125,519
413,731
797,804
734,708
760,481
472,872
748,240
27,129
939,546
729,807
13,10
627,248
741,307
374,129
403,299
485,462
61,650
659,506
143,481
981,661
277,809
915,421
932,723
38,530
982,586
619,2
136,743
815,333
169,556
535,711
182,135
100,290
240,928
172,526
341,926
522,470
753,202
577,810
112,325
174,92
457,694
196,174
816,531
551,621
37,12
96,506
17,650
963,953
586,362
296,942
98,37
204,139
657,855
807,892
957,173
258,574
26,530
554,904
163,899
636,618
320,654
705,328
304,596
875,627
157,704
35,812
568,342
913,142
297,386
396,93
320,768
975,215
567,90
680,122
161,368
879,638
20,765
611,145
890,982
663,185
48,629
355,511
177,295
433,633
735,453
419,341
856,323
637,685
387,967
290,433
805,334
207,248
366,813
346,379
307,18
722,346
41,485
225,925
6,477
898,49
190,15
822,376
239,331
682,565
116,994
799,398
16,272
646,526
461,412
59,388
340,337
120,54
320,527
413,63
898,737
544,670
917,321
396,779
954,787
384,423
847,411
434,502
890,80
287,198
737,284
706,931
155,675
158,16
133,194
630,48
970,138
188,380
204,302
741,466
991,404
337,131
828,895
779,496
177,407
120,628
832,313
576,62
457,725
711,298
491,704
841,17
57,532
371,215
510,66
42,202
740,573
816,89
786,843
253,205
90,752
948,762
991,721
771,563
642,969
799,219
926,744
741,944
777,914
97,408
707,33
484,14
294,771
468,674
961,225
529,530
427,591
189,234
737,448
260,278
610,381
882,834
362,694
527,928
867,436
646,138
417,421
624,381
930,755
675,215
709,260
884,856
786,257
694,233
68,888
578,926
582,577
174,544
395,187
147,817
801,225
188,702
44,881
685,950
584,409
470,226
831,701
294,546
173,971
409,6
3,182
877,683
551,50
874,83
623,685
522,150
828,90
522,988
699,242
295,619
201,454
317,95
471,6
376,683
454,218
356,965
542,480
169,203
107,541
364,324
330,766
352,782
583,349
789,243
58,379
206,794
207,346
346,240
286,596
346,432
143,346
16,552
853,163
375,319
806,562
29,481
302,431
490,848
110,272
305,365
745,558
869,635
838,38
697,95
155,569
532,397
839,930
351,694
133,992
664,666
693,581
377,176
984,285
121,3
326,781
399,827
742,561
181,494
197,845
126,132
4,505
256,393
74,771
18,745
750,814
691,790
208,863
197,355
810,581
253,4
812,281
525,899
686,250
333,185
505,766
215,422
339,771
628,468
250,48
197,845
289,273
349,593
649,151
991,668
566,57
307,286
913,743
327,66
728,979
806,689
597,501
506,920
373,853
111,392
642,289
133,706
589,605
965,821
802,114
757,755
200,178
620,281
458,483
790,123
610,507
930,841
972,518
923,170
977,540
144,639
388,36
158,965
98,480
355,935
414,893
420,824
448,177
21,816
363,75
75,512
268,946
311,120
773,594
545,533
75,142
855,21
406,782
960,264
820,73
476,403
158,71
143,859
369,440
787,212
268,539
305,751
464,696
372,201
807,503
493,434
129,397
287,41
371,257
31,195
77,440
253,313
837,333
718,723
503,46
714,162
603,756
820,631
882,586
484,787
31,937
738,175
382,479
978,47
696,435
134,338
626,708
124,10
767,958
185,806
712,1
991,29
747,936
660,556
136,269
399,572
280,880
116,738
565,86
186,293
69,44
926,892
689,533
603,815
890,429
426,950
916,989
668,141
673,372
15,829
796,689
741,577
530,740
135,531
966,219
472,912
127,408
628,123
547,97
710,108
638,974
882,52
724,219
60,270
13,917
327,681
171,82
668,412
110,551
267,468
508,624
146,895
303,840
465,589
214,248
624,673
291,672
886,884
353,843
380,416
914,224
228,238
204,948
431,267
334,256
126,494
33,335
155,663
199,345
671,766
828,801
765,852
601,704
363,550
905,225
817,292
833,229
275,716
566,904
260,747
813,425
666,55
386,47
785,966
782,464
493,468
960,411
179,449
721,946
290,157
456,589
5,1000
801,194
310,725
384,314
854,88
468,500
278,119
675,896
485,126
536,530
914,16
338,546
611,943
521,910
250,898
934,465
510,812
5,524
932,500
559,564
63,31
400,4
885,301
125,307
232,324
146,821
365,873
181,558
340,747
903,348
304,483
405,388
430,526
907,855
869,669
295,775
166,173
106,274
681,149
520,333
319,879
580,290
210,644
124,530
338,556
717,535
993,778
645,955
391,640
331,126
493,890
945,859
484,965
234,626
355,312
939,7
625,811
325,413
268,206
740,894
128,991
989,703
11,966
632,626
627,921
570,381
477,471
117,589
33,633
73,949
736,750
479,299
522,684
800,296
485,346
224,499
786,570
684,205
348,641
952,862
344,638
636,105
975,549
539,905
440,416
347,273
273,49
69,501
513,250
684,644
64,495
836,994
399,112
640,393
774,988
475,692
117,143
359,203
91,962
656,635
258,743
77,806
460,626
36,884
88,101
400,25
949,831
819,959
374,939
695,314
593,72
677,346
267,931
712,572
994,59
757,702
95,87
559,360
797,235
937,480
795,597
520,532
812,371
455,22
728,953
650,292
576,974
194,876
56,428
375,46
956,222
716,482
187,133
682,999
217,110
618,748
133,126
372,723
452,612
543,771
74,235
99,225
812,741
376,256
68,828
439,747
37,355
606,290
435,3
759,760
530,314
753,470
32,625
808,848
150,800
718,359
267,229
181,733
390,932
960,831
291,757
213,469
774,585
849,101
541,823
434,430
678,311
641,709
801,918
850,981
814,601
34,462
424,217
984,852
965,654
91,324
530,619
401,386
314,331
125,577
877,254
715,998
998,271
204,449
897,696
106,714
553,502
609,809
196,690
947,79
651,126
139,658
1,323
967,886
208,198
57,259
69,344
88,809
454,31
614,5
384,569
346,254
158,761
513,969
75,979
873,268
136,840
773,385
425,836
813,834
2,373
929,550
664,507
346,98
400,778
124,548
596,25
49,152
184,439
961,213
65,480
590,779
387,904
919,843
569,733
509,621
891,752
47,292
858,477
436,346
505,429
862,700
37,853
553,162
519,468
828,670
298,516
986,923
832,642
111,470
136,371
95,726
326,350
772,592
67,256
24,878
310,523
632,853
797,481
349,557
422,139
135,629
143,665
107,858
576,236
495,738
32,862
22,151
143,858
87,582
497,266
217,226
926,420
570,75
62,892
233,465
468,382
769,555
852,476
792,783
400,444
96,620
663,371
597,289
255,680
671,819
183,120
