T_i,B_i
426,298
935,584
144,898
417,822
304,574
643,393
83,155
754,386
382,133
835,124
308,846
575,938
185,37
403,629
673,370
113,75
192,589
690,650
844,783
679,106
707,921
475,427
826,606
321,12
595,444
84,309
293,961
524,622
811,458
50,345
313,191
858,792
581,889
953,919
374,862
201,900
885,933
805,72
459,640
981,419
215,584
354,74
588,178
527,791
809,241
704,698
519,723
116,799
581,28
653,186
68,982
487,817
731,377
261,793
571,323
436,312
400,49
898,428
698,902
540,263
884,686
298,151
565,531
387,176
114,541
19,763
412,43
521,23
677,345
137,653
316,484
89,957
980,624
452,659
883,938
45,604
5,494
829,656
915,548
247,570
373,302
616,964
78,342
460,819
730,869
893,877
544,718
134,564
757,65
966,251
442,770
813,762
54,545
998,237
766,503
959,565
408,62
137,167
55,435
48,454
136,855
686,129
965,121
602,363
304,897
154,689
986,108
173,515
755,812
908,361
96,131
626,679
719,939
826,159
681,585
371,142
866,599
802,924
43,849
158,453
231,972
161,860
838,212
202,542
918,26
496,679
893,875
421,284
292,972
814,420
459,224
620,820
590,433
180,764
767,914
510,929
322,258
37,400
702,72
623,264
984,545
207,74
140,592
810,661
826,75
774,976
825,842
126,595
310,579
432,352
543,766
972,228
868,732
153,172
320,520
948,312
808,712
461,932
851,254
199,285
771,697
843,296
308,585
463,381
586,629
701,550
210,935
166,645
342,877
56,332
404,353
235,798
24,823
706,593
360,674
681,233
512,484
886,312
722,403
545,461
729,107
440,238
921,306
401,151
693,531
167,393
23,277
898,81
392,54
572,261
281,215
307,375
709,503
169,422
950,104
404,302
271,805
856,718
651,49
334,264
199,356
192,740
704,595
467,696
902,306
502,854
727,801
415,588
350,560
988,39
308,169
763,276
594,987
184,108
758,796
267,569
180,921
452,874
747,324
344,799
696,371
845,973
240,39
980,247
70,691
822,57
684,648
364,609
367,787
176,789
777,288
387,998
219,48
707,551
393,535
129,626
508,418
766,146
819,815
160,907
408,310
828,131
743,729
797,460
731,199
153,103
493,530
758,254
363,566
1,472
252,513
182,418
969,865
17,420
495,360
133,708
126,176
765,954
786,842
432,156
477,752
827,268
518,288
303,537
14,219
81,237
934,778
759,959
169,879
181,509
339,654
333,715
272,614
360,791
9,853
193,68
637,925
560,472
108,971
799,512
957,474
869,90
921,81
466,326
913,464
170,94
943,739
165,669
508,375
40,656
912,187
891,927
63,31
271,970
717,742
618,112
851,650
331,651
112,809
118,32
230,497
749,455
627,812
77,229
454,369
489,287
986,163
909,516
358,183
272,661
676,604
299,126
171,819
86,773
525,314
731,288
276,440
400,223
742,426
39,91
380,240
624,398
366,332
739,730
