T_i,B_i
720,765
735,87
766,78
139,603
867,876
918,729
777,149
182,499
652,789
563,701
457,346
497,194
784,331
432,640
155,210
224,378
623,348
149,131
57,809
955,555
355,410
71,949
172,495
952,200
909,719
612,606
424,485
121,192
177,25
363,576
956,893
495,183
927,712
713,812
509,492
166,894
253,755
637,663
616,660
279,616
470,942
762,271
286,347
818,757
531,1
740,152
941,277
94,428
453,917
183,382
747,975
816,922
2,116
985,325
644,515
924,157
881,15
857,319
688,397
437,520
689,747
3,565
192,474
290,258
245,909
892,120
492,57
288,266
566,849
145,525
651,655
354,344
481,170
340,966
336,860
851,166
651,173
783,59
294,916
557,767
496,770
102,95
975,405
769,483
827,236
496,574
23,869
505,962
322,86
296,607
882,111
281,374
772,536
968,595
713,251
274,615
934,505
352,530
516,876
796,695
202,987
593,228
632,96
31,904
672,532
56,396
867,376
512,828
646,236
180,587
775,599
835,17
245,575
827,954
896,477
737,456
96,218
87,79
768,46
671,861
765,163
203,146
816,980
838,760
844,230
501,569
286,693
844,308
357,85
980,434
650,870
684,699
352,164
714,803
161,838
418,441
52,990
258,611
333,657
35,784
485,227
758,871
277,645
168,212
723,212
723,476
775,300
521,599
94,122
845,813
614,19
389,64
75,644
678,373
562,918
863,787
202,975
219,274
161,775
19,736
266,211
885,304
402,401
794,67
211,784
416,441
392,302
330,71
623,538
159,878
740,466
377,599
748,75
264,636
278,938
130,272
770,720
922,55
627,929
768,858
758,297
145,771
682,39
371,55
515,855
420,112
2,164
129,633
622,991
161,896
412,736
119,509
614,349
188,241
618,872
690,611
485,82
579,355
950,873
29,61
359,692
35,206
179,946
690,736
760,185
768,269
238,994
650,394
658,97
232,727
924,477
876,798
99,331
802,136
691,921
616,432
942,763
352,806
733,198
81,480
840,738
129,669
379,948
329,957
111,31
844,31
201,998
104,992
73,25
249,327
672,645
810,763
108,227
928,38
295,354
595,653
135,196
1,252
375,463
156,259
471,60
193,328
648,432
115,671
861,493
949,345
51,276
457,851
945,305
700,186
473,892
927,144
981,707
307,232
904,308
197,983
956,615
846,203
238,690
78,651
764,837
755,572
823,986
286,847
737,827
53,419
539,205
76,519
553,663
283,904
275,358
722,120
475,951
209,281
242,186
471,133
202,197
593,619
5,68
361,297
18,164
550,415
272,844
250,232
415,64
651,920
517,63
766,607
649,775
903,255
713,69
66,213
65,690
144,187
622,635
215,758
644,473
24,385
77,725
118,668
376,828
552,571
83,902
490,579
478,301
33,694
857,444
944,552
724,723
975,692
650,201
761,170
554,263
851,727
981,969
910,850
818,461
24,954
120,531
941,950
745,922
207,126
23,548
694,772
715,129
376,947
476,451
717,615
213,859
288,905
627,183
609,449
786,917
770,260
806,555
944,917
346,453
634,61
212,621
53,612
601,285
484,452
637,257
852,607
151,203
973,14
668,28
681,406
409,622
586,173
366,979
766,975
88,284
446,960
278,35
814,77
181,574
610,909
261,724
735,707
488,320
260,228
237,391
928,322
723,4
293,779
336,654
422,677
67,147
93,820
729,954
816,645
223,937
698,690
510,419
897,549
377,260
321,596
575,141
718,858
317,43
939,241
227,521
85,706
498,127
30,516
134,733
822,831
451,69
303,809
705,859
942,697
32,700
374,297
248,666
425,965
924,21
383,986
135,538
392,225
987,434
378,375
239,665
588,432
616,202
975,537
928,259
75,418
450,376
142,521
55,337
998,415
676,799
706,692
615,604
719,369
825,732
229,450
83,118
989,866
63,409
795,210
945,980
527,378
635,223
809,686
638,637
579,996
224,483
430,288
436,526
595,22
342,827
871,538
170,377
798,77
185,130
789,491
408,946
222,338
5,816
306,760
192,395
122,980
554,632
933,415
69,426
809,741
578,663
288,393
955,916
849,935
445,818
777,385
294,728
417,78
448,774
428,601
107,636
914,648
984,926
960,456
448,782
553,77
390,787
658,839
459,234
827,478
136,682
38,453
749,282
294,534
931,76
739,915
875,607
792,481
227,854
426,498
635,671
918,85
610,597
938,919
347,695
598,405
829,194
954,710
693,733
627,670
108,772
662,751
17,437
484,529
966,712
649,63
320,259
206,377
724,629
878,841
854,342
587,282
414,324
356,610
686,513
58,886
680,233
575,785
791,479
333,89
941,707
747,277
616,445
991,237
773,631
603,231
28,598
343,351
820,847
772,375
962,785
114,822
374,925
696,344
592,367
410,483
852,793
133,443
396,770
921,625
305,773
673,544
100,365
576,808
27,949
84,729
960,559
817,851
442,55
926,702
26,953
404,624
915,52
26,416
69,503
646,271
727,676
865,406
613,996
114,487
181,418
655,797
144,404
560,253
638,623
573,300
230,85
74,914
492,859
821,383
784,335
840,141
937,853
480,779
648,385
174,380
850,764
112,353
11,726
514,59
836,327
674,716
261,682
25,967
458,300
533,520
285,692
995,563
229,645
558,891
413,795
238,248
93,209
438,732
587,896
832,249
842,764
205,481
310,494
63,722
137,72
571,51
80,336
652,273
376,30
509,484
363,376
520,547
483,107
707,341
427,266
9,508
494,164
940,569
33,602
585,229
93,934
801,949
455,718
771,39
313,178
309,703
954,204
320,832
496,316
888,835
171,352
316,830
241,16
743,777
615,31
574,155
7,883
42,97
384,442
391,395
401,528
506,440
969,406
879,444
665,557
603,41
890,106
620,515
477,514
433,516
546,513
697,447
25,387
240,14
324,782
257,19
649,222
527,337
2,119
808,362
527,387
557,323
224,527
647,1000
578,703
18,934
978,699
920,922
592,807
342,209
163,48
988,712
189,885
86,908
406,425
719,43
305,757
971,981
70,416
355,179
201,530
704,259
635,526
131,685
906,766
575,378
266,263
11,88
102,149
7,817
511,256
539,70
719,146
600,232
336,41
462,136
260,505
151,729
420,474
856,536
597,381
447,375
122,843
870,729
446,221
887,193
323,44
348,463
43,795
852,538
19,88
398,395
425,440
205,851
552,550
365,590
744,766
726,289
994,251
144,306
204,705
94,793
317,117
30,936
521,225
950,158
618,598
370,449
300,509
495,175
222,753
429,12
625,919
362,606
322,109
222,843
421,499
993,398
442,279
780,436
103,126
810,35
547,414
865,838
269,967
829,518
498,469
505,523
184,457
687,845
630,208
484,524
787,820
594,794
593,609
749,82
92,54
986,266
336,868
890,143
372,731
25,137
377,292
543,718
761,70
567,58
458,972
67,563
848,902
543,306
983,835
251,503
274,204
780,507
930,400
483,457
827,268
527,132
359,910
572,284
839,278
408,248
210,44
277,75
81,510
161,652
737,147
367,622
388,99
157,232
98,11
263,21
977,240
701,291
138,230
834,809
665,631
395,397
121,23
928,757
13,845
772,912
279,831
296,611
49,146
710,760
653,489
680,723
688,922
298,940
579,402
619,901
959,122
368,193
380,411
28,627
320,382
528,144
528,882
366,816
958,100
36,864
125,476
837,380
853,645
487,238
479,898
496,529
330,859
3,395
678,545
264,919
485,331
112,887
921,429
52,84
972,651
912,469
743,647
232,11
22,861
212,308
793,832
41,773
899,75
640,935
545,438
872,77
987,478
246,707
569,161
712,85
578,281
347,716
217,556
290,27
459,209
763,23
180,212
394,731
830,861
751,36
245,430
60,236
485,679
600,669
212,846
86,952
794,834
755,196
523,262
258,106
351,362
198,254
11,49
246,798
486,298
904,233
279,577
325,863
973,487
758,199
974,454
915,5
873,204
802,100
943,211
865,196
189,701
412,130
288,269
155,250
