T_i,B_i
875,814
869,107
637,345
418,427
818,906
588,165
112,999
309,515
816,333
837,2
694,972
223,685
162,888
432,559
27,235
568,405
429,253
953,767
457,972
744,442
777,940
511,896
894,842
176,660
714,276
132,204
9,526
777,504
529,673
490,85
900,333
535,700
157,677
968,529
595,63
372,807
116,502
719,536
220,36
869,269
674,260
174,839
941,210
802,519
401,628
632,994
551,165
159,740
554,984
108,118
57,68
719,686
853,863
20,949
576,78
201,126
783,976
265,437
581,619
610,72
833,90
727,672
327,522
484,859
601,317
495,356
999,72
299,219
294,677
784,152
95,272
164,550
19,374
674,357
720,669
781,195
942,169
708,111
335,180
911,387
462,1000
95,389
274,539
112,345
830,378
440,483
536,846
222,320
216,67
42,979
616,265
767,212
559,654
44,201
955,953
837,78
210,796
144,758
927,49
26,614
297,243
646,667
998,807
172,33
620,640
490,422
449,754
52,247
321,215
435,758
99,491
616,269
343,473
462,231
411,282
475,935
283,168
155,249
95,546
978,133
529,806
343,510
672,723
921,525
860,586
961,566
888,276
804,125
481,708
274,387
900,886
68,617
339,975
552,961
184,129
837,209
233,924
867,852
187,625
413,690
373,847
459,607
373,964
572,323
459,412
792,250
736,202
430,969
118,195
941,515
455,510
391,507
369,97
741,321
82,742
712,751
338,579
749,903
635,823
425,256
386,748
329,157
379,281
79,124
950,26
315,546
377,161
331,672
424,69
745,478
27,752
341,442
116,787
397,837
866,188
118,755
960,808
600,939
13,496
239,266
750,97
102,99
733,609
637,997
213,436
831,138
999,189
795,659
263,927
886,694
754,934
111,78
430,930
834,31
346,499
488,940
979,455
427,463
575,310
164,631
573,976
564,389
900,43
596,457
953,647
909,376
783,584
101,558
220,56
513,315
177,130
676,656
478,225
962,995
996,485
747,561
55,704
223,843
378,614
193,212
805,784
42,656
849,683
481,102
950,453
854,233
173,997
500,2
28,877
770,715
767,263
609,766
74,563
713,785
999,990
772,142
117,756
847,43
158,484
877,75
172,503
431,413
355,861
621,32
25,274
28,547
296,517
612,669
467,960
377,796
967,317
292,261
845,908
761,96
611,805
318,827
615,646
976,725
39,631
822,490
206,374
758,138
134,844
3,563
940,290
718,264
471,170
224,976
357,604
972,689
556,202
279,480
967,591
349,431
702,487
600,43
1000,270
461,937
328,62
241,770
905,615
517,80
420,10
715,764
632,938
753,992
661,375
559,916
511,233
940,220
852,315
238,869
248,384
310,468
718,267
627,357
35,870
810,760
451,764
510,497
291,171
488,766
425,125
987,846
508,386
738,229
480,174
374,738
792,122
149,460
809,792
501,983
188,185
882,566
257,535
34,454
154,252
996,464
583,869
483,803
105,216
53,294
210,773
447,507
79,106
72,332
341,751
150,811
342,497
130,960
520,775
147,671
813,598
281,793
382,405
529,810
659,64
532,750
910,694
706,848
532,767
41,85
844,605
597,775
87,712
562,148
439,858
817,220
710,315
480,418
36,442
609,108
292,240
325,794
690,550
22,956
824,336
181,693
44,779
975,947
488,524
830,718
600,901
151,310
890,456
370,660
540,505
273,266
222,778
147,932
734,300
773,545
26,499
790,623
237,155
404,552
583,67
886,76
324,297
174,496
995,22
384,180
492,991
691,84
862,443
311,416
841,374
25,562
709,507
537,281
47,192
106,354
415,261
892,949
64,434
762,701
587,948
483,450
748,19
240,315
945,956
24,849
692,583
278,607
82,434
219,656
631,968
998,850
722,590
682,290
110,943
260,956
375,659
797,847
76,626
188,193
491,194
59,390
24,189
510,452
831,827
326,112
476,267
865,760
612,143
305,698
2,944
28,865
760,463
727,347
709,890
731,938
468,939
919,863
249,735
945,764
342,112
556,256
147,269
449,469
383,780
727,221
750,861
797,744
48,611
365,354
842,702
298,35
364,983
560,330
155,906
755,302
146,423
142,329
533,499
329,726
129,699
443,792
365,304
299,66
574,265
16,29
994,47
521,401
228,857
387,275
740,395
96,437
496,855
880,120
33,74
985,511
939,284
832,407
382,149
553,431
780,959
346,152
586,59
848,14
878,753
413,33
271,415
863,169
895,939
999,749
197,236
150,450
235,683
845,389
929,847
200,539
360,91
912,610
949,649
647,302
369,466
865,916
414,713
645,771
735,877
75,961
155,773
357,362
892,125
854,206
23,917
347,848
590,336
696,882
924,357
378,500
948,395
970,190
741,183
782,487
11,649
972,271
179,975
667,782
153,714
754,278
993,263
364,67
726,191
599,520
105,580
912,127
796,227
594,728
350,169
89,237
327,1
203,263
550,549
766,663
862,78
980,574
761,672
887,725
795,622
69,241
112,452
19,732
822,559
932,958
451,206
645,43
637,689
445,871
221,369
73,1
643,876
340,347
181,243
677,357
335,633
989,817
302,708
294,484
477,925
192,648
750,285
506,166
313,743
121,401
942,774
163,70
719,305
175,921
655,40
566,111
621,332
863,932
18,410
690,936
445,508
907,820
905,514
623,684
521,330
178,283
892,963
968,310
3,148
840,431
46,439
307,876
126,882
327,667
787,713
947,813
911,570
963,813
842,564
359,225
63,302
404,577
684,443
914,498
841,467
536,733
481,988
160,988
866,811
707,118
21,610
640,697
304,803
740,289
224,826
721,730
637,245
480,791
788,244
795,91
784,929
122,647
26,589
953,199
972,222
480,426
747,712
860,398
311,152
456,15
92,353
203,901
58,962
350,959
640,698
634,855
615,824
671,304
598,780
615,435
252,49
167,32
520,922
194,717
169,743
425,712
353,691
784,939
985,132
177,413
973,260
524,137
766,712
840,408
898,69
307,611
438,213
42,857
634,431
281,108
511,809
165,215
100,163
302,494
178,190
19,711
235,773
475,325
635,513
417,493
949,883
405,307
793,493
54,795
542,352
92,559
996,277
627,709
658,484
313,950
91,189
368,257
278,236
23,892
429,692
659,10
792,91
220,254
72,603
214,498
940,206
548,496
96,41
406,476
540,211
266,759
892,592
99,642
858,395
826,545
823,699
681,610
264,810
703,959
623,305
633,638
406,698
538,883
980,113
453,583
908,855
294,89
169,903
140,917
16,902
977,710
678,800
389,107
964,300
455,291
638,406
49,427
974,932
700,30
594,238
894,879
236,101
32,371
679,177
333,816
225,345
583,991
942,573
983,294
390,194
83,49
189,487
877,432
329,397
16,676
539,301
55,192
324,654
967,132
175,537
272,480
601,497
504,136
530,979
737,359
328,205
490,371
730,449
34,546
306,505
604,839
51,699
150,867
748,333
122,230
570,314
614,837
615,588
237,36
789,403
781,94
563,87
314,380
272,462
874,985
611,411
591,976
518,2
529,815
825,872
175,851
635,217
751,253
972,998
36,857
700,744
14,521
214,21
915,431
981,419
805,904
164,593
273,181
325,238
265,653
729,99
215,625
714,341
737,113
732,934
286,619
359,828
861,154
225,375
328,504
925,317
331,469
92,55
826,65
243,911
891,787
698,918
595,734
293,505
