T_i,B_i
852,743
652,345
743,860
100,874
434,135
957,542
43,677
255,35
30,289
547,958
770,88
418,918
304,203
335,677
429,249
777,211
550,939
42,693
684,647
604,188
430,328
376,464
673,8
826,625
368,744
425,52
828,167
485,32
127,880
85,663
426,670
975,543
378,665
861,493
472,125
943,146
911,308
414,31
301,961
299,554
457,644
792,85
143,121
178,148
847,247
769,358
389,682
77,674
228,504
51,833
295,874
249,598
133,840
433,412
371,700
721,33
67,547
815,783
475,31
475,793
728,395
413,642
722,353
479,454
845,231
882,854
824,439
963,979
183,829
745,69
954,285
657,333
379,617
363,587
382,821
985,122
523,959
956,557
239,118
642,80
804,75
864,231
807,894
319,305
348,946
907,246
86,340
41,639
974,152
514,284
597,155
438,241
633,526
767,722
939,242
287,406
980,277
541,31
162,127
432,745
733,784
832,80
928,314
221,600
494,94
462,426
690,186
857,244
885,929
45,580
140,418
399,556
544,141
147,341
998,238
320,312
439,485
355,114
360,680
120,289
559,437
249,421
54,40
179,833
35,119
90,59
926,561
306,11
440,413
535,850
311,514
697,682
490,827
146,868
525,594
794,186
342,79
746,992
771,494
602,247
410,306
842,576
681,840
988,112
990,871
926,120
285,45
288,204
787,746
74,367
1000,804
192,965
665,812
974,875
500,644
498,621
317,226
567,68
477,364
245,579
713,761
575,437
539,926
320,998
372,716
866,548
886,455
232,707
842,499
230,893
74,74
42,628
523,981
678,271
602,550
773,874
976,762
346,935
225,558
877,577
149,850
158,201
624,138
533,784
276,977
297,710
320,880
393,862
853,266
208,808
542,156
553,600
64,691
613,697
65,572
657,650
377,169
698,519
194,312
597,414
639,198
399,322
726,675
688,443
578,238
358,271
62,684
157,174
663,26
504,653
190,433
707,898
651,700
781,548
626,180
155,763
243,176
122,938
375,647
357,959
137,281
666,899
489,508
586,603
292,951
856,359
248,151
899,534
783,322
30,277
972,497
959,871
618,694
872,859
139,760
167,611
247,238
811,742
804,707
104,642
314,744
294,795
12,597
278,700
112,597
945,274
99,450
299,157
878,677
481,896
569,729
870,333
386,619
130,467
939,26
196,864
502,623
912,354
719,460
710,121
69,194
733,537
803,495
853,758
877,598
963,369
466,28
37,636
627,173
536,818
825,274
866,416
528,738
769,888
413,383
469,956
346,437
692,401
4,527
23,543
350,972
923,251
579,62
189,862
74,115
779,297
451,250
924,630
21,365
124,147
963,74
734,824
823,501
890,276
85,430
752,783
700,994
515,69
463,662
222,319
620,387
882,851
656,913
421,263
351,812
763,790
766,239
477,477
121,160
613,528
664,924
78,533
672,863
937,543
953,711
685,427
877,691
644,290
988,457
802,449
823,828
380,201
972,559
105,331
946,994
587,192
864,243
755,601
88,314
898,889
763,339
668,124
128,875
75,200
961,91
307,360
443,240
885,696
754,659
415,835
84,125
299,233
219,246
244,571
931,914
461,66
611,788
425,316
885,639
178,675
67,662
169,537
364,560
387,877
177,726
400,863
397,387
247,285
534,998
869,759
344,175
578,339
145,572
28,828
1,245
34,62
719,410
56,218
360,7
753,722
473,681
277,853
118,481
93,704
67,234
642,754
415,749
223,926
396,591
658,322
947,745
11,76
58,675
61,122
555,389
702,287
781,54
173,706
778,164
289,828
202,60
633,757
96,979
579,58
692,265
178,972
824,53
262,261
985,985
197,654
131,713
131,418
447,955
251,430
331,815
276,79
614,156
724,982
752,958
385,444
575,75
569,363
719,536
277,137
701,629
341,343
232,504
287,891
434,90
952,181
284,643
421,123
10,522
71,60
806,554
531,367
304,584
871,767
295,176
193,6
971,623
399,371
457,656
703,618
906,892
37,522
992,8
616,334
225,413
964,592
687,435
462,217
