T_i,B_i
284,921
566,465
821,816
855,904
427,568
537,640
45,723
576,867
463,189
827,359
91,304
748,246
94,361
319,950
765,612
907,26
927,420
604,994
952,868
526,961
883,379
87,15
398,38
939,286
118,823
932,55
331,733
480,823
931,960
702,270
586,166
275,621
723,726
132,736
2,878
384,293
455,653
369,912
148,155
656,915
921,172
599,348
144,909
63,966
136,744
44,596
573,648
833,415
912,530
932,309
980,156
221,824
481,953
889,254
536,723
36,821
80,170
83,448
964,120
707,58
817,869
613,744
923,830
630,132
924,54
361,500
44,327
5,591
504,838
52,372
79,129
716,616
110,818
304,632
793,614
716,517
493,736
318,592
811,207
135,432
601,688
334,749
575,768
419,428
382,45
383,612
428,909
474,121
956,748
48,199
3,563
998,61
710,22
616,804
283,592
417,655
817,809
825,829
324,622
530,458
952,531
827,528
729,995
675,53
596,567
820,891
779,360
242,564
513,83
747,992
720,252
805,421
896,943
212,187
431,803
500,46
857,757
41,527
34,334
280,41
936,562
688,531
337,345
775,826
463,390
302,50
726,751
60,277
519,322
727,428
476,377
561,44
939,675
675,617
319,772
907,485
223,995
593,391
709,822
902,120
30,438
680,342
752,163
962,836
974,833
657,998
342,249
555,454
462,51
952,892
159,488
924,216
443,16
433,894
889,996
638,59
26,192
555,378
563,74
462,966
549,244
851,530
401,385
641,371
68,691
255,119
992,882
237,834
921,990
985,23
332,404
153,249
640,667
234,278
223,247
227,70
674,530
472,579
390,513
297,987
311,477
201,347
92,626
27,920
874,479
486,884
294,793
936,540
568,776
982,703
724,151
3,814
903,775
398,143
864,836
581,716
821,75
602,731
216,976
329,341
60,273
596,998
311,113
34,93
618,595
21,905
44,21
157,306
638,939
666,655
241,594
223,739
618,925
873,183
228,280
167,989
569,321
786,998
473,178
759,768
425,262
918,361
940,566
360,44
222,477
760,354
157,621
581,626
977,804
33,145
156,624
242,537
272,542
625,495
294,962
400,765
747,699
845,837
779,648
293,703
810,53
337,739
919,203
647,587
365,841
263,446
28,839
915,402
541,694
986,978
73,697
179,776
690,280
335,292
892,103
252,130
756,320
323,945
58,42
1000,915
111,726
467,389
730,882
862,567
461,827
46,232
581,395
35,947
706,102
578,150
643,719
797,946
618,864
555,490
683,772
118,818
528,747
31,206
97,153
881,50
352,579
700,688
211,417
406,344
479,198
187,757
242,947
334,639
403,594
554,554
537,422
892,834
545,962
